,Y,X1,X2,X3,X4,X5,X6,X7,X8
4854,-0.13664938020314432,-0.13461031353383313,-0.13032126451854453,-0.12434796085458366,-0.11804995058802148,-0.11295642881391899,-0.11053996887769346,-0.11159751919928218,-0.11616981974962548
3776,-0.13072717787454324,-0.1523337166168397,-0.16328634161689437,-0.1658271019174804,-0.16019799904916787,-0.149423455909522,-0.1379647699452211,-0.12797136536459397,-0.1202389416099745
3439,-0.12511442665721617,-0.12782515802222272,-0.12975377037134295,-0.13032138838058605,-0.12916513459991852,-0.12664722897073455,-0.12371662677621786,-0.12156173268564963,-0.12094268075685133
278,-0.00696201397029339,-0.057233466137184164,-0.1364468298802871,-0.2245864229276454,-0.2970122133219715,-0.33266016774175144,-0.31963045513376176,-0.2543999695231175,-0.14323880737561834
1265,-0.12619379439717704,-0.12414103197211024,-0.12204311227340303,-0.12069084180197343,-0.12081876025015204,-0.12254087399828939,-0.1248227553660961,-0.1260390410771216,-0.12573621225583342
2285,-0.13601088895565705,-0.1278236888562848,-0.12049234490520855,-0.11594639905131754,-0.11502130165518543,-0.11719779367631655,-0.12089158025948399,-0.12447600197915443,-0.1267041867499279
2992,-0.12236653764159588,-0.12419646360216119,-0.12591128399039186,-0.127067691788474,-0.12748452048219572,-0.12721044080959631,-0.12657911411079892,-0.12582424235958922,-0.12515225433834198
3869,-0.12542231567605555,-0.13079326766283395,-0.13712196298347956,-0.14359929327285925,-0.14774142292257664,-0.14578407976625896,-0.13622992531483258,-0.12127685958556833,-0.1034393015733811
4332,-0.12662300545201854,-0.1262356202749617,-0.125769805893033,-0.12526040902376578,-0.12474889727562033,-0.1242137717693722,-0.12372746787937794,-0.12332229857327359,-0.123127645809881
1077,-0.1254006607361673,-0.1252306630863047,-0.12498672256315568,-0.12476842147669542,-0.12460175073352786,-0.12454055379180917,-0.12455989894982233,-0.12466952130533127,-0.12481779085385758
1009,0.1054295560002807,0.1379606578316246,0.0998826480068038,-0.013054206120166278,-0.18125613539999885,-0.3629671814778035,-0.5049039377690501,-0.5590817178160696,-0.49871221915742436
2675,-0.11682115282637962,-0.09984873505717906,-0.08668356200001692,-0.08133922153160866,-0.08667160101089944,-0.10323332412507247,-0.12818532485492895,-0.1557679185555002,-0.17849650160129982
1628,-0.05746000913685945,-0.04278695318910131,-0.050622560363374536,-0.0747113142198007,-0.10555529675438757,-0.13427240047610078,-0.1548585339949945,-0.1645220440968922,-0.16217984709143285
188,-0.03774545787858097,-0.030683387932206818,-0.04736353623537126,-0.0848367606069863,-0.13239263458083028,-0.1750945881035051,-0.20178725345497617,-0.2066745202641359,-0.1902689012628227
991,-0.5512865692756298,-0.591995850481138,-0.5108284541094759,-0.3425199175281882,-0.14190142448252496,0.03389944988522875,0.14271544288055038,0.16822814870370473,0.11879833688932906
1777,-0.12482237111123073,-0.12429569286290043,-0.12382951981800527,-0.12363691474254823,-0.12383283863850625,-0.12444857313964486,-0.12530916704435413,-0.12624202600195622,-0.12689421894974773
4388,-0.1249783108850161,-0.12500680889870408,-0.1250607291840362,-0.1250910300926803,-0.12511868942458415,-0.12511139412405414,-0.1251059569619445,-0.12507993224220904,-0.1250726834770033
3034,-0.12666637273440762,-0.12555133560728549,-0.12468341359467117,-0.12402632664400537,-0.12375474084100035,-0.12397784921366195,-0.12469019099321454,-0.12566451161506842,-0.12665141549876457
4491,-0.18298904224307477,-0.18632968832238883,-0.1745546457164182,-0.1514791066856196,-0.12356987913573059,-0.0985293160665347,-0.08336710847968487,-0.08195810873204723,-0.09203352641529428
927,-0.1386844606676828,-0.14334278183957327,-0.1424190741690844,-0.13501631954056925,-0.1212920308702593,-0.10408404202236965,-0.08909661466480712,-0.08140883996198067,-0.08504140345196376
46,-0.12351272135357327,-0.12382197671416639,-0.1243322593649967,-0.12485511102100488,-0.1253161504178274,-0.12563325950795068,-0.12580375675988853,-0.12577699424092903,-0.12560175204548107
4394,-0.12514219590970022,-0.12511072346911878,-0.1250751207780315,-0.1250146528891216,-0.12498042026899536,-0.12495677080017531,-0.1249783108850161,-0.12500680889870408,-0.1250607291840362
1396,-0.9986783627218218,-0.8328652491297097,-0.50342812612527,-0.11961450691175968,0.20657800932202286,0.39604127216174123,0.4204525317701071,0.30226972385604856,0.10219027330919772
641,-0.11754348318351349,-0.1367427790949215,-0.15671243777378963,-0.1714363466205956,-0.17481417187403447,-0.16342557814146907,-0.1390200913380949,-0.10711086964931693,-0.07635840678081829
16,-0.12530141944588513,-0.12527523563759335,-0.1252073098216837,-0.12508874069647258,-0.12498089416060021,-0.12488156800977512,-0.12484458773286766,-0.12485621645784473,-0.12495905084491266
3149,-0.0786512945283766,-0.11580043385530614,-0.15445427444023307,-0.18261099196503527,-0.1940730472106269,-0.189343280373777,-0.17460621515919728,-0.15232595134386262,-0.12457326833037119
3692,-0.12532929628050293,-0.12518476888896246,-0.12503929806432756,-0.1249163499445547,-0.12488835236155293,-0.12492812489248795,-0.12505301918850353,-0.1251884132291703,-0.12531171260648089
4098,-0.10794070291698343,-0.11701151811850918,-0.12733576093189425,-0.13618501203493505,-0.14146397030233293,-0.14221067855349667,-0.13900909682377538,-0.1332333499310412,-0.12654826342095027
2771,-0.08412753164546882,-0.1225030805744799,-0.1479549144431419,-0.1527744098714302,-0.13790630358176315,-0.1118201567560626,-0.08985110600782631,-0.08607640806856598,-0.10440555141308905
1939,-0.12543221700206475,-0.1290685480464726,-0.1324478434614037,-0.13455031908598747,-0.13449890314075996,-0.1318067917116631,-0.12677531197454794,-0.12057500410246835,-0.11481929862865581
509,-0.12909458958339282,-0.12853796796498806,-0.12729599224470178,-0.12608125522733737,-0.12542948792489184,-0.12567460524248808,-0.12674607909824664,-0.1282729361917695,-0.12945651414119264
442,-0.10802474844098331,-0.11129439179169376,-0.11847856941990553,-0.12728178049960248,-0.13489699489038776,-0.13924128468131725,-0.1394426112997712,-0.13580891218087376,-0.1297068907054416
1148,-0.12627590633780572,-0.1248894781652371,-0.12373597010450499,-0.12303915965459356,-0.12291901922803616,-0.12327935227228182,-0.12397700920687738,-0.12477069389741113,-0.12548535621157175
1520,-0.1254006338230782,-0.12647249614744271,-0.12699727708152198,-0.12702035334092998,-0.12675339663285423,-0.12638027076805158,-0.12610521803991592,-0.1259073759533471,-0.12570499496233656
1586,-0.11854877460445545,-0.1175173688020863,-0.11861858537892567,-0.12154460108182363,-0.12522264354927326,-0.12851524477277687,-0.1306276574527545,-0.13111882351199955,-0.1300694078947614
3808,-0.1315194623905398,-0.08538335195371849,-0.04056674496719448,-0.010188463580989016,-0.005358408838299633,-0.0303809991143823,-0.08252940363521233,-0.15202816480022086,-0.22276264962444603
2034,-0.06236014587243721,-0.0473068068920488,-0.051834318599997764,-0.0770877491494174,-0.1184753442379235,-0.16579923735649982,-0.20650403580784105,-0.2285883151191297,-0.2240028818219333
1348,-0.08780941217218152,-0.057053419853467235,-0.04681632612047848,-0.057164839305725135,-0.08281871818978881,-0.11531508675303992,-0.14563584808571517,-0.1672901408938814,-0.17623386058928125
4569,-0.11946343633767909,-0.10346057453509294,-0.0898689282182259,-0.08280484826484824,-0.08640270535405903,-0.10159584227117535,-0.12594072247530552,-0.15384290380814336,-0.1777148764139389
1884,-0.12400220249589555,-0.12645158476958052,-0.12801643947639396,-0.12854232264718946,-0.1280566581449849,-0.12718325903522654,-0.1264428300218129,-0.12582061297157798,-0.12525696888079096
4524,-0.13690803285966313,-0.13350471168488165,-0.12797410643948737,-0.12216011542915306,-0.11795119733714876,-0.11640806141957316,-0.11789097498263368,-0.12186944937143673,-0.12735655467202
4358,-0.12530877953922936,-0.12496873937010755,-0.12459718445135048,-0.1242550796447861,-0.12405297068965426,-0.12401264647769639,-0.1242042834116891,-0.12459953272562696,-0.12516902292337373
2206,-0.12558116025277144,-0.12522528623113738,-0.12486355622529255,-0.12457560187626415,-0.12446765116561165,-0.12453141011167568,-0.12476669914709893,-0.1250692519149178,-0.12537780683046462
4102,-0.12372972243284941,-0.11182993878280567,-0.10411265338730269,-0.10282194121174759,-0.10794070291698343,-0.11701151811850918,-0.12733576093189425,-0.13618501203493505,-0.14146397030233293
544,-0.13113034774337862,-0.1306077041774758,-0.12810095550913925,-0.12434637619461109,-0.12058281875140309,-0.11803058082614737,-0.11762541343620647,-0.11957643130190143,-0.12303446189423839
1282,-0.1243501521997109,-0.1173752957233749,-0.1130435635502316,-0.11198646930136391,-0.11394075199969389,-0.11784911945467791,-0.12216781189021497,-0.12581808209909473,-0.12819053388764
590,-0.15746347204524602,-0.14734375794444232,-0.13103347485408956,-0.1126566152058106,-0.0978634855819076,-0.09057909302109524,-0.09268136332363264,-0.103651383421687,-0.12100441971859566
4110,-0.10216283688026728,-0.10971846273080543,-0.12202781097111726,-0.13524595160392439,-0.1453483013867123,-0.1492086915067593,-0.1457816706627092,-0.13627327154146907,-0.12372972243284941
409,-0.12468027123015835,-0.12383854541680395,-0.12352439652578051,-0.1237123702283417,-0.12419842644447854,-0.12482187975025139,-0.12535943110592773,-0.12570709974911043,-0.1257895290534855
2923,-0.12544169107337144,-0.12554259573743365,-0.1255101699988782,-0.12537503877448708,-0.12514341133925422,-0.12490790073169156,-0.12471459883767622,-0.12465374386475236,-0.12471461530076922
1977,-0.12970230043196784,-0.12483733717773626,-0.12101742432952078,-0.11899036900851523,-0.11880217921930603,-0.12005103797453054,-0.12199550007082693,-0.12397294485949317,-0.12556072418242425
560,-0.10313317943862943,-0.10951674438916503,-0.11829346289971632,-0.12684394487090123,-0.13314186769384084,-0.13589229430696403,-0.1356426415302544,-0.1329483097789278,-0.12905044716591585
947,-0.23010623761726068,-0.19473878176563353,-0.14596098641055022,-0.09834432229466339,-0.0643442450582078,-0.05090982977520908,-0.058129462030557355,-0.0802891598437494,-0.10851873392714095
4568,-0.10346057453509294,-0.0898689282182259,-0.08280484826484824,-0.08640270535405903,-0.10159584227117535,-0.12594072247530552,-0.15384290380814336,-0.1777148764139389,-0.19017617364340045
1214,-0.14702787175526566,-0.1459170375431884,-0.14065918529011,-0.1327000635319494,-0.12399506565068419,-0.11645724505002997,-0.11157517501691672,-0.11000763257116108,-0.11172370681296495
4165,-0.12316744042845518,-0.1254600609186809,-0.12837857930562557,-0.13107089379086445,-0.1326234219184752,-0.13249371693809697,-0.13058022064969188,-0.12715673455454013,-0.12240105207393959
2618,-0.13116748930519262,-0.13204732245103123,-0.13155897348014756,-0.1296758431556455,-0.1268355556199815,-0.1237527436807383,-0.12130541891480462,-0.12010586236212772,-0.12038212876443743
4732,-0.12518095445871158,-0.12551015489688244,-0.1258367865242198,-0.12603664896127265,-0.12607795234215913,-0.12588927211725087,-0.12551096978119614,-0.12498031906331919,-0.12445203315268927
3627,-0.12469871135560617,-0.12474580851107131,-0.12488953708910244,-0.12514142405953732,-0.12541097288057823,-0.12565160239074558,-0.12575956698673518,-0.1257319673664764,-0.125552114247521
2136,-0.124378729856503,-0.12825911723079564,-0.13241070105760722,-0.13587203426871008,-0.13764329088331584,-0.1365364965360073,-0.13177370913886421,-0.12396422978916588,-0.11453629431030832
471,-0.10993911935662859,-0.11461997533141732,-0.12109173910168591,-0.12728150983113895,-0.1316238146460238,-0.13349837605963388,-0.1331030728330619,-0.13136897123252456,-0.1293336122869604
882,-0.11107548861400474,-0.11228481033206916,-0.11670543232976205,-0.12359594754794312,-0.13165619317770594,-0.1380466610729928,-0.14015035779421003,-0.13675091327646638,-0.1291176352588458
3090,-0.07077758996382788,-0.04542130146863921,-0.0401419108853992,-0.05383124296541009,-0.08167481477812766,-0.11580125252523754,-0.14748918192452176,-0.16903406808565136,-0.17678690716541512
2737,-0.13349179494416286,-0.139747959158674,-0.14083052852749833,-0.13955142782252195,-0.1382133047204117,-0.1362291215515461,-0.1326534667070871,-0.12811505994119932,-0.12444682391326556
4065,-0.12489184799295694,-0.12454877737070802,-0.12438581626293554,-0.12444658712801626,-0.12463465948219343,-0.12490636862481352,-0.12515687827914357,-0.12536398311286212,-0.1254736210735613
2907,-0.1249696037602096,-0.12484373552455152,-0.1247952895018748,-0.1248528236005495,-0.12495821142129859,-0.12509358691486994,-0.12518279316571035,-0.12522380668750988,-0.12518039052546392
3370,-0.11647625455320376,-0.11128981518774339,-0.10961721801423607,-0.11222658192884394,-0.11855317545325728,-0.12659685475674565,-0.13392607079082985,-0.13833059446141127,-0.13856596347271166
2028,-0.20650403580784105,-0.2285883151191297,-0.2240028818219333,-0.1909717714701722,-0.1371253482434821,-0.0766559918532953,-0.02601110125464834,-0.0006281835483058495,-0.011117245438307832
426,-0.12928410176946492,-0.1310928891570724,-0.1312066623182806,-0.12982837264771796,-0.12767585672692883,-0.12552592294915366,-0.12387643214885624,-0.12286668909790999,-0.12257956200448805
2383,-0.13543449129178164,-0.14563797541406776,-0.14817376463469878,-0.1439021220819532,-0.13654672832066173,-0.12908453900463435,-0.12286787553869905,-0.11870397471114702,-0.11708668280225609
3398,-0.12404748345839278,-0.12435986901735463,-0.12436811508041112,-0.12417601472678597,-0.12407272691834692,-0.12431675729446334,-0.1250905336288629,-0.12624896490728899,-0.12756767983383843
2842,-0.1253065873625594,-0.12522855918008935,-0.12494738198451327,-0.12419763721488719,-0.12302445790599192,-0.12176976651295257,-0.12107612848137539,-0.12140816584800351,-0.12288497351392669
1560,-0.12582086532183379,-0.12543871797729733,-0.12502395644159947,-0.12457130979097386,-0.12415300985434552,-0.1238623295692316,-0.12388571454518782,-0.1243100267873295,-0.12507336705304206
4064,-0.12454877737070802,-0.12438581626293554,-0.12444658712801626,-0.12463465948219343,-0.12490636862481352,-0.12515687827914357,-0.12536398311286212,-0.1254736210735613,-0.1255081297120435
1415,0.3080923891082026,0.4198374248255099,0.3901041485961052,0.19745176167871836,-0.12947693038361907,-0.5116627980020878,-0.8379198178526975,-1.0,-0.9278170929074434
3923,-0.124488061290838,-0.12389743323391933,-0.12344891668083724,-0.1233494033739595,-0.1236943937239584,-0.12454169504703583,-0.12573371616972284,-0.1270198959381057,-0.12799219927615302
569,-0.13782023168303115,-0.15548586766504424,-0.16351990006725847,-0.16090627619576892,-0.1496005807962878,-0.13374075466645008,-0.11811055763507583,-0.10668633260264704,-0.1016375666166015
2720,-0.10969159535272643,-0.11218072752946073,-0.11957067817778733,-0.12967273945394076,-0.13985228262153027,-0.14688139307259085,-0.1482234157869159,-0.1427364020461197,-0.13136072126604104
3810,-0.1961152915612504,-0.1703534292586799,-0.1315194623905398,-0.08538335195371849,-0.04056674496719448,-0.010188463580989016,-0.005358408838299633,-0.0303809991143823,-0.08252940363521233
4705,-0.12701539831923891,-0.1260580489590174,-0.12465851411837314,-0.12291727982816814,-0.1210824703758483,-0.11968231085362013,-0.11923248102686979,-0.12025592740990121,-0.12291728520556344
698,-0.12300896293859642,-0.12014767170329599,-0.11843522778443638,-0.11840736862117818,-0.12019258999932503,-0.12325717357027788,-0.12667865913682075,-0.1294807633791979,-0.13098525026973162
240,0.028371914678304577,-0.06380248674277722,-0.14585860174046872,-0.1896184633488296,-0.18793366324871874,-0.15331204696293244,-0.11647625886200474,-0.09227985218100332,-0.08989044465098572
4322,-0.12364580158769978,-0.12441888762819442,-0.1254227101147023,-0.1263725921151897,-0.12700364661885133,-0.12707367891052423,-0.12661210555976476,-0.12573048966958322,-0.12472185650157497
186,-0.04736353623537126,-0.0848367606069863,-0.13239263458083028,-0.1750945881035051,-0.20178725345497617,-0.2066745202641359,-0.1902689012628227,-0.1587437950399192,-0.1218052225299261
3012,-0.13333215227337436,-0.13275716759397926,-0.13004867255774355,-0.1257565664084348,-0.12099627166391802,-0.11704556747254502,-0.11512712270275138,-0.11590946647184142,-0.11911284597255567
1355,-0.12115283949213262,-0.17802127135619283,-0.21844153692955837,-0.2323273188550149,-0.2179308410039501,-0.18102002636991754,-0.13304162393928554,-0.08780941217218152,-0.057053419853467235
3940,-0.12508429817431987,-0.12502553622610024,-0.12502799719290747,-0.12503244467604968,-0.12504744048054206,-0.12503619139273314,-0.12505705783672938,-0.12510701780842315,-0.12523896889377706
2628,-0.12177915142894014,-0.12016271960094638,-0.11955644565629187,-0.11962663604754209,-0.1200241849992032,-0.12075737679865084,-0.1220653394026271,-0.12400581038557024,-0.12655512608319952
3353,-0.12890988767382372,-0.1321242109854307,-0.13299223744815536,-0.1316753066177968,-0.12890304961930743,-0.12580231767507277,-0.12328521140442861,-0.12188900613524667,-0.12167239350283521
4185,-0.1261239122563721,-0.12633462100735615,-0.12615128111756158,-0.1256986655953246,-0.12507950349971864,-0.124462764025571,-0.12395684142431229,-0.1237152789748368,-0.12381570144702914
2316,0.008294024782618425,-0.01285679420653485,-0.0605208462623249,-0.12322416282973414,-0.18456073765303727,-0.22765223144768654,-0.24206536657725752,-0.2260603493163429,-0.18636093401344678
4274,-0.17530424726477123,-0.20123670803669513,-0.2140304137528677,-0.20940332661312788,-0.18602552665512362,-0.14683207553534505,-0.09974217173890232,-0.054472581023788935,-0.018293164272802365
1831,-0.1246240657834049,-0.12449076650960889,-0.12450208908186611,-0.12468739620801805,-0.1249629677330849,-0.12528755359123311,-0.12555630220526048,-0.12573703486552867,-0.12575948257187008
1331,-0.1162659168010095,-0.13246217616406264,-0.14488647706430513,-0.15059593884288935,-0.14894115957495335,-0.14137555706629257,-0.13070095491551736,-0.12019106462942064,-0.11248427980567266
2170,-0.12470382306617145,-0.12503417090714775,-0.1254139647522492,-0.12569191665351476,-0.12580066300528348,-0.12566476946806127,-0.12534799357410076,-0.1249216059392273,-0.12455930483475319
2306,-0.08942215854338542,-0.05807926453962553,-0.04779274969474101,-0.058306035859542305,-0.08431529106604863,-0.1171090174919791,-0.14706621457667302,-0.16690185394360857,-0.17398653107989737
3302,-0.12458940602962221,-0.1246729948681986,-0.12488087280590354,-0.12513578821770732,-0.12539984611502086,-0.12557131459151571,-0.12562846597346777,-0.1255200020240883,-0.12529811451720096
4099,-0.10282194121174759,-0.10794070291698343,-0.11701151811850918,-0.12733576093189425,-0.13618501203493505,-0.14146397030233293,-0.14221067855349667,-0.13900909682377538,-0.1332333499310412
1212,-0.14065918529011,-0.1327000635319494,-0.12399506565068419,-0.11645724505002997,-0.11157517501691672,-0.11000763257116108,-0.11172370681296495,-0.11608949220841813,-0.12203365755796969
2743,-0.0923445705246434,-0.08356550206004476,-0.08561533436411861,-0.09530072176593274,-0.10872220708716829,-0.12268315417147158,-0.13349179494416286,-0.139747959158674,-0.14083052852749833
3429,-0.12424999941857273,-0.12662229017212945,-0.12765789424133445,-0.12623670594020975,-0.12257975589602699,-0.11818065495528429,-0.11507852892931392,-0.1151569591807704,-0.11927768739145461
2259,-0.11581405872527295,-0.12116587527291267,-0.1271178634973249,-0.13198660636751147,-0.13462124972228562,-0.1346627655706517,-0.132376049065708,-0.12864686602278652,-0.12461960559833873
3234,-0.11472798452916055,-0.12397199459982133,-0.1345749954614709,-0.1440378573558091,-0.14980409752838053,-0.1498380703727249,-0.14342831152436475,-0.13140207213669775,-0.11624358395172674
1639,0.050382111635470794,0.017542600072310233,-0.050462077122284565,-0.12987316079081157,-0.19948282776615944,-0.24493264770701373,-0.2598177453960592,-0.24353098990390643,-0.20191457230904564
4079,-0.1280490888045981,-0.1265549538524059,-0.12510505141857975,-0.12400789316766947,-0.12341219652122881,-0.12340883098359212,-0.12386549842506289,-0.12461017200745228,-0.1253638876552705
1666,-0.17446349936944017,-0.07743167341680046,-0.0025286102216818263,0.024436924973540552,-0.005190796972747047,-0.0795465950828842,-0.1709086669562052,-0.24700095753174134,-0.2827182488422071
2091,-0.08587997922843005,-0.029863152717983232,-0.0027136033064459886,-0.009504433379062371,-0.04451468018221327,-0.09554499204175071,-0.14608369997701176,-0.18340810592717904,-0.20089919066749273
2576,-0.12493961274106669,-0.12502516194997682,-0.12514660262446398,-0.1252427333254892,-0.12531080700461505,-0.1252982612697442,-0.1252331044790137,-0.1251084058370463,-0.12500230287023506
1550,-0.12635208600448244,-0.12631146707842322,-0.12580056272277895,-0.12497665233714272,-0.12420004971427989,-0.12377618870542573,-0.12394280025292737,-0.12468527032616705,-0.1257906092102723
1373,-0.16953390313241112,-0.15340238310935805,-0.12190249797398689,-0.08990745117182486,-0.07173009205690761,-0.07782655787528625,-0.10388411324834523,-0.14220651854706878,-0.18161447335329517
4234,-0.13798425409922221,-0.13527872272786556,-0.1300312266793059,-0.1239883532189554,-0.11912326959665409,-0.11642421182661755,-0.11620595703633252,-0.1182698102266383,-0.12156136444728982
476,-0.14313062303179158,-0.1328438991395886,-0.12170551651244366,-0.11307505343671109,-0.10907137035052739,-0.10993911935662859,-0.11461997533141732,-0.12109173910168591,-0.12728150983113895
4821,-0.12409429780502945,-0.12533866327412724,-0.12636582612576852,-0.12694048604228803,-0.1269508066514985,-0.12652249828011497,-0.12582211904339446,-0.12513194072535605,-0.12459669645103277
256,0.05115098823787867,0.2126101531844451,0.2965593432865832,0.2723966440629455,0.14316813269895956,-0.04282517805117958,-0.23645318753783218,-0.3883251612595371,-0.4659103626215477
4613,-0.1271028244294422,-0.13062659563869627,-0.13204817880089403,-0.1312897389849167,-0.12925257980726312,-0.12695267056403292,-0.12486077231395376,-0.12325213919200473,-0.12231054929226881
3469,-0.08832782226317593,-0.08975742496376482,-0.09803886778740678,-0.10993166906934893,-0.12303931560812431,-0.13598515218521967,-0.1460713040047683,-0.15049391751667196,-0.14866085742813417
1342,-0.14563584808571517,-0.1672901408938814,-0.17623386058928125,-0.1709765998260403,-0.15606417726488442,-0.13668461644801833,-0.11689617444891365,-0.10083625593962109,-0.0921667025488706
1812,-0.12553095315803386,-0.12558441951619204,-0.12551670193328046,-0.12532521579917155,-0.12509464676193738,-0.12486272605722215,-0.12472727219077173,-0.12470925801932908,-0.12483613461100374
948,-0.23984909106087104,-0.23010623761726068,-0.19473878176563353,-0.14596098641055022,-0.09834432229466339,-0.0643442450582078,-0.05090982977520908,-0.058129462030557355,-0.0802891598437494
2879,-0.12551939938538081,-0.1255428841591607,-0.1254989235399997,-0.12543204418756382,-0.12533561923721015,-0.12525307568040578,-0.12514422564253858,-0.12502245912736643,-0.1248508941512082
2786,0.002621020731516488,0.042356221894977786,0.04556491729449452,0.00479061054683827,-0.06784410011664388,-0.1537892909209707,-0.2302072564352654,-0.2759494478912181,-0.2800238009614374
1989,-0.13237572620396743,-0.12232091545415846,-0.1131343145465602,-0.1073786243085516,-0.10665370237832239,-0.11125918164791004,-0.11905659035093807,-0.12738162697794853,-0.13396775146010165
4605,-0.12231054929226881,-0.12218281158668798,-0.12262609334425179,-0.12346709592853877,-0.12448795122344092,-0.12554112497010816,-0.12650150438185526,-0.12732400043253378,-0.12781076119171242
1231,-0.09319333242045169,-0.10752692600737623,-0.12613746939142245,-0.14384088282150598,-0.15580141378303003,-0.15906525942064254,-0.1532291515386517,-0.1401947240953194,-0.12412462862532625
4855,-0.13671655254945614,-0.13664938020314432,-0.13461031353383313,-0.13032126451854453,-0.12434796085458366,-0.11804995058802148,-0.11295642881391899,-0.11053996887769346,-0.11159751919928218
3966,-0.12594037756656506,-0.1254867299161485,-0.12497004549956625,-0.12452131381558518,-0.12429782144873502,-0.1243290141707436,-0.12462083488667575,-0.12503137301552048,-0.12544724209076852
1778,-0.12529418836894568,-0.12482237111123073,-0.12429569286290043,-0.12382951981800527,-0.12363691474254823,-0.12383283863850625,-0.12444857313964486,-0.12530916704435413,-0.12624202600195622
2346,-0.12286467062209383,-0.1093919841678952,-0.0989316081383893,-0.09482561174508686,-0.09885728629870716,-0.11096431998439182,-0.12869095750544846,-0.14784343619497176,-0.1641469301104741
2314,-0.0605208462623249,-0.12322416282973414,-0.18456073765303727,-0.22765223144768654,-0.24206536657725752,-0.2260603493163429,-0.18636093401344678,-0.1359634521164952,-0.08942215854338542
1381,-0.1762591082447038,-0.11662373521747549,-0.07138621739464468,-0.050231548943995286,-0.058191076547206566,-0.08986124446342936,-0.13112207493356842,-0.16212230691897933,-0.16953390313241112
3920,-0.1233494033739595,-0.1236943937239584,-0.12454169504703583,-0.12573371616972284,-0.1270198959381057,-0.12799219927615302,-0.12832304630046787,-0.12776582620233934,-0.1263872036768383
1376,-0.08986124446342936,-0.13112207493356842,-0.16212230691897933,-0.16953390313241112,-0.15340238310935805,-0.12190249797398689,-0.08990745117182486,-0.07173009205690761,-0.07782655787528625
