,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
1114,-0.9983241698627702,-0.9598172838231519,-0.2627284379363466,-0.12492853079511912,-0.10030877004768635,-0.08184904398239923,-0.049534024225288964,-0.10528761944877807,-0.2186723476892639,-0.10490063629583557,-0.02382001378936205
650,-0.9954666311108322,-0.8060179619690617,-0.30483087556726873,-0.10373988967435988,-0.11651549661380267,-0.06301236070324878,-0.056563829247895825,-0.10898975291538626,-0.21341780028676394,-0.10518153876906433,-0.025332039338925805
4051,-0.9998928096168075,-0.9879495736231617,-0.2632071865234389,-0.12533941847173558,-0.10048703468320652,-0.08191483149640211,-0.04963454207398521,-0.10529275731807042,-0.21863090344314962,-0.10484681728095346,-0.022677826752786956
1933,-0.9952574791436273,-0.8260487972518812,-0.2511724581823026,-0.13421103577750804,-0.11263777623792814,-0.08839664870703046,-0.05035482846669992,-0.09994050379107378,-0.21349452587247653,-0.10452009773492665,-0.02588381181603261
4436,-0.9985829954221863,-0.9674256302756894,-0.26425698244097373,-0.12441196001292298,-0.09930953047438451,-0.08258190784456687,-0.050094022880285305,-0.10447556897139554,-0.21834506726171177,-0.10443896354585769,-0.023817771785760167
1026,-0.9841201368899626,-0.44898193481287785,-0.1950013782117691,-0.1399020840443136,-0.04781060556966388,-0.06525741287415687,-0.04486419378157047,-0.10720238618733602,-0.23316026034293014,-0.10780254992738503,-0.024681444642055905
1307,-0.9976287395718136,-0.9125918494356486,-0.26452535717757975,-0.13743603669325322,-0.09111792259985196,-0.08551124704803192,-0.04984433849021408,-0.10420971781736887,-0.22079984756942017,-0.1041533371712523,-0.02227428177243751
2303,-0.989401224061888,-0.7418241467334128,-0.20119492467240918,-0.12935166439109724,-0.11000237870825891,-0.0995661111148699,-0.06245676812754597,-0.11027521971488818,-0.21360564806859839,-0.10123035896780752,-0.02538597756148231
918,-0.9602768126285958,-0.6466398206044521,-0.11861511305697892,-0.08880763383482615,-0.10983314127812704,-0.07624950171458955,-0.028497225461718623,-0.09106262466874093,-0.2301096574216417,-0.13230051153924494,-0.020899022927318378
4131,-0.9893227920741862,-0.7919821436227614,-0.2338957897367191,-0.1205670407076086,-0.11958539990617723,-0.07663432269513815,-0.04369837439963464,-0.10469047583154067,-0.2203147648309891,-0.10292072765598437,-0.02172406685311057
4368,-0.9977019427603354,-0.939003544664863,-0.26389377774776435,-0.12562218379462076,-0.10021175319715114,-0.08196046979910232,-0.04961775532853907,-0.10515686905334287,-0.2186353961830272,-0.10494939854321894,-0.023709589745055992
324,-0.9943424392871055,-0.9084027716868437,-0.2584879213119655,-0.12141836326109501,-0.09973741508328471,-0.08097312093795805,-0.049585669190201354,-0.10511753102796295,-0.21849928104539296,-0.10481894656644819,-0.02371499100982788
1270,-0.9932182474633788,-0.8935880029697783,-0.2499643911536349,-0.12069084180197343,-0.09608139603105093,-0.08246481565367136,-0.053417730258315865,-0.10814017103852491,-0.21994108044066596,-0.10458027618141419,-0.02422520595308897
2607,-0.9993176417069938,-0.9731211587528574,-0.2632322199078104,-0.12417716698032222,-0.0998771476815753,-0.08152975203117951,-0.049625004549867846,-0.10560986874278111,-0.2185942090880948,-0.10483565519859928,-0.022663874635957648
196,-0.9328256169329433,-0.6936967712395541,-0.11078038887980912,-0.03774545787858097,-0.06628309008573019,-0.08460685590196726,-0.05398154766385499,-0.09607787996301309,-0.19399641026479675,-0.08187729858771675,-0.008864156954924263
3689,-0.9984078306496521,-0.9555925141830145,-0.26267126313357647,-0.12521071846308518,-0.10032438103847019,-0.08210214600418231,-0.04981729843485061,-0.10541868192333592,-0.21867651820921186,-0.10464645629310587,-0.02264441518559024
738,-0.9982823394693292,-0.9447560721896227,-0.2640247220362615,-0.1255161481072603,-0.10080084447976068,-0.08199655849323961,-0.04972667959872212,-0.1054492692899266,-0.2187260455258042,-0.10499704843032842,-0.023809174128715638
3850,-0.9949437511928199,-0.6518186947702885,-0.216150051946575,-0.18904581216443417,-0.10892098899105518,-0.03931720644641756,-0.0654214730920879,-0.15126455902461466,-0.20803725057465894,-0.08839590933840846,-0.0367958839623419
3544,-0.9821070492056146,-0.46177040254852186,-0.3483909682359162,-0.008711597171608965,-0.16305667125268453,-0.09978396649396859,-0.010422284610009158,-0.135119189949092,-0.23595040133736667,-0.08816522325515286,-0.014236704218759777
3494,-0.9948391752092173,-0.7961635751462834,-0.27839026124611177,-0.13309596060956497,-0.0956539518433197,-0.07694024755953954,-0.046897056566584605,-0.10360643181055973,-0.21737602465357664,-0.10285409482766372,-0.024502933224016754
867,-0.9560937732844963,-0.8550148816865456,-0.2133799401232137,-0.09086697931831422,-0.07376954043557182,-0.06030502854486286,-0.03096333887823699,-0.08715912856672547,-0.200828190614032,-0.08994799184101221,-0.01014749070971288
3864,-0.9921201996355526,-0.7081755082288844,-0.3189726124440564,-0.1291666617079842,-0.07047380948424908,-0.1193724636261625,-0.012847832841739515,-0.13782417072951658,-0.1971982274306805,-0.1178009490715104,-0.019334013439562536
2651,-0.9828652250867327,-0.6933954234727978,-0.24764554413743678,-0.1375840810611394,-0.09659025560173784,-0.06620064908009915,-0.04548966194899007,-0.1048597094072019,-0.22382226538052852,-0.10931751693940861,-0.02632174235462681
84,-0.9977411587541863,-0.8648955587723978,-0.27149281236753,-0.15873175969383935,-0.07867656061842321,-0.07202259671781897,-0.06805777663604173,-0.09717792217396315,-0.21488839451114627,-0.11454138004496273,-0.01966416807774296
2328,-0.9702115310708319,-0.29116200577477247,-0.1469038611575103,-0.15757884165012703,-0.12468744254517261,-0.048951032784663506,-0.11429417422777732,-0.12968704612844983,-0.18611393195258985,-0.09490630033234781,-0.030635237235454027
663,-0.9954666311108322,-0.8896776112106674,-0.25329974527260213,-0.1215534812168323,-0.10163306494166668,-0.08239091630052087,-0.05070387073021243,-0.10334196090484826,-0.21954272740033365,-0.10407040812688817,-0.022854690652571286
2919,-0.9982457378750683,-0.9530341400297841,-0.26274483983713515,-0.12545584381860764,-0.10051676228471862,-0.08185683004262778,-0.04967138953269634,-0.10521688003737018,-0.21857438000332452,-0.10485692204741692,-0.022631250833397787
797,-0.9981803778853168,-0.9355367280808847,-0.26244273061038226,-0.12627516631527236,-0.10188033390342133,-0.08314029659854816,-0.04924589066149676,-0.1052707091350078,-0.2184269007856161,-0.10485829352625753,-0.022632809119264907
4692,-0.9928260875248694,-0.8249654872444023,-0.24364221990590829,-0.12334849449652996,-0.10304931990983379,-0.0849647139845977,-0.05326106781793527,-0.1073811395366907,-0.22029819914144733,-0.10668068625977611,-0.025031954051284777
3024,-0.994107143324,-0.8897427918101256,-0.25763795818454505,-0.12169249376359503,-0.1018824947812782,-0.08054002395762394,-0.05047146903588817,-0.10434695931667093,-0.21882504078831055,-0.10482482140646232,-0.023387184273706896
2052,-0.9817671772589066,-0.6848473081336928,-0.1821304097103742,-0.09683467287065706,-0.08590249472547695,-0.07517880552014577,-0.05728879178249513,-0.10639111735261009,-0.2253064882218252,-0.11924262496943161,-0.04518046358945693
964,-0.9744468584067326,-0.6025245743984918,-0.11016656674766279,-0.07446405034968595,-0.16027641323859443,-0.15460524620333793,-0.09006477473568941,-0.0851395757978669,-0.17056196822440273,-0.09266570703497301,-0.05400777893849107
3517,-0.9923816395945589,-0.5888565131139148,-0.33220339670834953,-0.0819605143923463,-0.035350506262960324,-0.15447193357342426,-0.09054832524735967,-0.09298818661197017,-0.19336283458291303,-0.10078238844137288,-0.033884394808717744
1191,-0.9914404557421366,-0.8929964337728137,-0.24220390739822295,-0.11497855982038185,-0.09431120430851525,-0.08077598157402677,-0.05163575763377004,-0.10823535811289564,-0.220701282047006,-0.10471556545314109,-0.02088134023385002
4251,-0.9998379072254161,-0.7598400381001968,-0.24536878804325424,-0.142010355995297,-0.1395897213411802,-0.10080477234234053,-0.047690914468909495,-0.10566894127619897,-0.21441341233387345,-0.11676124845090563,-0.025496116650608247
2210,-0.9987999905881615,-0.9669436942562177,-0.2635114304588967,-0.12446765116561165,-0.10042981875205315,-0.0820739718618485,-0.049622282627263425,-0.1053711430708959,-0.2186029581491027,-0.10497826692815337,-0.023762666983366487
557,-0.9977150147582857,-0.9402478755776577,-0.25872592150731355,-0.12059548679518362,-0.10012156031424291,-0.07717262612102072,-0.0517311011118734,-0.10394946190950882,-0.21931436120866643,-0.10537451762532946,-0.02295811930017133
1341,-0.9850874647382856,-0.8402937523630108,-0.19016384089554628,-0.0923589423798129,-0.09743088407524647,-0.08190251804088944,-0.05570284258886549,-0.10481738903353699,-0.22830019741470842,-0.10739745557781444,-0.024278043562765306
4093,-0.9995895392643602,-0.9636492712469644,-0.27311003757201124,-0.1198716627788825,-0.09914978464902668,-0.08397859730839374,-0.05010021843749668,-0.10489917492806666,-0.2166495299182989,-0.10550244254842145,-0.02354878153090212
2473,-0.995832647053441,-0.8266988958469923,-0.2520247758533297,-0.13092805744280134,-0.12122568580116955,-0.09155084301335492,-0.050390262872669456,-0.10926012075336022,-0.22331271493782956,-0.10495408326521016,-0.018975339597921748
1841,-0.9986875714057888,-0.9632307806831617,-0.2626770541137655,-0.12515430780094827,-0.10049051138493759,-0.08214248854733841,-0.049739498061715626,-0.10526742450817961,-0.218643534351457,-0.10482848766735375,-0.022569434665597576
304,-0.9949698951887205,-0.8283220205483628,-0.25575559087985045,-0.14044180027284214,-0.09959096025037117,-0.08266607580899377,-0.0482448496631227,-0.10699705680625704,-0.2177284087549488,-0.10585817602843806,-0.023735730273895972
2522,-0.9937934153731924,-0.8994246871470465,-0.2584715874768665,-0.11927101757411995,-0.0985870457623198,-0.0813814768807537,-0.05004022431346267,-0.10562972578050611,-0.21863315983519127,-0.10480913329452923,-0.023737824482789383
2225,-0.9987999905881615,-0.9679692483760322,-0.2626537964221004,-0.12563234946315482,-0.10014660094858219,-0.08176604012780464,-0.04974038116914847,-0.10533799153434387,-0.21865747989635687,-0.10471456317996408,-0.022716855896711463
222,-0.9858717846153042,-0.5912306939293343,-0.1309690497558943,-0.17087196979187325,-0.15429541658638368,-0.10638037983507387,-0.017722524010624574,-0.1145344182418433,-0.23482867398576235,-0.12410180089039746,0.0012723061825596904
1300,-0.9836495449637513,-0.8936531972667072,-0.23314044265006284,-0.10327941137869634,-0.08729835361906824,-0.07617323390764763,-0.04534085010745448,-0.10215415631350278,-0.21702404225414884,-0.10649540371400157,-0.027581171779073266
3196,-0.98443386484077,-0.04441524342784675,-0.5183918383224679,-0.0034632504388926177,-0.06218134146036636,-0.2425102277929957,-0.04492437227646717,-0.03384711990332134,-0.17106656448672808,-0.11831852284087818,-0.0612149648431255
1283,-0.9972705668279751,-0.9068037377601503,-0.26910839186028357,-0.12581808209909473,-0.10091480238184758,-0.08388343893101124,-0.05093843405222365,-0.10382222945173125,-0.21686148099653135,-0.10539637358468323,-0.024476404564306442
1053,-0.9955189191026335,-0.8989766876720934,-0.25829526501089817,-0.12195769936725298,-0.1014423996083561,-0.08284087970428489,-0.049312529940476746,-0.10516784668982859,-0.21799734799167414,-0.1051961125094324,-0.02246243378021573
3309,-0.9978640355349192,-0.9488033005533564,-0.26249184885873444,-0.1246729948681986,-0.1002848130802576,-0.0819746177064532,-0.049625544342351,-0.10533913042256171,-0.21851155501043384,-0.10477835649926792,-0.02263966084876534
3851,-0.9767213860500866,-0.6406766235151868,-0.1851676805324186,-0.16289144424237967,-0.14106070202409182,-0.05616665428022738,0.0032945225401028733,-0.10422568822975553,-0.25284605924233394,-0.11292437958847967,-0.006817621286501541
460,-0.9950483271764223,-0.8484263208705777,-0.273535594977233,-0.12414772573824973,-0.10400948651917263,-0.0773558481450628,-0.053204206228884,-0.10496421001485712,-0.21809167077689073,-0.10581312014260047,-0.023385077320849157
644,-0.9932705354551801,-0.7555112715458385,-0.2518786616550853,-0.16342557814146907,-0.10880671813027165,-0.054898449430183294,-0.0493464310455447,-0.12260247132184843,-0.21259803306653846,-0.10789017038173565,-0.028543862529088915
695,-0.9965646789386583,-0.8984207299105056,-0.27064419509629867,-0.12663350794873096,-0.09731569408218843,-0.08267173866205701,-0.04927869109777705,-0.10506103122922394,-0.21913763591230317,-0.10445650662311667,-0.02265772059516169
2925,-0.9982431234754783,-0.9558596602482126,-0.26327089681831195,-0.12471459883767622,-0.10033946050598153,-0.08174048145266155,-0.049574762633776026,-0.10530456493177509,-0.21858525196076828,-0.1047957636319875,-0.022599515798542802
4125,-0.9946038792461117,-0.7966758821053679,-0.2146695648257062,-0.14075225049524986,-0.11359493519836128,-0.0775496662660844,-0.05792140471983387,-0.11306462873885192,-0.2196043113393218,-0.10870458968478647,-0.021770270927985336
4213,-0.9997830048340248,-0.997061754638113,-0.2586751086247968,-0.12462033090407754,-0.10247332334098369,-0.08319799245007653,-0.049366626687967985,-0.10482143434892999,-0.21884644712532453,-0.10512808211468483,-0.02238826940472649
230,-0.9931136714797764,-0.15066801311353917,-0.5107825994105275,-0.08157734347378498,-0.24358766345505367,-0.06780925128843684,-0.04337169547969166,-0.05256193488014227,-0.2407033989145979,-0.1593788022894741,-0.010762866545303562
2112,-0.988433896213565,-0.5090722707786628,-0.3349989818846715,-0.1404323032750454,-0.11109659699134344,-0.06646566713265001,-0.03686179570976056,-0.11899885231442064,-0.22609056138541128,-0.08157228333395217,-0.03558713098522004
3429,-0.9818456092466085,-0.7957202403990395,-0.25059043396747194,-0.11927768739145461,-0.08220334986122646,-0.08187637724170893,-0.04340599388167721,-0.10106559678166038,-0.21752820836061948,-0.10179192468678167,-0.022380147049554155
2017,-0.9974666467972297,-0.7726693153626654,-0.3680258050219287,-0.05973613901355179,-0.14823566604527394,-0.04546736631616344,-0.058226603811956545,-0.1162387989299315,-0.2031441139848641,-0.10941144092458732,-0.022644756428501722
2431,-0.9925907915617639,-0.38819922440725785,-0.17920206105943892,-0.1336358053967961,-0.10117074887696786,-0.05715357718748637,-0.05368367345170255,-0.15018858523348355,-0.22583632729863312,-0.14561298946744838,-0.03982744573671393
4220,-0.9996365984569814,-0.999822257067677,-0.2596703290364498,-0.12489730926418674,-0.10184439518634247,-0.08098527076419315,-0.05037353345672635,-0.10512844683203404,-0.21849264230767695,-0.10485629995149881,-0.023444107659644442
3666,-0.9985829954221863,-0.9558199191361645,-0.26340530359969805,-0.12568400305108918,-0.10035369032209329,-0.08167195925783644,-0.049904188153040985,-0.10538406362452057,-0.2185845394601461,-0.10522813691026789,-0.02365765834313871
668,-0.9962770949837515,-0.901295750718799,-0.26232777004394314,-0.12474686300865134,-0.1002865026053733,-0.08033317852365296,-0.04962569107358861,-0.10651164380203237,-0.21864077193214837,-0.10449298769429838,-0.02397812237374619
4689,-0.9946823112338136,-0.832075883764819,-0.2551006326553529,-0.14406091836223123,-0.10244734167950931,-0.07846330105114396,-0.046769947459107564,-0.105615299284329,-0.22031351777942831,-0.10525176929739133,-0.021807769423465184
51,-0.9993359425041242,-0.9787022076709015,-0.2641008514463049,-0.12485511102100488,-0.10094550785816692,-0.08133147203577873,-0.04951911659822428,-0.1055220875019025,-0.21873278764564263,-0.10468867710757135,-0.0226638353665648
3633,-0.9982143650799875,-0.9466223172375344,-0.2650193736937906,-0.12488953708910244,-0.10028353421464187,-0.08192442888299867,-0.04977822475498417,-0.10531925082088,-0.21857791966315065,-0.10493046418459184,-0.022694738749226784
4214,-0.9996548992541118,-0.9976328529892072,-0.2585667918086918,-0.1257511399187301,-0.1024814519034758,-0.0814580798819533,-0.04877829487520369,-0.10537878134044365,-0.21882138979383636,-0.10468242437165776,-0.02395041826873512
3760,-0.9982117506803975,-0.9337931343539145,-0.2708449974934226,-0.12343756965131603,-0.10012495241124941,-0.08357925750330664,-0.048683023017791704,-0.10480821420211583,-0.21897907070866152,-0.10516704068241511,-0.023557720457142994
1708,-0.9867345364800246,-0.7064008057671882,-0.1735450873741745,-0.14317114896761762,-0.1448373882541768,-0.06949848993890961,-0.0239184292981518,-0.11505042353208383,-0.23073831868039552,-0.09274184846608247,-0.02709465396002586
2102,-0.9872574163980371,-0.4518229734280408,-0.19584117739778728,-0.2507029122859451,-0.13199107026052304,-0.03000984481734903,-0.036630741639166575,-0.12691506748020176,-0.22342767180661993,-0.08834148458368773,-0.029956811229626124
2960,-0.9987424737971801,-0.9637057929522527,-0.2630177923478052,-0.12536879281174673,-0.10046717370860614,-0.08184390628978055,-0.04971847692117359,-0.10526150974594228,-0.2186890377262215,-0.1049129054683462,-0.023858811168526617
3168,-0.9970091268689689,0.3646543378245104,-0.5144988329181396,-0.09705742613314328,-0.006229719419821422,-0.41426799925776414,-0.10093768833243943,-0.025781326169869723,-0.18797687879167024,-0.06462587752572535,-0.04356141130649094
3436,-0.9849306007628817,-0.8062045005198831,-0.24363226468339994,-0.12662229017212945,-0.0904456064053768,-0.07244930979388353,-0.05370736847157642,-0.10125018368942673,-0.21786662450646666,-0.10497698841037606,-0.021609948469510365
4002,-0.9997202592438633,-0.9835341789978944,-0.26357312372860775,-0.12521086411116222,-0.1002397740415415,-0.08177123235465611,-0.04970596563922891,-0.10536552047288861,-0.2187480996232526,-0.10490887652349856,-0.023749580504973666
405,-0.9986561986107081,-0.9592632063296743,-0.2646490921752296,-0.12497113077840805,-0.10070603562319413,-0.0814900956291914,-0.04986124309427642,-0.10529808528792373,-0.21854465540473178,-0.10500299655998901,-0.022583958630770895
3214,-0.9926953675453664,-0.716494550792208,-0.2740502830772499,-0.16490571532459963,-0.08887128730972715,-0.09045974795882739,-0.05401098290495987,-0.10253555426765582,-0.21772633953451437,-0.10310924949888112,-0.02206829074079597
3294,-0.9975581507828819,-0.9376407939630806,-0.26316052740624707,-0.12530371532534523,-0.10021630217088606,-0.08192900458174579,-0.049947622890480825,-0.10536844670128442,-0.2187715053839009,-0.10477053253569135,-0.02387099170224194
3021,-0.9951790471559254,-0.8927342645050532,-0.25687619106225523,-0.13178541260733778,-0.09694321142547357,-0.08268303185041082,-0.050045199154500786,-0.10385521016395205,-0.21911565238325137,-0.10461947570462815,-0.022851009313653137
36,-0.9993882304959255,-0.9797619089587177,-0.2628610904499816,-0.1253472267512531,-0.10043508648528232,-0.08180884035046487,-0.04969262556069143,-0.10536716539644031,-0.2186561994349252,-0.10490890952839682,-0.023788980196033593
649,-0.9952313351477267,-0.7965597566955251,-0.30064329226558917,-0.11754348318351349,-0.10939535823062174,-0.07468582968022375,-0.058296763118082295,-0.09352399543835754,-0.22437793207240897,-0.10697539153721192,-0.020383470596953446
3784,-0.9938718473608943,-0.6251395873924607,-0.3674125748955871,-0.13072717787454324,-0.07740865598077429,-0.09926348091826354,-0.037224444054369754,-0.07572305553722392,-0.20053863089532264,-0.10343208486631716,-0.018996968799295022
1580,-0.9985359362295652,-0.9546116704936429,-0.26721758013966046,-0.12193516020578377,-0.1010925932573421,-0.08190497530536878,-0.04893959057289288,-0.10625664395588408,-0.2185902103700842,-0.10444441960593365,-0.024313049984768242
3942,-0.9993307137049441,-0.9805352005338053,-0.2612486329789885,-0.12505705783672938,-0.10038366459853199,-0.08162747589707031,-0.049631776170625974,-0.10507360192037318,-0.21876074181654714,-0.10481344898130551,-0.023675864157598037
4630,-0.9974091300062484,-0.8790737284634641,-0.27185314718632614,-0.14282969158124947,-0.09267063718644286,-0.0728837595979791,-0.05554925957157242,-0.10580169936679495,-0.21288057092276347,-0.11047556361296262,-0.02152986359870457
3409,-0.9965385349427577,-0.8732836877340132,-0.2712285036283427,-0.12289977448725142,-0.10089375906296227,-0.08088211398076894,-0.051865498553949396,-0.10293584635361808,-0.21931938875940793,-0.10478099439518285,-0.022867199099180557
4617,-0.9969045508853664,-0.9136894302366259,-0.25646790176820455,-0.12925257980726312,-0.10612766516335526,-0.08615366159887061,-0.049881460474165085,-0.10487575212320643,-0.22011870252170862,-0.10566143767812286,-0.021436722409628683
3964,-0.999328099305354,-0.978208857215323,-0.261679884129393,-0.12578227072388792,-0.10052271302882543,-0.08167148545315628,-0.04956347248084181,-0.10554460356387163,-0.21865513714535134,-0.10483466030522781,-0.023812124310578553
3779,-0.9960679430165466,-0.7675875013007498,-0.23180097045488413,-0.149423455909522,-0.11671417615590107,-0.0844673785605452,-0.05565878226780008,-0.11760408682813894,-0.22519381256430804,-0.09976953729052418,-0.022264076817804623
1337,-0.9954927751067328,-0.8644454125077481,-0.23411787184718635,-0.14488647706430513,-0.10362046850955808,-0.08458468206829284,-0.05839357031502668,-0.09719282148259234,-0.20730227039968863,-0.10857801828892721,-0.023710116692981287
4136,-0.9967738309058634,-0.8021535299648014,-0.3106020650569117,-0.12694833763229496,-0.09591133024009502,-0.07837034361951156,-0.04529903696624371,-0.11237587892074496,-0.21616155698358097,-0.10182575794259041,-0.025762722441053376
306,-0.9950221831805217,-0.8514705694087106,-0.2509257910159912,-0.14068336197734044,-0.09469647071611087,-0.08348958320274302,-0.050569872608412725,-0.10376488759691749,-0.21919002491058015,-0.10529666107343205,-0.023588101277160267
219,-0.990786855844621,-0.707348683746457,-0.17150777632915248,-0.16114174070718024,-0.056970997448536176,-0.07683235886259343,-0.04125144205790665,-0.10012123217904256,-0.23297252905380805,-0.08683659578669312,-0.036554103058477505
