,Y,X1,X2,X3,X4,X5,X6,X7,X8
4192,-0.10497013906148278,-0.10465243039429606,-0.10516137798337555,-0.10459912107365832,-0.10509007765147915,-0.1047570826677594,-0.10491127660265875,-0.10488337914318957,-0.10485635181410113
2656,-0.10872583868236485,-0.11282700452529715,-0.08910196296571338,-0.1225690526069878,-0.09134736742978777,-0.11051001459605603,-0.10763589779475713,-0.09601730965352251,-0.1157512274924114
4793,-0.10519680893990568,-0.10458728013091234,-0.10505209731053045,-0.10488882770294838,-0.10467800988185372,-0.10524178134426909,-0.10445294733236332,-0.10528063348979533,-0.10457515962581942
368,-0.10501920263029474,-0.10477179464117536,-0.10493460317347436,-0.10486065019041091,-0.10487092089653383,-0.10488214772621884,-0.10489801444625968,-0.1048128034633673,-0.10497866910225229
3018,-0.10500788002248174,-0.104849353026636,-0.10482482140646232,-0.10490095773552655,-0.10497751708292724,-0.10461947570462815,-0.1051865140267828,-0.10465738499475807,-0.10489295889555339
1170,-0.10595370809232507,-0.10400105461284914,-0.10536112409555043,-0.1048432459955202,-0.10463096670261385,-0.10517821818357509,-0.10469674589072153,-0.10491106054236743,-0.10493609272963489
1684,-0.141397492877801,-0.05884775139165643,-0.14477368999406948,-0.08708714642215831,-0.09049690633850549,-0.15147693251041972,-0.03862346166506392,-0.17040347165961256,-0.06378397919667234
667,-0.10461672728724003,-0.10523426959251136,-0.10454610527347086,-0.10513029766797444,-0.1047792585961358,-0.10473309975703515,-0.105210320707539,-0.10449298769429838,-0.10517192956072319
3045,-0.10622591509624679,-0.10141905896093495,-0.10878555822995906,-0.10199514165597956,-0.1060612006508328,-0.1054552993528114,-0.10325086123859561,-0.10653087019456353,-0.10381508908357029
59,-0.10583130621336811,-0.10448724020723332,-0.10469067555866485,-0.10556242026390095,-0.10403128113568039,-0.10566576376644665,-0.10442432928842027,-0.1049599495519773,-0.10507997998763208
4156,-0.10591588781176908,-0.10354972820458208,-0.10579209360650488,-0.10511915064056565,-0.10309610097212263,-0.10798104290220512,-0.10141134091130355,-0.10733952243012579,-0.10471805814016666
946,-0.08307414575561245,-0.11012978691579733,-0.11504588910288949,-0.08510183418409534,-0.12601547639846722,-0.08931065183999065,-0.1113312165524809,-0.10736398219218646,-0.09705814828642978
3363,-0.10567224211741777,-0.10374376631878135,-0.10599298433945492,-0.10413630879442715,-0.10499905307356994,-0.1053303667471932,-0.10388821331654008,-0.10599570761690502,-0.10401774476940084
4726,-0.10505511244583432,-0.10472673341237693,-0.10499715767596107,-0.10484064352781153,-0.1048244468680446,-0.104977499698376,-0.1047887945380983,-0.10491025117296227,-0.10496347788391802
592,-0.10234256728364077,-0.10835573064853199,-0.10151721682350012,-0.10726405739419032,-0.10340728277641431,-0.10555567323113957,-0.10525446314902409,-0.10257101969332239,-0.10989844369197266
729,-0.10477664423044619,-0.10495742619482495,-0.10483758185966918,-0.10488388709018315,-0.10490089002470204,-0.10486586721241598,-0.10485666822441675,-0.1049729701640586,-0.10473232145151434
1983,-0.10332695309627848,-0.10461674298083234,-0.10676110294294872,-0.10212481557593411,-0.1075121895377319,-0.10322002455953105,-0.1051125618398685,-0.10595097848170942,-0.10303688826944446
2258,-0.10486367885767767,-0.10500964341263153,-0.10474696001020523,-0.10497406744304649,-0.10484340898618105,-0.10484013461870445,-0.10502255059236099,-0.10466174174195109,-0.1051094918263894
1023,-0.10469883270942326,-0.10930592386245741,-0.09765743957971984,-0.11321916565912138,-0.09948574971266655,-0.10780254992738503,-0.10870720562224612,-0.09501211471454696,-0.11730108731154898
4685,-0.10318225399181213,-0.10668068625977611,-0.10354877086458336,-0.10542182387627397,-0.10525176929739133,-0.10379261188966393,-0.10636252543408065,-0.10347796984688606,-0.10577972556319626
4020,-0.10492524439573547,-0.10485863010188867,-0.10488656536280372,-0.10488100695980573,-0.10488880304588066,-0.10485073157096203,-0.10494585661506661,-0.10477023374152572,-0.10503474062164064
1705,-0.0977505400220895,-0.11364052246612322,-0.09783014456020933,-0.10682221826852512,-0.11060432537584974,-0.09274184846608247,-0.12019582490927272,-0.09198213450182458,-0.1102875139776125
1497,-0.10477990906091839,-0.10494990569247287,-0.10483227013571783,-0.10489688948686227,-0.10485221316204807,-0.10491101056823682,-0.10481646600064598,-0.10496404653254066,-0.10477405300538212
13,-0.10482203047641425,-0.10493909966793769,-0.10481133772273421,-0.10495843512191971,-0.1047940361228441,-0.10497075366565567,-0.10478282324452781,-0.10497126184334593,-0.10481350455650396
3233,-0.10588512160223063,-0.10414349724892569,-0.10504974804067335,-0.10528340368814548,-0.10391928235953429,-0.10609016676790428,-0.10362883700396275,-0.10586233515423082,-0.10444052369539059
608,-0.1022952057151032,-0.10148447567804086,-0.11213084980150034,-0.09713642149214241,-0.10888297330789598,-0.10601205803293201,-0.10007954746583425,-0.11105070366992764,-0.09983333394231308
2629,-0.10435079629511501,-0.105744730741549,-0.10404516506792238,-0.10528844051632613,-0.10487822939260216,-0.10472841990545045,-0.1049693295800247,-0.10488679297621761,-0.10474605749902455
2944,-0.10491804789748393,-0.10485175601084795,-0.10491094217174368,-0.10482662679266574,-0.10495602534638049,-0.10478004147444653,-0.10498879239388403,-0.10477327837551842,-0.10496790651501031
1118,-0.10492851703812611,-0.10483260290892626,-0.10492743510190294,-0.10481687250838045,-0.10495416176670802,-0.10478779543558103,-0.10497520597681709,-0.10478225230315719,-0.10495951593638264
1919,-0.10678563042665457,-0.10215157067157865,-0.10716264607249204,-0.10383852647208802,-0.10425426414253547,-0.1070699202897809,-0.10208473102377069,-0.1068750777385108,-0.10486123262091673
1772,-0.10498183393498417,-0.10484728008747213,-0.10481905848775808,-0.1049432818913183,-0.10492309519394827,-0.10467186868419742,-0.10533877638642797,-0.10433248114449611,-0.10540271626608455
1074,-0.10501868642080625,-0.10469994181260556,-0.10505565950147944,-0.10472537356440303,-0.10496031993707378,-0.10488200666376069,-0.10478465765832179,-0.10501762754434651,-0.10474336907980719
1857,-0.10486136097592635,-0.10486989882863262,-0.10487880428810004,-0.10490429162770465,-0.10481706459533602,-0.10497251469721036,-0.10476986718544357,-0.10498216345273292,-0.10479188946902407
2574,-0.1049316528585037,-0.10481262434658101,-0.1049553027843797,-0.10479306449505654,-0.10496561623158918,-0.10480107665799854,-0.10493907733308705,-0.10482139217929332,-0.10493303993121239
3640,-0.1050176010391961,-0.1046717442432924,-0.10509752441469766,-0.10470815555429558,-0.10497846404738831,-0.10485080741364239,-0.10487352591571786,-0.1048724582271966,-0.10493135503997819
1018,-0.10780254992738503,-0.10870720562224612,-0.09501211471454696,-0.11730108731154898,-0.09108659626750804,-0.11530813128378037,-0.1028239227322778,-0.09370146455114481,-0.1294261454429222
3575,-0.10447429593035173,-0.10526183644612697,-0.10462386660037915,-0.10490253635572744,-0.10515922926336929,-0.10435790946235779,-0.10543600899008121,-0.10455498602511482,-0.10475456937360506
3251,-0.10461170652962071,-0.10532827253674804,-0.1043592276026295,-0.10537066927703476,-0.10460652710732832,-0.10485448666380914,-0.10525743574542723,-0.10435368749799467,-0.10535697332636573
949,-0.12812918299536658,-0.07060988787727007,-0.13814483287532053,-0.08307414575561245,-0.11012978691579733,-0.11504588910288949,-0.08510183418409534,-0.12601547639846722,-0.08931065183999065
4523,-0.1040264117391052,-0.10485248984014883,-0.1056746472102904,-0.10367311636674847,-0.10618707939065652,-0.1040417974015958,-0.10516356918253922,-0.10539288299624883,-0.1037114014072269
661,-0.105210320707539,-0.10449298769429838,-0.10517192956072319,-0.10492243375984767,-0.10450953404973595,-0.105592997838035,-0.10407040812688817,-0.10559230618755377,-0.10473675669256133
2587,-0.10482379052881863,-0.104921432906807,-0.10483736145321743,-0.10492340582353565,-0.10481947937534564,-0.1049488853485766,-0.10479449240392302,-0.1049604603352664,-0.10479996663903346
4050,-0.10496757646894461,-0.10477118836000376,-0.10500302521833926,-0.10475315363630855,-0.10499821238196116,-0.10478417373143056,-0.104945179802716,-0.10484681728095346,-0.10488758288141742
2423,-0.14561298946744838,-0.0781689838659324,-0.10834823095018764,-0.12507651236248196,-0.06869952308208316,-0.14557134920558634,-0.0733051623788572,-0.11570321896443181,-0.11850466788524949
2088,-0.11849394576269046,-0.0895806906273734,-0.11661798889570585,-0.0994820249641527,-0.10527996713120835,-0.10707148907299346,-0.10267828378758437,-0.10634266431483352,-0.10395464968634249
4457,-0.11336686144380714,-0.10038258400579825,-0.10434220260883564,-0.1094976537902107,-0.09841163688690202,-0.11070124900067391,-0.10201971110752006,-0.1043484163394397,-0.10728030939712097
3092,-0.1153853413310647,-0.10407163052880486,-0.09739789222853523,-0.11635966981106338,-0.09418576336926121,-0.11134868958670463,-0.10355007728452559,-0.10168371650647923,-0.1097366634331054
3432,-0.10644512085223379,-0.10243256932820322,-0.10740425016250299,-0.10304793276458202,-0.10497698841037606,-0.1065509829239798,-0.10190308269236936,-0.10835300906596013,-0.10195771513741869
339,-0.10479306029328028,-0.10498272079887161,-0.10474938731105743,-0.10500494067896338,-0.10474935669104812,-0.10496900716771873,-0.10479888311289087,-0.10492321641902869,-0.1048413935115946
2326,-0.10459793125329875,-0.10441727416023705,-0.10490036650944112,-0.10730786777356671,-0.09878212200847414,-0.11426486578081796,-0.09490630033234781,-0.11185088427217049,-0.10477021318264912
4700,-0.10440359802185861,-0.1051451799083144,-0.1050327585008044,-0.10430529807061795,-0.10577780145448423,-0.1038884261208537,-0.10563902893822041,-0.10460340571787474,-0.10450772227736027
3015,-0.10490095773552655,-0.10497751708292724,-0.10461947570462815,-0.1051865140267828,-0.10465738499475807,-0.10489295889555339,-0.10511794888860271,-0.10445681539099927,-0.10529374353271159
4637,-0.10619353930074182,-0.10656875876856464,-0.10013560575761982,-0.11149410209803257,-0.09836818562324079,-0.10921060186840559,-0.10442622870089491,-0.10090256546584653,-0.11237034254494338
3455,-0.10261823719825935,-0.10498229903853817,-0.10625456152111357,-0.1029917336418994,-0.10670969806671482,-0.10369840136392117,-0.1049958959091849,-0.10548223382808464,-0.1043280421702838
227,-0.17536836615823947,-0.10568066832024792,-0.04791945337377357,-0.18824763348210083,-0.02534764470674289,-0.1593788022894741,-0.08562178323793534,-0.08808692090513703,-0.14616987412529225
215,-0.10452807798929697,-0.12410180089039746,-0.07573869827503155,-0.1341048279053927,-0.08683659578669312,-0.10894338116119273,-0.11410686847152107,-0.08856402619970216,-0.12126575055453148
3155,-0.0706778307431859,-0.12637818790885824,-0.1026036680255803,-0.09253582222260381,-0.12612502340521115,-0.08601717995974445,-0.11610877821051291,-0.10290620801901873,-0.09980941713088298
453,-0.10406378775571434,-0.10581312014260047,-0.10415730382051092,-0.10504514375981888,-0.1054124474553958,-0.10376639107552743,-0.10620860841979729,-0.10383710422587122,-0.10514320882777795
1157,-0.10482434460752954,-0.10487516392350904,-0.1048865708632587,-0.10487607263816201,-0.10484108043220597,-0.10497278037357971,-0.10474010709229387,-0.10501923394980106,-0.10476291663036053
1505,-0.10485844458974092,-0.10490872482456026,-0.10483176769654001,-0.10493710027017189,-0.10479289732429375,-0.1049774938599477,-0.10477072556223055,-0.10498075972093934,-0.10477990906091839
250,-0.028366120484264234,-0.2189234920194506,-0.008195089704404634,-0.13417100500911794,-0.16713318869650906,0.031029710884203254,-0.2634316718644555,0.007882052257328853,-0.11559173683497281
1791,-0.10469592621279078,-0.10498562677569911,-0.10487742816803935,-0.10479928889720647,-0.10498944528148002,-0.10480312147091919,-0.10486465897527986,-0.10500063097030599,-0.10466777890090428
1966,-0.1047979630400192,-0.10461599758469176,-0.10546916194332334,-0.1041541669045386,-0.10566035740224256,-0.10428616531006474,-0.10511904210416101,-0.10504894128170861,-0.10438192379012501
2370,-0.10579064252815606,-0.10461450518405524,-0.10455862825222806,-0.10549647503529147,-0.10425999300678357,-0.10516966081805368,-0.10501509391862551,-0.10436561526935217,-0.10555656507941857
924,-0.10138131161892894,-0.10470099013812495,-0.10980228008100823,-0.09589689060714734,-0.11492889689690577,-0.0979685655857222,-0.10493481231430979,-0.11341370937189399,-0.08912190745562709
3591,-0.104949929282115,-0.10495745992484551,-0.10469245380113545,-0.10514419268362574,-0.10457475991959908,-0.10515129641357301,-0.10467606913610139,-0.10499979755522892,-0.10487671964024703
4722,-0.1048244468680446,-0.104977499698376,-0.1047887945380983,-0.10491025117296227,-0.10496347788391802,-0.10466382080131476,-0.10519693904669547,-0.10460131304675291,-0.10503569973005933
3530,-0.1055903624872685,-0.14090928649125012,-0.04151043222640227,-0.1761966325966653,-0.05056993844885116,-0.12102550700670645,-0.13751099998582628,-0.029112639990445333,-0.19162171804464379
776,-0.10488658310481391,-0.10486462076798597,-0.104934684811124,-0.10478179585460856,-0.10500033502770711,-0.10476769867267033,-0.10497755742776205,-0.10482320039233373,-0.10491354886723492
218,-0.05677935236714571,-0.14512317431484556,-0.08284708638298932,-0.10452807798929697,-0.12410180089039746,-0.07573869827503155,-0.1341048279053927,-0.08683659578669312,-0.10894338116119273
2936,-0.10496790651501031,-0.10481287004283191,-0.10492464318516304,-0.10485027866731611,-0.10490200028179197,-0.10485031877200568,-0.10492753899968199,-0.10480724522215157,-0.10497024898005791
1968,-0.1043072772130611,-0.10518863362826303,-0.1047979630400192,-0.10461599758469176,-0.10546916194332334,-0.1041541669045386,-0.10566035740224256,-0.10428616531006474,-0.10511904210416101
1934,-0.10753282441107037,-0.10084310626530002,-0.10882941721246608,-0.10254564591695392,-0.10442548265265916,-0.10816362657224143,-0.09976415740517208,-0.10951544104695743,-0.10246575111112144
2192,-0.10500136408410088,-0.10480494325840506,-0.10489958719702008,-0.10488820498960238,-0.10486457164430574,-0.10486559319070143,-0.10493306422226012,-0.1047759370113791,-0.10500964452556183
2985,-0.10478452670610872,-0.10501753677617676,-0.10476913392891096,-0.10497199688254422,-0.10483207537135708,-0.1049107905809239,-0.10485410975523457,-0.1049310327825953,-0.10480054212599776
2032,-0.11731526856870655,-0.09909673412662279,-0.10159049181330737,-0.11604254502782729,-0.09018506959593686,-0.11710107987193741,-0.0999309414659516,-0.10067505696598622,-0.11761129543071724
304,-0.10505128448268053,-0.10488130422982611,-0.1046833516240987,-0.105276951505061,-0.10453608766824829,-0.10494907889311533,-0.10529666107343205,-0.10408716045938082,-0.10585817602843806
4098,-0.10882638509061948,-0.1032629567518687,-0.10400875321420044,-0.10765866898054055,-0.10141357964787312,-0.10797852519558293,-0.10309051591957286,-0.10491488994905895,-0.10643425751252489
1377,-0.058832312020241306,-0.1700277477023796,-0.044956914414903903,-0.14118653366891465,-0.10242232420826092,-0.07930738362476197,-0.14243304799866263,-0.07430039446831238,-0.11470329437685256
3820,-0.0988935218414232,-0.11014525692433186,-0.10295277653171186,-0.10261218274670836,-0.11110609818815975,-0.0971440744630272,-0.11204244363032057,-0.10176140988552163,-0.1027241427976332
177,-0.11630521324843512,-0.09485756692525493,-0.11094889635740224,-0.10332313280896699,-0.1027047482789295,-0.10890573115588775,-0.1009667565305411,-0.1078123414606339,-0.1026981639815927
4148,-0.10471805814016666,-0.10210671538170502,-0.11026794064331846,-0.0984215195630076,-0.11023313769180065,-0.10272118853686607,-0.10249638048510401,-0.11165104442541451,-0.09574086632696488
4527,-0.1035873166275677,-0.10700019351200929,-0.10272102681752593,-0.1066152963244662,-0.1040264117391052,-0.10485248984014883,-0.1056746472102904,-0.10367311636674847,-0.10618707939065652
124,-0.10258777193019664,-0.10988445274224756,-0.0984892803159958,-0.1105450298536571,-0.10210248225217577,-0.10343748931479224,-0.11043455791286072,-0.09625377062678242,-0.1129712199178542
205,-0.10795844837956081,-0.1096356985886835,-0.09469369803534267,-0.11582477363148991,-0.098307799314169,-0.10396556547617475,-0.11308602956906533,-0.09175760964155799,-0.11802643525493695
226,-0.10568066832024792,-0.04791945337377357,-0.18824763348210083,-0.02534764470674289,-0.1593788022894741,-0.08562178323793534,-0.08808692090513703,-0.14616987412529225,-0.05677935236714571
1141,-0.1047954225643768,-0.10497142786808367,-0.10477581832648575,-0.10496905902851938,-0.1048038425672615,-0.10493614092794201,-0.1048311397795012,-0.10493226215692608,-0.10482731325151018
3748,-0.10495182265801595,-0.10501941648835011,-0.10465608177276742,-0.1050226539068827,-0.10488549992255458,-0.10478353598793688,-0.1049943022121953,-0.1047952766539243,-0.10497554607292159
2164,-0.10489415805746838,-0.10487999135980097,-0.1048888123211188,-0.10482611966499389,-0.10497702025706057,-0.10474091486942805,-0.10501887580327007,-0.10475742609621097,-0.10493330386847721
1473,-0.10469921135013649,-0.10510606340694639,-0.10459773862454458,-0.1051329109381689,-0.10471766409019012,-0.10481061765809985,-0.10518484475487544,-0.10440807106994654,-0.10524106511374487
3684,-0.10486458412525246,-0.10479120564930045,-0.1050569074525971,-0.10464645629310587,-0.10511860160946096,-0.10468879385858487,-0.10497781017840835,-0.10487533586670594,-0.10481280561933437
2976,-0.10497926666784785,-0.1047789952853232,-0.10494519715747197,-0.10482990284931537,-0.1049074863110867,-0.10484090811084745,-0.10494231317703684,-0.10478201808623266,-0.10499178199758452
3489,-0.10046709750846494,-0.10713570017428242,-0.10495365649207433,-0.10285409482766372,-0.10864017213906452,-0.10047996065404374,-0.10841629553431709,-0.10294820426161144,-0.10461676584671042
1273,-0.10369499680545313,-0.10611548097599643,-0.10397356586473583,-0.10531485751268699,-0.1049815053429074,-0.10460164958904206,-0.10517679057155405,-0.10482348441215916,-0.10482726057182168
4695,-0.1038884261208537,-0.10563902893822041,-0.10460340571787474,-0.10450772227736027,-0.10579766548924618,-0.10367969671819166,-0.10598161965138442,-0.10421878624254388,-0.1047276920939183
1785,-0.10486465897527986,-0.10500063097030599,-0.10466777890090428,-0.10512043306207108,-0.1046835306201831,-0.10498269289886253,-0.10484361145245746,-0.10485874982141197,-0.10490182522929337
4122,-0.10768446633452422,-0.10173513153796276,-0.10697598198200087,-0.10461327907902562,-0.10276856980305349,-0.10870458968478647,-0.10092683652511325,-0.10770503242454199,-0.10409468139057432
2108,-0.12043683464966781,-0.09857077619831034,-0.09878523592543664,-0.12218102976427281,-0.08157228333395217,-0.12667783011097888,-0.0922108865435547,-0.10343637135735462,-0.12120547186304753
2105,-0.12218102976427281,-0.08157228333395217,-0.12667783011097888,-0.0922108865435547,-0.10343637135735462,-0.12120547186304753,-0.07822889788970022,-0.13162371250200966,-0.08640880021563124
2522,-0.1047453496127384,-0.1049472262231591,-0.1049102399523355,-0.10472974467291629,-0.1050726920345284,-0.10465329769970488,-0.10503136719072126,-0.10481631333546526,-0.10480913329452923
3749,-0.10454506826922971,-0.10495182265801595,-0.10501941648835011,-0.10465608177276742,-0.1050226539068827,-0.10488549992255458,-0.10478353598793688,-0.1049943022121953,-0.1047952766539243
3991,-0.10480270082501308,-0.10495956939525697,-0.10480800946417468,-0.10495350160231942,-0.10479984954887633,-0.10497099319268222,-0.10478944988990868,-0.10496105463171401,-0.10482590811669057
477,-0.10530454584685378,-0.10559550527898054,-0.10335335992362482,-0.10673553764464494,-0.10307994977121537,-0.10604960048612266,-0.10460621265892156,-0.10437343460236881,-0.10594422302784223
149,-0.10444198494544699,-0.10534791541592481,-0.10455479584839111,-0.10491757496680776,-0.10514060262336078,-0.10439490144361097,-0.1054455030408249,-0.10449509734191342,-0.10492338909040366
4810,-0.10509700397927801,-0.1044727088702877,-0.10530729840426112,-0.10459737932914315,-0.10492927327513213,-0.10506070394623213,-0.10456116134998561,-0.10520623142393748,-0.10470673119090423
3600,-0.10533511124840511,-0.10428543483510755,-0.10542794594924731,-0.10452292480394454,-0.10496334035015253,-0.10503338951823338,-0.10456723261906153,-0.10520418768651174,-0.10465219235359924
4152,-0.10309610097212263,-0.10798104290220512,-0.10141134091130355,-0.10733952243012579,-0.10471805814016666,-0.10210671538170502,-0.11026794064331846,-0.0984215195630076,-0.11023313769180065
3984,-0.10496105463171401,-0.10482590811669057,-0.1049065173405479,-0.10487615501369973,-0.10488328088164467,-0.10485484371778575,-0.10494665381191048,-0.1047741851537013,-0.10501719222438977
3812,-0.1027241427976332,-0.11187836199950474,-0.09443542147370598,-0.11712054602170341,-0.09394863955053967,-0.10742029616543358,-0.11701173242041973,-0.0784500083330476,-0.13760434905137664
17,-0.10481777933397929,-0.10493789697796463,-0.10482332737762534,-0.10493285424486143,-0.10482203047641425,-0.10493909966793769,-0.10481133772273421,-0.10495843512191971,-0.1047940361228441
4127,-0.10686069717218516,-0.10410306164586347,-0.10469417676918591,-0.1059587705373517,-0.10292072765598437,-0.10768446633452422,-0.10173513153796276,-0.10697598198200087,-0.10461327907902562
4104,-0.10102504873127516,-0.10694345082441936,-0.10512085189952636,-0.10234341786452428,-0.10905858472909402,-0.09997209203619684,-0.10882638509061948,-0.1032629567518687,-0.10400875321420044
536,-0.1033694639989654,-0.10505932178536326,-0.1059708088377419,-0.10302017488321391,-0.1068059117657707,-0.10347417489431543,-0.10542517956781516,-0.10517720650620888,-0.10397107870004174
3065,-0.10804754666794969,-0.1013567861343948,-0.1075823080402929,-0.10430278459490006,-0.10271213244006683,-0.10961904239722398,-0.09871719518033162,-0.11051548360384833,-0.10171024827504405
2995,-0.10475294109566125,-0.10518125131555045,-0.10453173703823859,-0.1051758236915954,-0.10473758645737397,-0.10488606569203718,-0.10493653694921345,-0.10485290166030747,-0.10484696765833745
885,-0.11056018418728608,-0.09892399034411781,-0.10924816417591476,-0.10400284031128715,-0.10204543389277376,-0.11093366746051903,-0.09772176518540587,-0.11018815165441032,-0.1030788790571392
3488,-0.10713570017428242,-0.10495365649207433,-0.10285409482766372,-0.10864017213906452,-0.10047996065404374,-0.10841629553431709,-0.10294820426161144,-0.10461676584671042,-0.10753083034300204
55,-0.10403128113568039,-0.10566576376644665,-0.10442432928842027,-0.1049599495519773,-0.10507997998763208,-0.10454990105014772,-0.10511784444649741,-0.10480344757413407,-0.10481327744588098
2914,-0.10501556883158958,-0.1047626933917023,-0.10495146430812463,-0.10485692204741692,-0.10485703102852584,-0.10491765728740854,-0.10485983960174372,-0.10484116976046554,-0.10497830806139818
1456,-0.10328655225938588,-0.10651900949308224,-0.10354316443528455,-0.10543079423752466,-0.10594482438564079,-0.10192344013380639,-0.1091389127911927,-0.10091004787190416,-0.1064116946327992
1,-0.1049268093580411,-0.10488616018009311,-0.10478209516901149,-0.1050765141133374,-0.1046012182419801,-0.1051754789326258,-0.10464810664716417,-0.10497513118487578,-0.10494964754821079
2441,-0.10726154491052797,-0.09957970501014901,-0.10638329416900305,-0.1080215529114189,-0.10046579812586554,-0.107252543226803,-0.10716042025599748,-0.09819286238078262,-0.11375913382602709
1369,-0.11470329437685256,-0.11692792111170158,-0.07807378393202058,-0.1361631222986689,-0.08007306440433815,-0.11331381022640763,-0.11795032393934357,-0.07396520649236282,-0.1428835509569666
1589,-0.10335537137014272,-0.10620465961658099,-0.10418834550912703,-0.104685320627397,-0.10587051022833627,-0.10331401219574365,-0.10629957074633123,-0.10412386422673459,-0.10480382422591084
2739,-0.08674658203644581,-0.112546235938768,-0.10799592772406585,-0.09323659815368213,-0.12107624236499015,-0.08932523908950085,-0.11432874914403612,-0.10355987974920988,-0.10028666613425419
1472,-0.10510606340694639,-0.10459773862454458,-0.1051329109381689,-0.10471766409019012,-0.10481061765809985,-0.10518484475487544,-0.10440807106994654,-0.10524106511374487,-0.10481533852798186
2247,-0.10484890518431167,-0.104891534199823,-0.10488389430477507,-0.10488558691381744,-0.104847195650829,-0.10492230235755728,-0.10483393469156987,-0.10494398596782695,-0.10477679604281598
4821,-0.10512778434340297,-0.10515795960422025,-0.10421697377832395,-0.10571093754002236,-0.10416379206608073,-0.10528121733086548,-0.10486915095324811,-0.1045728800873249,-0.10531091313720908
2722,-0.10327205664311367,-0.10510056024607861,-0.10580318815972256,-0.1026499893706414,-0.10821007232518909,-0.10149827072910877,-0.10738450016381007,-0.10391011832281982,-0.10406602332143233
1245,-0.10413245106984803,-0.10027270512384312,-0.1138805329702951,-0.09432161460194555,-0.11238746213858941,-0.10310015671640649,-0.10071567125793723,-0.11331406958058365,-0.09524996932524088
3717,-0.1047500067524817,-0.10514399301723143,-0.10451074043345598,-0.1052716491937924,-0.1045222520634489,-0.10506510983620554,-0.10492439765468264,-0.10464771435195208,-0.10519114688044828
35,-0.10477338282329718,-0.1050046032236911,-0.1047603955057761,-0.10497542373573843,-0.10481344502139556,-0.10492604677450257,-0.104841851145828,-0.10490890952839682,-0.10484337148035117
858,-0.11768212363648844,-0.09848746528026087,-0.10364785417357103,-0.11253115581685258,-0.09407326544682248,-0.11507334753494647,-0.09847960053321014,-0.10604136507407791,-0.10847134539117897
1347,-0.08817363739911932,-0.12579780809527774,-0.08800005098306996,-0.1123010955493784,-0.10809225122389365,-0.09456771624615223,-0.11656976644099681,-0.09622962517974287,-0.10823365423887443
557,-0.10728668419084186,-0.10239837784409833,-0.10629451811187174,-0.10470444055550421,-0.10392564863397113,-0.10633612348164989,-0.1036303426768157,-0.10550563993842177,-0.10537451762532946
1454,-0.10354316443528455,-0.10543079423752466,-0.10594482438564079,-0.10192344013380639,-0.1091389127911927,-0.10091004787190416,-0.1064116946327992,-0.10720528915457028,-0.09863717175609199
3196,-0.09864682440389039,-0.1111924067153558,-0.1009863538500686,-0.1049949755326548,-0.10614516892861536,-0.10038234702560866,-0.1173728417021428,-0.0876303682601488,-0.11831852284087818
4444,-0.10575337159409581,-0.1035835167528456,-0.10661262679520866,-0.10354484089476046,-0.1054909225784536,-0.10519199319642591,-0.10396428326879714,-0.10603161001021144,-0.10406054133809473
2974,-0.10494519715747197,-0.10482990284931537,-0.1049074863110867,-0.10484090811084745,-0.10494231317703684,-0.10478201808623266,-0.10499178199758452,-0.10477036760657255,-0.10495818128096246
1149,-0.10476291663036053,-0.10494262537727683,-0.10485743408720649,-0.10488103377703051,-0.10486795789453107,-0.10490514215508329,-0.10483309916202521,-0.10494132782727739,-0.1047954225643768
