index,Y,X1,X2,X3
4204,-0.994419189,-0.994239724,-0.994067073,-0.993949855
3917,-0.962734536,-0.962228029,-0.961852776,-0.961568451
3875,-0.919137195,-0.906239912,-0.891229781,-0.875150354
1035,-0.80423521,-0.79472988,-0.78481931,-0.77402777
2168,-0.946084972,-0.945014193,-0.943864266,-0.942708167
1158,-0.936665255,-0.937470595,-0.938261886,-0.939122992
1476,-0.979939039,-0.980275307,-0.980685553,-0.981169527
162,-0.965542135,-0.966534927,-0.967331477,-0.968062037
3049,-0.822663745,-0.82810104,-0.833526156,-0.838597289
3334,-0.954008471,-0.954072768,-0.954057263,-0.954059341
2297,-0.785154608,-0.79660743,-0.805397335,-0.81184294
3255,-0.861514087,-0.858032079,-0.854208936,-0.849965984
3041,-0.863960408,-0.870069548,-0.876165328,-0.881208389
1140,-0.954119162,-0.955118082,-0.955987721,-0.956782426
2225,-0.96779335,-0.967829506,-0.967912105,-0.967969248
698,-0.894613433,-0.895122707,-0.895668207,-0.896305256
2925,-0.957343594,-0.956848171,-0.956372456,-0.95585966
756,-0.961257691,-0.960717339,-0.960111579,-0.95949951
2432,-0.362966062,-0.36662887,-0.370057585,-0.376193781
1662,-0.2553771,-0.252217648,-0.248273949,-0.248466812
4224,-0.99736035,-0.998419851,-0.999182749,-0.999668595
3568,-0.890119737,-0.887822675,-0.884761089,-0.880881671
2104,-0.460867878,-0.458881448,-0.457632559,-0.455892438
3716,-0.942755484,-0.943361066,-0.943920812,-0.944489918
2480,-0.918416244,-0.914969527,-0.910366404,-0.905087405
2010,-0.810807261,-0.820339766,-0.829979833,-0.839545713
4026,-0.986839957,-0.986832074,-0.986794908,-0.98679292
1256,-0.842059937,-0.836466003,-0.830904232,-0.825117695
1053,-0.910920088,-0.907576373,-0.903618077,-0.898976688
1876,-0.957234002,-0.958857164,-0.960138255,-0.961155244
960,-0.590117268,-0.581924447,-0.58146831,-0.593607224
4639,-0.847508399,-0.848410357,-0.84926153,-0.850095987
3994,-0.982064569,-0.981788259,-0.981479091,-0.981203132
1518,-0.962870604,-0.965336396,-0.967320212,-0.968930396
2492,-0.927019341,-0.927188869,-0.927213524,-0.927034089
681,-0.904339362,-0.904579861,-0.904843382,-0.90504559
4753,-0.953597744,-0.953406158,-0.953247514,-0.953015275
2758,-0.317561044,-0.326680454,-0.33961103,-0.35185414
2681,-0.763493059,-0.756082451,-0.749178876,-0.741539916
3908,-0.963418981,-0.964064502,-0.964629617,-0.965259088
4822,-0.947535831,-0.949068295,-0.950468857,-0.951852292
3939,-0.980535201,-0.980029792,-0.97946912,-0.97879122
1564,-0.933958213,-0.930193614,-0.926163564,-0.921930399
1791,-0.93505064,-0.933566389,-0.932022234,-0.930347417
3387,-0.858354454,-0.854540615,-0.850675742,-0.846761337
3996,-0.982631017,-0.98236782,-0.982064569,-0.981788259
4769,-0.953953106,-0.954095283,-0.954244404,-0.954328265
2486,-0.925759337,-0.925245189,-0.924551008,-0.923805435
439,-0.858241706,-0.862780577,-0.867706734,-0.872855087
404,-0.958172576,-0.958750005,-0.959263206,-0.959770597
3923,-0.96703292,-0.966146281,-0.965357567,-0.964598398
2516,-0.899668771,-0.900143366,-0.900687038,-0.901335841
4494,-0.554238229,-0.540501091,-0.525567617,-0.509945616
1938,-0.824730231,-0.822868921,-0.821397933,-0.820503983
3725,-0.939776026,-0.939959745,-0.940158078,-0.940307723
1159,-0.935900525,-0.936665255,-0.937470595,-0.938261886
3929,-0.97250807,-0.971572788,-0.97068255,-0.969764487
1720,-0.705996184,-0.711391156,-0.717178612,-0.721919283
882,-0.876133823,-0.875191657,-0.87359959,-0.872296364
2658,-0.641960336,-0.645764251,-0.649730067,-0.654213257
2591,-0.977230763,-0.977051153,-0.976865348,-0.976612081
179,-0.81221443,-0.824386506,-0.836449249,-0.848275324
1260,-0.866563553,-0.860684948,-0.8543484,-0.848037988
416,-0.948011634,-0.949262435,-0.950337892,-0.951411562
1147,-0.946710569,-0.947704229,-0.948750418,-0.949797371
2675,-0.714318986,-0.704938832,-0.695770905,-0.686709111
1787,-0.928601417,-0.926688252,-0.92472503,-0.922677233
930,-0.819190258,-0.808201028,-0.796889421,-0.784722378
3140,-0.480090788,-0.458980658,-0.43823282,-0.418268758
3179,0.953970085,0.959855411,0.951661074,0.94244263
1777,-0.905379806,-0.902279153,-0.899079406,-0.895632155
601,-0.760926149,-0.766907323,-0.772008754,-0.776089388
4090,-0.963649271,-0.966070408,-0.968238427,-0.970328861
2746,-0.525430215,-0.549722675,-0.573695795,-0.599004482
4713,-0.889872621,-0.885588299,-0.881288752,-0.877088109
4099,-0.925052231,-0.930855121,-0.936388283,-0.941705074
136,-0.883074187,-0.876858656,-0.870471855,-0.864258072
2319,-0.322846456,-0.34665423,-0.374679092,-0.403346111
2526,-0.908638072,-0.906621537,-0.904737751,-0.903119493
2645,-0.720085617,-0.73277346,-0.745831055,-0.757787013
3706,-0.948491706,-0.949063858,-0.94955985,-0.95006793
1796,-0.940879892,-0.939930427,-0.938851825,-0.937697375
1325,-0.902560925,-0.906656736,-0.910446977,-0.913824818
2812,-0.479103031,-0.44669953,-0.410267419,-0.371029284
1893,-0.885572058,-0.891081012,-0.896589943,-0.901862008
3058,-0.78367602,-0.788399009,-0.79283968,-0.79711963
4778,-0.95494923,-0.954754196,-0.954535449,-0.954330844
1481,-0.978827162,-0.97904901,-0.979228113,-0.979395938
761,-0.96368641,-0.963253909,-0.962815037,-0.962308507
1943,-0.837442958,-0.834438431,-0.831680964,-0.829214057
4805,-0.961424088,-0.96145045,-0.961476659,-0.961415397
4697,-0.831018487,-0.828421329,-0.826121263,-0.824096798
1084,-0.953183226,-0.952614876,-0.951953316,-0.951261152
3262,-0.880904806,-0.878338494,-0.875744719,-0.873135156
4140,-0.816661419,-0.815111018,-0.81307408,-0.810593991
1179,-0.912742414,-0.914465967,-0.916219237,-0.917924254
213,-0.75330663,-0.76024542,-0.765297742,-0.766908934
2370,-0.942053446,-0.939308592,-0.936179921,-0.932809337
3951,-0.980978397,-0.981169651,-0.981357241,-0.981471517
2719,-0.795675533,-0.788572996,-0.781530565,-0.77455734
4164,-0.921569681,-0.915700442,-0.910017902,-0.904034506
2445,-0.339997013,-0.340555036,-0.34411987,-0.346421458
4438,-0.963481367,-0.964801161,-0.965879908,-0.96655178
4718,-0.907554952,-0.904523499,-0.901226691,-0.897721485
4449,-0.906602886,-0.919691021,-0.929803491,-0.93769773
608,-0.729554281,-0.733856439,-0.737922799,-0.742387096
13,-0.978818678,-0.978775313,-0.978756796,-0.97870264
3749,-0.943754195,-0.944322923,-0.944764385,-0.944958496
673,-0.905713302,-0.90549795,-0.905208831,-0.904761253
658,-0.88013609,-0.873982756,-0.867207477,-0.860567472
451,-0.833279892,-0.831563907,-0.830437035,-0.829917702
4656,-0.864396978,-0.861590783,-0.858465464,-0.855493958
4377,-0.951765356,-0.951076842,-0.950374661,-0.949580871
357,-0.943537824,-0.942614837,-0.941696747,-0.940710509
282,-0.248528753,-0.203566032,-0.155952057,-0.105118069
4425,-0.96938861,-0.969528354,-0.969608384,-0.969573616
2529,-0.915308006,-0.913019395,-0.910804298,-0.908638072
2987,-0.960209751,-0.960852359,-0.961346996,-0.961652373
2485,-0.925245189,-0.924551008,-0.923805435,-0.92259582
178,-0.824386506,-0.836449249,-0.848275324,-0.859742325
2187,-0.958772565,-0.958259119,-0.957779087,-0.957261344
2607,-0.9682218,-0.970068403,-0.971758678,-0.973121159
1338,-0.840293752,-0.846426914,-0.853193353,-0.859341586
726,-0.933935347,-0.932406897,-0.930738132,-0.929000473
1429,-0.764096069,-0.673579389,-0.566095158,-0.462418039
1458,-0.993860115,-0.993628416,-0.99316428,-0.991929158
239,0.607476085,0.541216074,0.463693997,0.386069457
128,-0.836972445,-0.832193899,-0.827637919,-0.823336875
3141,-0.500815805,-0.480090788,-0.458980658,-0.43823282
2135,-0.833287046,-0.824821394,-0.816270847,-0.807129457
4654,-0.858465464,-0.855493958,-0.853109536,-0.851757982
3791,-0.350686709,-0.376766836,-0.403183652,-0.430134516
3715,-0.943361066,-0.943920812,-0.944489918,-0.944999714
2898,-0.945593894,-0.945168291,-0.94468558,-0.944201839
474,-0.855168035,-0.857726805,-0.859770882,-0.861457133
193,-0.693696771,-0.693774715,-0.695933019,-0.702782721
613,-0.716085776,-0.716392236,-0.71720503,-0.719489625
2890,-0.941216904,-0.940542295,-0.939777223,-0.938973453
692,-0.89842073,-0.899190083,-0.899958103,-0.900758589
2550,-0.95684347,-0.955711572,-0.954452827,-0.953121591
4194,-0.992995915,-0.99283644,-0.992609227,-0.99240281
1479,-0.979228113,-0.979395938,-0.979619678,-0.979939039
1312,-0.931165111,-0.930111799,-0.928473157,-0.926366511
3689,-0.954967375,-0.955161694,-0.955395288,-0.955592514
4248,-0.759840038,-0.803676084,-0.844373661,-0.878403923
3120,-0.496801823,-0.511902081,-0.525984051,-0.537937436
3816,-0.669415996,-0.640610829,-0.609939782,-0.583447544
1211,-0.864380806,-0.865289962,-0.866400403,-0.867605431
342,-0.926818519,-0.925562007,-0.924285056,-0.923094303
1189,-0.891210388,-0.892996434,-0.895011212,-0.897356067
2387,-0.888806155,-0.896774542,-0.904212615,-0.912812569
3249,-0.834761991,-0.829024008,-0.823223631,-0.817185805
1063,-0.930331398,-0.928892205,-0.927411787,-0.925832591
173,-0.885925683,-0.898888547,-0.911904186,-0.924162809
927,-0.784722378,-0.773011062,-0.76107354,-0.749141249
369,-0.952020649,-0.951394938,-0.950783082,-0.950125275
1814,-0.954604621,-0.95398447,-0.953294922,-0.952606363
497,-0.854510831,-0.849928783,-0.845428519,-0.840907115
1586,-0.950882527,-0.951719506,-0.95239832,-0.952978893
2905,-0.94838259,-0.94798844,-0.947619241,-0.947215507
1951,-0.865346128,-0.861761146,-0.858045284,-0.854464332
3193,-0.044415243,0.032482108,0.111116237,0.189691149
3761,-0.925452517,-0.927780386,-0.929874027,-0.931876137
4821,-0.949068295,-0.950468857,-0.951852292,-0.953127174
4354,-0.925068794,-0.92400085,-0.922914464,-0.921895588
3952,-0.980717177,-0.980978397,-0.981169651,-0.981357241
160,-0.967331477,-0.968062037,-0.968379087,-0.968361378
78,-0.885087087,-0.892077286,-0.899048573,-0.905880962
2631,-0.846168992,-0.853654757,-0.861023287,-0.86836389
4010,-0.985777608,-0.98565184,-0.985489684,-0.985352343
4768,-0.954095283,-0.954244404,-0.954328265,-0.954411871
3827,-0.841203025,-0.839806796,-0.835720324,-0.828908812
1854,-0.964703916,-0.964705667,-0.964664957,-0.964640817
3324,-0.953849236,-0.953782435,-0.953669942,-0.953579702
4687,-0.829681801,-0.832075884,-0.834470768,-0.836784181
1636,-0.659998941,-0.684946967,-0.706966152,-0.727225801
1307,-0.921177675,-0.918381071,-0.915535729,-0.912591849
229,-0.041703889,-0.098517428,-0.150668013,-0.206154116
3327,-0.954014021,-0.953964799,-0.953933113,-0.953849236
3727,-0.939451547,-0.939567714,-0.939776026,-0.939959745
1525,-0.937745648,-0.941911691,-0.945906369,-0.949705061
697,-0.895122707,-0.895668207,-0.896305256,-0.896965582
979,-0.679821816,-0.718694146,-0.746043568,-0.765207255
4041,-0.987483123,-0.987402127,-0.987365187,-0.987294981
2502,-0.916957983,-0.918940485,-0.920715569,-0.922345837
398,-0.960808857,-0.961044628,-0.961202863,-0.961335223
2752,-0.390409185,-0.407577605,-0.429694214,-0.452466998
2115,-0.584228291,-0.569250665,-0.555447599,-0.542851338
1094,-0.95646107,-0.956258288,-0.956016182,-0.955793147
1924,-0.830753287,-0.830750131,-0.830946876,-0.831626178
1954,-0.877436969,-0.87311505,-0.869020133,-0.865346128
4785,-0.956826616,-0.956539674,-0.956286367,-0.955979135
3128,-0.38186186,-0.397369158,-0.410964063,-0.423862476
1743,-0.524921656,-0.522512492,-0.523318159,-0.52574729
4412,-0.965718626,-0.965167692,-0.964582922,-0.96404264
1621,-0.905805661,-0.914946938,-0.921613594,-0.926708946
820,-0.860789962,-0.861935311,-0.863440625,-0.865322812
1680,-0.320790821,-0.29492335,-0.276501837,-0.27552035
2736,-0.773378483,-0.789866039,-0.802709493,-0.812349367
1747,-0.568015413,-0.554661786,-0.54265151,-0.532021308
3783,-0.571275855,-0.597932214,-0.625139587,-0.649660529
1027,-0.662671183,-0.622131186,-0.57504008,-0.518479784
240,0.659706644,0.607476085,0.541216074,0.463693997
4788,-0.957672867,-0.957385925,-0.95708796,-0.956826616
4811,-0.959359258,-0.959889137,-0.960370869,-0.960716228
2420,-0.445993968,-0.4549455,-0.469023656,-0.482968805
2927,-0.958261602,-0.957791787,-0.957343594,-0.956848171
2972,-0.962209312,-0.962284239,-0.962337927,-0.962442244
3133,-0.364623551,-0.355065265,-0.349012769,-0.353280055
987,-0.159305821,-0.231843323,-0.301362212,-0.366505292
4428,-0.968485972,-0.96886062,-0.969145167,-0.96938861
2154,-0.92899985,-0.92735817,-0.925506352,-0.923636998
4284,-0.273471524,-0.223848773,-0.172728414,-0.122758794
3367,-0.837273603,-0.841088711,-0.845164192,-0.849566404
2630,-0.853654757,-0.861023287,-0.86836389,-0.875923818
1585,-0.951719506,-0.95239832,-0.952978893,-0.953440639
3236,-0.760128841,-0.754659717,-0.749437351,-0.744569183
459,-0.854274564,-0.851360172,-0.848426321,-0.845537892
1233,-0.795315296,-0.79807428,-0.800716929,-0.803436855
2775,-0.389393827,-0.391684283,-0.392361106,-0.392292092
3252,-0.849965984,-0.84536193,-0.84026912,-0.834761991
3358,-0.883847661,-0.889589057,-0.895123729,-0.900551973
2531,-0.919932461,-0.91759348,-0.915308006,-0.913019395
2112,-0.542851338,-0.531042796,-0.519919885,-0.509072271
2539,-0.937809912,-0.935535645,-0.933295481,-0.931054089
1653,-0.35713783,-0.368704597,-0.379017466,-0.387853887
781,-0.958900554,-0.960027084,-0.961069783,-0.961992421
4443,-0.953535487,-0.956710864,-0.959088479,-0.960828646
2150,-0.921626767,-0.919464273,-0.916953182,-0.914087345
1998,-0.903822116,-0.90487462,-0.905193802,-0.905083319
1463,-0.988762332,-0.989669301,-0.990585595,-0.991782523
2421,-0.438392448,-0.445993968,-0.4549455,-0.469023656
1499,-0.975905086,-0.976053657,-0.97623706,-0.97641832
1755,-0.695821047,-0.680382974,-0.66476886,-0.648826348
1359,-0.618650628,-0.632329851,-0.644796966,-0.656448952
3259,-0.873135156,-0.870437955,-0.867672596,-0.864685328
1829,-0.961588137,-0.961288751,-0.960991019,-0.960628726
3225,-0.720324339,-0.72063467,-0.720473963,-0.720240803
4786,-0.95708796,-0.956826616,-0.956539674,-0.956286367
874,-0.86343607,-0.86177369,-0.860331995,-0.85908057
2549,-0.955711572,-0.954452827,-0.953121591,-0.951628596
3966,-0.977319336,-0.977480801,-0.977630424,-0.977826644
1198,-0.881964589,-0.882628907,-0.883231161,-0.883872768
2733,-0.812349367,-0.821074386,-0.829257328,-0.835300269
1740,-0.52574729,-0.529935875,-0.535648563,-0.542522832
2090,-0.490905441,-0.502861372,-0.513729431,-0.524224034
3992,-0.981479091,-0.981203132,-0.980887675,-0.980602479
3612,-0.936981318,-0.93667111,-0.936367143,-0.936131724
434,-0.883172692,-0.888222991,-0.893160235,-0.898117733
3012,-0.901448559,-0.903496605,-0.906130273,-0.909303723
4397,-0.958881999,-0.958519686,-0.958206578,-0.957877005
1606,-0.944402469,-0.944762665,-0.944730105,-0.944587779
141,-0.911730154,-0.906174416,-0.900606645,-0.894681349
349,-0.935432227,-0.934250039,-0.933070881,-0.93182955
56,-0.978683342,-0.978725039,-0.978770077,-0.978869841
3606,-0.935383507,-0.935142081,-0.934886812,-0.934712571
702,-0.895311884,-0.894635562,-0.894232843,-0.894267095
3511,-0.658878281,-0.679164338,-0.703027723,-0.729906861
3341,-0.949685327,-0.950912817,-0.951912024,-0.95265926
3149,-0.53843849,-0.547485854,-0.555724775,-0.559974848
1742,-0.522512492,-0.523318159,-0.52574729,-0.529935875
4840,-0.894416485,-0.89766845,-0.900999562,-0.90445597
3583,-0.922625638,-0.92085743,-0.919079138,-0.917292549
1827,-0.960991019,-0.960628726,-0.960264515,-0.959827404
1231,-0.800716929,-0.803436855,-0.806002522,-0.809104352
4729,-0.931574177,-0.929617607,-0.927690921,-0.925750131
1587,-0.949930548,-0.950882527,-0.951719506,-0.95239832
399,-0.960549872,-0.960808857,-0.961044628,-0.961202863
4093,-0.954723965,-0.958020012,-0.96100113,-0.963649271
32,-0.979721043,-0.979706422,-0.979651047,-0.97962377
4136,-0.807918062,-0.805609307,-0.803775946,-0.80215353
3826,-0.839806796,-0.835720324,-0.828908812,-0.819374729
2109,-0.509072271,-0.498341614,-0.48805292,-0.477894981
3522,-0.399664116,-0.420301622,-0.440606696,-0.462578557
1367,-0.596038208,-0.583666828,-0.575505348,-0.572457715
4450,-0.890268435,-0.906602886,-0.919691021,-0.929803491
3361,-0.86602122,-0.87203118,-0.878008456,-0.883847661
2644,-0.73277346,-0.745831055,-0.757787013,-0.768642472
1543,-0.867612707,-0.868390047,-0.869803776,-0.871868721
4823,-0.945933357,-0.947535831,-0.949068295,-0.950468857
4749,-0.952722045,-0.952279702,-0.951786952,-0.951210697
1571,-0.950857673,-0.949546055,-0.947995835,-0.94599942
3691,-0.954517125,-0.954730618,-0.954967375,-0.955161694
2512,-0.902028257,-0.902857574,-0.903788096,-0.90486072
3020,-0.890624481,-0.89162539,-0.892734265,-0.894012713
4480,-0.413266414,-0.409130802,-0.405651433,-0.402698061
4533,-0.850463745,-0.853304839,-0.854471215,-0.854182485
1817,-0.956379909,-0.955798052,-0.955229915,-0.954604621
432,-0.893160235,-0.898117733,-0.903027326,-0.907940457
372,-0.953698378,-0.953168118,-0.952586213,-0.952020649
2189,-0.959738752,-0.959242998,-0.958772565,-0.958259119
3859,-0.680568952,-0.667719842,-0.655106713,-0.642896775
1965,-0.915191829,-0.91274438,-0.910099759,-0.907177928
4132,-0.800309848,-0.798363055,-0.796176439,-0.793965492
647,-0.806017962,-0.796559757,-0.787177512,-0.778447977
3756,-0.935417157,-0.936858347,-0.938168224,-0.939515356
3598,-0.933895992,-0.933767823,-0.933558944,-0.933342097
1852,-0.964664957,-0.964640817,-0.964564634,-0.964518311
4484,-0.442823448,-0.434136475,-0.425446161,-0.418521677
380,-0.957704567,-0.957249674,-0.956754096,-0.956286718
1545,-0.867703469,-0.867385999,-0.867612707,-0.868390047
3797,-0.235589033,-0.240173885,-0.249547543,-0.270860328
4283,-0.223848773,-0.172728414,-0.122758794,-0.07176431
3333,-0.954072768,-0.954057263,-0.954059341,-0.954030487
195,-0.70508566,-0.69796541,-0.693696771,-0.693774715
4524,-0.831435838,-0.824329472,-0.81604916,-0.806991247
3985,-0.979363623,-0.979048557,-0.978772794,-0.978461471
2240,-0.967513427,-0.96806963,-0.968385301,-0.968565802
3982,-0.978461471,-0.978190883,-0.977895012,-0.977658334
3548,-0.637619254,-0.609112568,-0.585724247,-0.562039165
1976,-0.926912007,-0.926578111,-0.92599278,-0.92537585
3385,-0.850675742,-0.846761337,-0.842991119,-0.839447561
4842,-0.888447168,-0.891362677,-0.894416485,-0.89766845
1033,-0.78481931,-0.77402777,-0.76171645,-0.745831995
2981,-0.961937024,-0.961878804,-0.96186818,-0.961863032
619,-0.705407495,-0.706885941,-0.708434412,-0.710815608
883,-0.876930865,-0.876133823,-0.875191657,-0.87359959
3190,0.189691149,0.269980855,0.349843706,0.426021245
4830,-0.929534712,-0.932619725,-0.935330094,-0.937795603
1988,-0.912060361,-0.914209689,-0.916021698,-0.917719012
3739,-0.942957876,-0.942423798,-0.941988315,-0.941627208
4165,-0.928109339,-0.921569681,-0.915700442,-0.910017902
3263,-0.883534497,-0.880904806,-0.878338494,-0.875744719
4206,-0.99492055,-0.99466932,-0.994419189,-0.994239724
3688,-0.955161694,-0.955395288,-0.955592514,-0.955815977
942,-0.800692372,-0.813639919,-0.824632417,-0.836267489
3733,-0.940663076,-0.940290931,-0.939963791,-0.939649574
228,-0.098517428,-0.150668013,-0.206154116,-0.266421407
3955,-0.979871286,-0.980160459,-0.980464879,-0.980717177
341,-0.925562007,-0.924285056,-0.923094303,-0.921923039
4246,-0.844373661,-0.878403923,-0.904638929,-0.924083628
2926,-0.957791787,-0.957343594,-0.956848171,-0.956372456
838,-0.892549169,-0.8901218,-0.887466769,-0.884694321
3247,-0.823223631,-0.817185805,-0.811113367,-0.805492979
1395,0.105229414,0.024942324,-0.04537452,-0.107904297
130,-0.847362549,-0.842073854,-0.836972445,-0.832193899
2305,-0.654040598,-0.67098496,-0.689449532,-0.7081234
2726,-0.833019841,-0.829485279,-0.825897482,-0.821366427
2776,-0.382750167,-0.389393827,-0.391684283,-0.392361106
236,0.386069457,0.314947415,0.248657336,0.185503946
3889,-0.969400069,-0.9694429,-0.969257261,-0.968545695
2692,-0.805188288,-0.807126497,-0.807773633,-0.807184143
716,-0.915460042,-0.913693461,-0.911931741,-0.910213003
122,-0.816468334,-0.818782192,-0.821217975,-0.823650721
2212,-0.967874297,-0.967731144,-0.967534896,-0.967361192
1945,-0.844015082,-0.840633379,-0.837442958,-0.834438431
1908,-0.836332626,-0.836266473,-0.836300773,-0.836611096
1220,-0.842943594,-0.846460029,-0.849827334,-0.853102909
2046,-0.682590543,-0.681347154,-0.681642145,-0.683027902
1994,-0.904828823,-0.904835553,-0.905237808,-0.905993014
353,-0.939726056,-0.938679141,-0.937644712,-0.936542529
4797,-0.960645542,-0.960426146,-0.960217501,-0.95994034
3461,-0.796046956,-0.805852149,-0.815259479,-0.824482627
694,-0.896965582,-0.897702702,-0.89842073,-0.899190083
3488,-0.77010937,-0.762418737,-0.754758818,-0.747175094
3781,-0.625139587,-0.649660529,-0.676334838,-0.707466643
4062,-0.988235753,-0.988272127,-0.988276007,-0.988311874
4614,-0.91368943,-0.91615707,-0.918605048,-0.920729027
2409,-0.585990866,-0.600277532,-0.61269688,-0.623483359
4846,-0.878481173,-0.880841067,-0.883185997,-0.885735003
3930,-0.973336378,-0.97250807,-0.971572788,-0.97068255
4675,-0.862228046,-0.864719374,-0.867100193,-0.869358704
4244,-0.904638929,-0.924083628,-0.938748312,-0.950129647
4251,-0.61514372,-0.66583664,-0.714687275,-0.759840038
3720,-0.940756168,-0.941105265,-0.941552092,-0.942167934
2791,-0.146519371,-0.143193068,-0.146392239,-0.163677345
84,-0.844384241,-0.851297258,-0.858118458,-0.864895559
1977,-0.926915538,-0.926912007,-0.926578111,-0.92599278
3425,-0.798121955,-0.800587108,-0.803035487,-0.805409489
3839,-0.737860348,-0.749619243,-0.760835941,-0.772014033
1188,-0.892996434,-0.895011212,-0.897356067,-0.900099634
2085,-0.543071234,-0.554564586,-0.566824895,-0.577949244
4828,-0.935330094,-0.937795603,-0.940079891,-0.94222286
3591,-0.931634814,-0.931038016,-0.930331202,-0.929404702
1881,-0.944336107,-0.947705876,-0.950606055,-0.953109975
4530,-0.854182485,-0.852743378,-0.850202506,-0.846780668
1959,-0.897538671,-0.893899327,-0.890065928,-0.886040951
86,-0.830425412,-0.837477108,-0.844384241,-0.851297258
318,-0.906738922,-0.90598896,-0.905074635,-0.904129021
2291,-0.822636049,-0.824445656,-0.826007729,-0.827476844
2311,-0.531294677,-0.55480241,-0.577113187,-0.597874019
2896,-0.94468558,-0.944201839,-0.943644407,-0.943082692
2670,-0.668046179,-0.658138405,-0.64811353,-0.638459487
811,-0.88105103,-0.884032832,-0.887142585,-0.890290578
4750,-0.953015275,-0.952722045,-0.952279702,-0.951786952
4523,-0.824329472,-0.81604916,-0.806991247,-0.797832813
396,-0.961202863,-0.961335223,-0.961393176,-0.961451972
2233,-0.968230389,-0.968050594,-0.967930324,-0.967811046
1397,0.268055393,0.187405164,0.105229414,0.024942324
3815,-0.640610829,-0.609939782,-0.583447544,-0.558293843
2185,-0.957779087,-0.957261344,-0.956766142,-0.956221919
2217,-0.96820841,-0.96817994,-0.968171471,-0.96809915
3901,-0.967183083,-0.967513804,-0.96783023,-0.968041013
