,Y,X1,X2,X3
3186,-0.023442692832267964,-0.005139148327736653,-0.06170219354165263,0.03565452533396796
3307,-0.023774186902274286,-0.02263966084876534,-0.023802835833168445,-0.022606006720097604
2620,-0.022881745500511474,-0.02355032546419189,-0.0229266052505821,-0.023496889421954714
3618,-0.022840206794906615,-0.023578043921019365,-0.022848969809314057,-0.023585561176403425
878,-0.025382516349882644,-0.020142272819867912,-0.02690098920506523,-0.019352914259217813
7,-0.023879582004205147,-0.02256126027407368,-0.023846004251424358,-0.022615821156732552
3552,-0.023581075677987395,-0.022057080321207345,-0.025908550557030008,-0.019783584602773963
888,-0.017875162699370728,-0.02859468936264753,-0.018156756413657327,-0.028025519904052887
2405,-0.020701370003622266,-0.028640659408474045,-0.014038854217387375,-0.03383287724429751
4345,-0.023817825727671105,-0.022592626634540425,-0.023825234379378335,-0.022597202921610604
4818,-0.02263212856986274,-0.023829877751373796,-0.02259184769155609,-0.023840525063527407
4461,-0.02561508850164107,-0.02188142264031645,-0.02358714572631193,-0.023627113809460698
2036,-0.02761095123195778,-0.019495757700503713,-0.02600738660428059,-0.021462932906470278
2487,-0.023887458459349253,-0.02255734531804854,-0.023821324056644166,-0.02267605852591581
73,-0.026679210273507947,-0.01997696632841972,-0.02603031743334916,-0.020862432451934976
515,-0.023524414884448563,-0.022916187894773565,-0.023557055905033764,-0.02286663766733643
3721,-0.023745330335869896,-0.022607908128864374,-0.023882808419217416,-0.02247273696833707
1112,-0.02260305845545718,-0.02382001378936205,-0.022605358419228616,-0.023823421940371903
430,-0.022573361246215784,-0.02390297489024662,-0.0225273889879557,-0.02390328886154247
292,-0.023567961052036512,-0.02235009229736329,-0.023864946145715993,-0.022466683153082978
3663,-0.02365765834313871,-0.022775298865263416,-0.023661044573837664,-0.02275221988615883
2910,-0.02265224869003779,-0.02377584611983974,-0.02264868023226252,-0.02378091955635886
1082,-0.02252891694598802,-0.023899405803129103,-0.022527656442686173,-0.023888859074600144
2165,-0.023651222700043162,-0.022772218328325322,-0.02365402850123799,-0.022768963469109393
3679,-0.023754087250246525,-0.022698154034055174,-0.02371302054456459,-0.022730398567413768
3135,-0.010564728252856592,-0.032089443823593355,-0.019559960226872453,-0.021177697711263432
2423,-0.00895922189525411,-0.036358964405439176,-0.01040346530628522,-0.0361705241060869
3014,-0.02247527259236537,-0.02404273704654747,-0.022292313443732614,-0.024200055125841335
3894,-0.02261095518398193,-0.023946514535126417,-0.022287852195402746,-0.02431494887686525
4247,-0.021795515053869674,-0.02411778077380544,-0.02355861833762385,-0.022786761051442506
3621,-0.0236234413234766,-0.022813530037225194,-0.023598190611287317,-0.022840206794906615
293,-0.02325929600479193,-0.023567961052036512,-0.02235009229736329,-0.023864946145715993
2072,-0.014340811513468998,-0.0271904961470546,-0.02462919312598666,-0.016835637069227305
687,-0.023979378732296275,-0.022459497806710527,-0.02395502266715155,-0.022512409147273593
4778,-0.023278121172170207,-0.023167894037991688,-0.023214182229874147,-0.02329827159769593
4161,-0.025048135640618918,-0.020968530819761466,-0.025801031523468798,-0.020396585420027535
4042,-0.02270739558011281,-0.02372451706541534,-0.022703295839846982,-0.023727581101851247
4609,-0.025158565598336513,-0.02136442214315315,-0.024983293481801505,-0.021546194757286252
1344,-0.023359038020447143,-0.022824452826846642,-0.023532573354253628,-0.023085838696931038
3450,-0.022380968632787934,-0.024219301026717766,-0.022206131916974625,-0.024427987547512076
4385,-0.023654703546385103,-0.022762424992265995,-0.02368194847438354,-0.022726768123302543
2347,-0.021174058012787933,-0.02524731213665743,-0.02162309662887174,-0.024633273079138207
664,-0.022508862957388853,-0.023884806157310368,-0.022659008022101634,-0.02369516844682984
4658,-0.02222013137137946,-0.024566503747091684,-0.021562315722670755,-0.025227760158453183
3061,-0.018559786899148945,-0.028695240064576688,-0.016713644851952147,-0.029850467048815665
4626,-0.02381417417330456,-0.023580241577295435,-0.022071054556403014,-0.024919110410492218
1565,-0.02413290569077786,-0.022325530782497993,-0.024102196405307752,-0.022342613245302623
347,-0.023727527236544255,-0.022702498489780343,-0.023710867421332105,-0.022720916959682702
2147,-0.02353153784477402,-0.02286472541002449,-0.023659031557121568,-0.022663253374970216
1079,-0.023888859074600144,-0.022537052060595864,-0.023885664008195473,-0.022533662960213974
890,-0.0182762609510434,-0.0285448342925404,-0.017875162699370728,-0.02859468936264753
3498,-0.01995428184940451,-0.02657176892194746,-0.01983996896203266,-0.026303694088406826
3265,-0.02390522954497709,-0.022514889438283836,-0.023917410546262174,-0.022495224174909234
3822,-0.023301662320829974,-0.022320755682078475,-0.025391259233821017,-0.020200519777430093
3118,-0.02093886536292522,-0.024313675622748443,-0.0228737579958459,-0.02299264912843646
2564,-0.022617852764846846,-0.023806289754116805,-0.022625149069070205,-0.02379768564935758
620,-0.03032127949969088,-0.018957000497057286,-0.024762980718041505,-0.0243663877684841
243,0.06124495875297087,-0.07391688398526708,-0.00744396546472148,-0.006711477369828467
1747,-0.019470769822288903,-0.027631282480083064,-0.018186787850090202,-0.028769908107776798
4167,-0.023919569892053127,-0.022379359479422267,-0.024236969983742696,-0.02194936214187071
3125,-0.047168632971123725,-0.0015657763691839799,-0.04140832701224484,-0.009205713983938102
3004,-0.0222442367860185,-0.024102066735944283,-0.022411510775561583,-0.023941003520620674
1502,-0.02186348228931534,-0.02455844908543403,-0.021866878840586246,-0.02456110036670267
1691,-0.0007914316533668142,-0.04793286888720827,0.0017376987281210177,-0.04593608331794363
929,-0.025706812461306794,-0.02064507635282775,-0.0261877767982307,-0.019435903878397887
129,-0.024420070554833972,-0.02077488427045504,-0.026962924855459258,-0.018118200136232776
4838,-0.021752560103986296,-0.024619816225223357,-0.02193716298102988,-0.024307675539695817
3091,-0.03172370691516546,-0.015155428856082231,-0.030118445914993686,-0.01770470528913315
3088,-0.01770470528913315,-0.02776555391082769,-0.019109239593618987,-0.026629541935065393
1396,0.24442025548030966,-0.317874411914264,0.27278095992609996,-0.3011938182686461
4088,-0.023268687607071792,-0.0233004101716201,-0.023037917807151365,-0.023401592021213946
1138,-0.022567360319255325,-0.023869517202764534,-0.022558822661257083,-0.023877104042148822
1924,-0.021597471716926275,-0.02529723112498783,-0.020755005282979577,-0.025832242468271205
4384,-0.022762424992265995,-0.02368194847438354,-0.022726768123302543,-0.02372491012749256
4616,-0.021607435032156008,-0.024858596371404418,-0.021436722409628683,-0.025021235825687826
4476,-0.023408003219374862,-0.023890930475268912,-0.021192002144391875,-0.02620989995787182
2677,-0.018042210934209435,-0.02869566842430371,-0.017886853919004353,-0.027822087330956813
568,-0.023840710018605327,-0.02105420156602189,-0.02640946486137763,-0.019515625426907546
3487,-0.021576938623754982,-0.025520843691225092,-0.020447992005271032,-0.026107114314942836
1367,-0.03217366758211604,-0.008332598209972564,-0.04302119219554179,0.0018639963312798713
1506,-0.0218354115853997,-0.024581747781741936,-0.021853757928242845,-0.024563972057584094
4701,-0.02323156915641089,-0.02309877301422103,-0.023455120594559897,-0.02279972976335476
3441,-0.02395632847917295,-0.02280973451420909,-0.02332809249176948,-0.023442113146712407
770,-0.022603447819517175,-0.02383665361143983,-0.02258928600339405,-0.023838071300437136
4423,-0.02369976087343484,-0.02270063304415626,-0.02375141382457291,-0.022654516760665544
4139,-0.021663021568491425,-0.02373039599237403,-0.02371772501206626,-0.021909175654610147
2522,-0.022563683821490876,-0.02382564508492635,-0.022625963495630397,-0.023737824482789383
4040,-0.022703295839846982,-0.023727581101851247,-0.022703649357480593,-0.023724818884807597
1164,-0.022828160582694323,-0.02366786582849001,-0.022684974841141847,-0.02380408530317335
272,-0.030864127375006656,-0.013319359105035455,-0.033471111926441255,-0.014396051130512122
2702,-0.02141656783945234,-0.023940746141690727,-0.023313882966743527,-0.022531010259171924
2902,-0.02262886780332385,-0.023801649640038502,-0.022623903045283056,-0.02380361531302544
3458,-0.024037458483741392,-0.022827660791557736,-0.023358108013113665,-0.02327673537815922
1490,-0.021537357545046154,-0.024938397490807285,-0.02143155658361129,-0.025045057373313084
301,-0.023735730273895972,-0.022607480455304585,-0.02391280937761031,-0.022533897698141625
3304,-0.022606006720097604,-0.023835965643601575,-0.0225769084536952,-0.023858689447574855
2161,-0.02364447737704356,-0.022784885345791928,-0.023622398154689916,-0.022817660629245395
365,-0.023682188053475106,-0.0227342779314349,-0.023700746787431726,-0.0227117702002948
275,-0.020583407351407623,-0.026246738557321847,-0.017682666479847176,-0.030864127375006656
2307,-0.01931141456622143,-0.026828951851550653,-0.020252711180938632,-0.025715123331707
3420,-0.021309807970745442,-0.024974754279503464,-0.021571285671187934,-0.02461915211326171
3025,-0.02339730889869851,-0.023044542451925665,-0.023354775979690157,-0.023050989972355218
252,-0.027859233112089155,0.014516271044461293,-0.09279389179854836,0.07333837556595024
4371,-0.02375324184961569,-0.02269642074833511,-0.023721167815137556,-0.022718555560089837
2667,-0.03669568208461138,-0.006782301713858074,-0.042120545392792974,-0.0020237099728122043
3949,-0.023743805410929797,-0.022703836032658353,-0.023711325656689763,-0.022733943285680014
3579,-0.023405869348592123,-0.023034078685980175,-0.023379688713786817,-0.023093957587301372
1585,-0.023342694257690533,-0.022940834557619194,-0.023645770477462635,-0.02262304831107176
1595,-0.024114801158780508,-0.022515954314075937,-0.02369233292066819,-0.022937162324761506
2797,-0.019356567571723438,-0.023862738033554987,-0.024246605644779984,-0.02210320723720205
4427,-0.023695239677874014,-0.02274638155648434,-0.023672976346839958,-0.02274658664491236
3767,-0.02349570504210241,-0.02322554991377923,-0.023093783312775784,-0.02329308086972781
816,-0.022900894030283947,-0.023556036617753517,-0.022830329500957536,-0.02364610032614667
4656,-0.021562315722670755,-0.025227760158453183,-0.0209243362611935,-0.025745483393410207
4756,-0.02266635035281772,-0.023750150054230534,-0.022681758757276738,-0.02374866164355216
1827,-0.023846261079540687,-0.022586420132261975,-0.023839116823104578,-0.022595444180975144
4528,-0.02290102836085084,-0.0235862199636383,-0.022773273337534206,-0.02377622496079801
4810,-0.022659963591465604,-0.023786400600889213,-0.022631179330758755,-0.023818251170136695
2510,-0.022287684121159446,-0.02426564500070616,-0.022026046620492123,-0.02449595299836771
1126,-0.022530618410819714,-0.023897371431811143,-0.022531039165701205,-0.023894747079971523
3648,-0.022595981198659132,-0.023793247485582314,-0.022676032414862823,-0.023717083143937168
3628,-0.02269945990749056,-0.023723724730342344,-0.022719605690119882,-0.023698001107632205
4681,-0.024012067624376687,-0.02245251184141217,-0.023948118690489184,-0.022484705473538535
267,-0.02390326975357715,-0.014606122446332082,-0.04303058456096864,0.009610902922881026
2290,-0.023166624765474486,-0.0234658170314348,-0.02274055936277275,-0.02388953705282093
556,-0.02337841628327153,-0.0233608322153408,-0.02295811930017133,-0.023603816588590232
3444,-0.022088045736459394,-0.02431480260986596,-0.022259074699397696,-0.02395632847917295
2646,-0.02445826685878849,-0.022222043311995843,-0.02364328727643994,-0.023292687313349547
4238,-0.020367628307934038,-0.02608565786646011,-0.02052406865953027,-0.025489434057671012
3435,-0.022011970142007398,-0.024568716555788295,-0.021609948469510365,-0.024823362853380493
3445,-0.024395528569927993,-0.022088045736459394,-0.02431480260986596,-0.022259074699397696
3702,-0.022774260808720248,-0.023649038281215673,-0.022783118387738166,-0.023643464456442276
1118,-0.022556905957500706,-0.02386202261761039,-0.022572026864070893,-0.02384803865447782
1488,-0.02143155658361129,-0.025045057373313084,-0.021324593355033117,-0.02514797389427703
4645,-0.026434972733332618,-0.020262080551790684,-0.025701006862232423,-0.021355224031124775
3348,-0.02265950202254452,-0.023777873708868857,-0.02266134281396681,-0.023778686942387384
751,-0.023691548306021826,-0.02273497547186276,-0.023703210868133873,-0.022709609971805267
1258,-0.020369196546664914,-0.025868900265877293,-0.020894084100568255,-0.024907479790369114
3069,-0.0260349359653137,-0.020747791597072962,-0.02514821291169056,-0.022095166524975562
2124,-0.028167782054727364,-0.016859155573967777,-0.03058879432345829,-0.015048397257624857
3599,-0.023803539531444207,-0.022684794412177967,-0.023687180538137564,-0.022793217723811265
1591,-0.02330553543787539,-0.023246794628461576,-0.023020597385122743,-0.023399957454861564
3015,-0.023856017230003523,-0.02247527259236537,-0.02404273704654747,-0.022292313443732614
4479,-0.021615603538831962,-0.024619214985759474,-0.022330279381040263,-0.023408003219374862
4855,-0.022687355638004947,-0.024190004354489925,-0.021780458622359444,-0.025031301893338687
4194,-0.02280966278547014,-0.023609933038315822,-0.022814134741107384,-0.0236190923216959
3220,-0.02290335318905079,-0.023850364477846275,-0.022288272696265765,-0.024324663055016904
895,-0.02743710833081492,-0.019240067633807256,-0.027264883130624806,-0.018876264420488398
2312,-0.022298336130993746,-0.022238542358367974,-0.02568518820006549,-0.019924314600957227
4360,-0.022696248566891675,-0.0237274349004859,-0.0227046575548564,-0.02371596403382692
1027,-0.022318923894012688,-0.02427978552980581,-0.022636802820584112,-0.02394137893811843
179,-0.02415565139543696,-0.022887222229963977,-0.02304521925650449,-0.02374962290813598
4083,-0.023526609025680045,-0.022846650805688817,-0.02367376164355317,-0.022712562646987067
1485,-0.02514797389427703,-0.021230249178955662,-0.025230297636887222,-0.021152665642243385
3027,-0.023402005331893072,-0.02301248949848289,-0.02339730889869851,-0.023044542451925665
2033,-0.021462932906470278,-0.02381303488773434,-0.023501219631635428,-0.022645446422091764
2906,-0.0226432792916349,-0.02378622987801471,-0.02263830534953093,-0.02379332697842218
3737,-0.023691788231630095,-0.02277761609006379,-0.02360475541594753,-0.022874739417144352
1185,-0.02598438399833647,-0.020617973534236333,-0.02558090910671007,-0.021148476554573525
4178,-0.022659558049635042,-0.023729900286517003,-0.022753080337432174,-0.02365618775478595
981,-0.03291937157491176,-0.016374828401291563,-0.028544455686804637,-0.02145070649970582
1919,-0.02606399869397491,-0.020217704031326833,-0.026311381990011706,-0.020080059133732897
805,-0.023799416916005955,-0.022630524808470054,-0.023803416904110253,-0.022618563131713842
3607,-0.02393437861961034,-0.022447062559059483,-0.024012985506407625,-0.022394843013350485
4700,-0.02309877301422103,-0.023455120594559897,-0.02279972976335476,-0.023813323361512873
1908,-0.024173186720732764,-0.021123087372864946,-0.026430813371382533,-0.018977404353132554
3867,-0.019461150578628184,-0.027989176845301333,-0.017889402978678248,-0.028871882477827904
4005,-0.023709780998555474,-0.02271357445900324,-0.023726711834544112,-0.022697835496067298
4478,-0.024619214985759474,-0.022330279381040263,-0.023408003219374862,-0.023890930475268912
1743,-0.016932074460605295,-0.029164071915808498,-0.01759965468845648,-0.02821051209563763
3084,-0.02072368656770951,-0.025309440393381677,-0.021866158651446477,-0.024202556089662042
2503,-0.024631884400502457,-0.02189169465021379,-0.024449126736591942,-0.02208745920930566
2806,-0.06665492801376705,0.024754508626255722,-0.06990302159261186,0.019064779921569963
2462,-0.00988442040789106,-0.03611440324243409,-0.011316806597476803,-0.032925659358285175
3883,-0.024208128338971457,-0.02226377431673754,-0.024158109892298385,-0.022374738685310813
