,Y,X1,X2,X3,X4
3875,-0.10213703618934555,-0.11148405847686882,-0.1062320046750348,-0.09884431361124346,-0.1084269222044213
1701,-0.12193194533454177,-0.10355158029031242,-0.08897218014107944,-0.11363062164133142,-0.11774208476686798
1973,-0.10572683727158916,-0.10501368136527145,-0.10496503663184031,-0.10548301232736523,-0.10571111281021339
1012,-0.10030996444094309,-0.08629773009022079,-0.12265297511362472,-0.11927855423223677,-0.07486461822057844
3648,-0.10545800208019118,-0.10527782817493614,-0.10529740642433971,-0.10540045533520814,-0.10536205569224999
1618,-0.099711590889909,-0.10931789809876635,-0.10832302667897009,-0.10051075568903867,-0.10522699990039674
3078,-0.11111669495444987,-0.10270394190266452,-0.10144895051977765,-0.10881435024399899,-0.10804835262268209
1690,-0.12649857354886418,-0.12273062167408444,-0.06877769414020274,-0.09769886680432038,-0.1562987301844624
4485,-0.11300310468018804,-0.09484452326301385,-0.09885724046371658,-0.12508356063299753,-0.10433943537775314
174,-0.11169450109724466,-0.10931277669806116,-0.09856271284467688,-0.10472894651187425,-0.11128229293062764
34,-0.1053220189791062,-0.10534723267398494,-0.10536716539644031,-0.10530311777342405,-0.10535184862624092
2585,-0.10535704532928969,-0.10533268720756472,-0.10529905015694252,-0.10536508854513549,-0.10534894987401178
784,-0.10545272178676779,-0.10527086987280876,-0.10529415033533929,-0.10539278942484698,-0.105380676072656
684,-0.10526803212887481,-0.10572601254478775,-0.10523691219290743,-0.1050336399477807,-0.10559758750333137
2926,-0.10534789832279234,-0.10527534218574963,-0.10538634099748234,-0.10537661394855624,-0.10529180958261797
1694,-0.11659132735203437,-0.11577228790692962,-0.09420483326500528,-0.08911460909717284,-0.12649857354886418
3690,-0.10524453421052027,-0.10538756447909958,-0.10545297785176044,-0.10525607170319518,-0.10525858148520795
2460,-0.10151099949076303,-0.13381967159027242,-0.09242980459600358,-0.07729092042344832,-0.13885813200755504
3901,-0.10536163665582432,-0.10395048760584358,-0.10556119785825457,-0.10671914639880298,-0.10480335444635458
1269,-0.10699359497690442,-0.10314277959986495,-0.1046146424248765,-0.10814017103852491,-0.10490702694868426
902,-0.11358227636347507,-0.11502622216171687,-0.09407765629458154,-0.10361283433820634,-0.11499566415628704
1498,-0.10540510951929027,-0.10519964517934433,-0.10530771770193237,-0.10546428674717545,-0.10533654737720233
48,-0.1051979229551947,-0.1055220875019025,-0.10538313733739091,-0.10510259997802429,-0.10539526890464024
3544,-0.09208978968568948,-0.14078062991884854,-0.10433492980387538,-0.056808794055158485,-0.135119189949092
3740,-0.10442437104609437,-0.10487395959048762,-0.10648663433073091,-0.10527571450187556,-0.10422929353584054
1651,-0.1739061724937786,-0.07044445457190218,-0.04901685217619167,-0.1642107921282724,-0.14056930405138512
4706,-0.10518394000932563,-0.10628898533995701,-0.10509751190623617,-0.10434003881645115,-0.10629520510898915
1832,-0.10544332092361164,-0.10535275205434536,-0.10525296246148985,-0.10534494557243257,-0.10545205498421284
2619,-0.10526410001085074,-0.1043288054638074,-0.10598211431492388,-0.1059736304335035,-0.10446830547550878
4224,-0.10452475421942387,-0.10562983434106687,-0.10591099681253191,-0.105027472574867,-0.10501620342760476
995,-0.11619128956648639,-0.06202359038064209,-0.11746242609728152,-0.13787689144387238,-0.08001985018617852
2872,-0.10536917154055292,-0.1054343511730722,-0.10525543031391449,-0.1052720612264566,-0.10546436285912697
2194,-0.10532142109059317,-0.10524618179016443,-0.10543378685358995,-0.1053536334942008,-0.10524914876492597
4135,-0.11390055177767078,-0.09955108655718448,-0.09959661537893116,-0.11237587892074496,-0.10836513607816178
3111,-0.08044012008655554,-0.1330759833559465,-0.12033212861353038,-0.06472947122459838,-0.10939059496591297
2248,-0.10507157944670342,-0.10585460589262696,-0.1053844321836861,-0.10492642460450241,-0.10546065226390577
1565,-0.10542852433249417,-0.10523173701110433,-0.10534109466546493,-0.10546403518557557,-0.10532644507275002
393,-0.10535749646134351,-0.10533494451939995,-0.10530623084559243,-0.10538143639680464,-0.10533976552122803
813,-0.10619857096177043,-0.10501126476906464,-0.1047276195508775,-0.1059304801871046,-0.10558293525974072
2367,-0.10420834238014276,-0.10564587656311297,-0.10652104998214074,-0.10457517986862275,-0.10427535181941783
4566,-0.11080573320642317,-0.09004082264957258,-0.10664054170890702,-0.12286852857055375,-0.09504123265733955
222,-0.09216218162990741,-0.13432696822793455,-0.10391568745129953,-0.08206418542482496,-0.1145344182418433
2332,-0.07400593405037648,-0.12239272994895434,-0.1299996157679687,-0.07416759569054932,-0.09327508836993303
457,-0.10675759812285746,-0.10496421001485712,-0.10360784763961195,-0.10666162236289078,-0.10678423866509956
2557,-0.10522628352913832,-0.10540330329150482,-0.10543406089504326,-0.10524727069475337,-0.10525562600292204
4290,-0.10966942356430387,-0.09868644378471292,-0.10603289807470406,-0.11471742575152111,-0.09936948750762487
1872,-0.10556875216210582,-0.10494502593082344,-0.1053488095362084,-0.10557790155906832,-0.10527342532991946
1192,-0.10360117304059746,-0.10761254220456329,-0.10609734568129081,-0.102400962936811,-0.10596590349021628
451,-0.1047794899988318,-0.10833654051357922,-0.10442829902002748,-0.10226662901518102,-0.10777282208512395
1409,0.5529391658894856,-1.0,-0.3749544972320308,1.0,-0.3764492488803334
178,-0.10416475959760008,-0.11927940432912643,-0.10083792424456184,-0.09675319117965231,-0.11169450109724466
2339,-0.0845793375336269,-0.11336526421430493,-0.1250240858355387,-0.08476930142486738,-0.0916920076684914
3718,-0.10492389174853578,-0.10531405981386577,-0.10575899503677255,-0.10518432813742329,-0.10505484530164078
4227,-0.10499438754708457,-0.10623396819881492,-0.10507890459837566,-0.10452475421942387,-0.10562983434106687
1577,-0.10507038272408387,-0.10625664395588408,-0.10519274759189534,-0.10474198678944624,-0.10565647083818797
2624,-0.10619073024248804,-0.10652694214701264,-0.10413858952038868,-0.1048380704129186,-0.1067518552120914
893,-0.10063438751760279,-0.10972071786342619,-0.10740216510551692,-0.09905000497670591,-0.10744778164884916
4669,-0.10547767942432262,-0.10579994419679839,-0.10527101272504857,-0.10507553405233006,-0.10545296954409233
1730,-0.10756949026879514,-0.12301704779456035,-0.09583871828843837,-0.09041086900773232,-0.12037711695339404
4696,-0.10374633622242158,-0.10699935013426787,-0.10626151348911472,-0.10307425790940095,-0.10550218221026941
27,-0.10530447862110637,-0.10538322910342168,-0.1053402434292432,-0.10531637708501929,-0.10533582996204605
2642,-0.10608840739076653,-0.10998973995592365,-0.10281294063128377,-0.10246473076264995,-0.10897666339612355
906,-0.09479377838082303,-0.12571331510266093,-0.1050152477163967,-0.08831462272710422,-0.11358227636347507
3545,-0.0855702968095925,-0.09208978968568948,-0.14078062991884854,-0.10433492980387538,-0.056808794055158485
2286,-0.10153933297326823,-0.10653191060200595,-0.10791035566964469,-0.1035995734049947,-0.10411205910673949
2963,-0.10530034501310437,-0.10527777686860651,-0.10540747530829087,-0.1053665467466186,-0.10522324536207239
2538,-0.105523376473592,-0.10537687557067887,-0.10516047619196478,-0.10537575457108339,-0.1054818715848409
4107,-0.10479224248977226,-0.1070133913567275,-0.10640370372031727,-0.10281731237887104,-0.10414383874100253
1886,-0.10661748153055406,-0.1042314455139427,-0.10485648974924211,-0.10623166007954676,-0.10523040882313506
1689,-0.12273062167408444,-0.06877769414020274,-0.09769886680432038,-0.1562987301844624,-0.09055718123745693
788,-0.10544223959043952,-0.1053524472966143,-0.10525254691891706,-0.10534434655929426,-0.10545272178676779
2560,-0.10531998668437337,-0.10540992870072441,-0.10535550772708357,-0.10522628352913832,-0.10540330329150482
484,-0.1021126980748227,-0.10528226857021405,-0.10850357891878604,-0.10366644528528768,-0.10350727818979166
1604,-0.10472971482447413,-0.10685152092181094,-0.10502042242434262,-0.10402985060793646,-0.10629063775508751
4332,-0.10540278835364647,-0.10575095503492504,-0.10506038675254092,-0.10496357460288519,-0.10583194196328827
1548,-0.10518415060089303,-0.10574039326178475,-0.10527850527891414,-0.10466383455391581,-0.10555794532785256
2100,-0.0804737394161188,-0.10510669344342116,-0.12691506748020176,-0.09502136951241669,-0.09353563779896212
611,-0.1038104007673124,-0.10316665065762964,-0.10638163950943347,-0.10358982988649368,-0.10624902971325456
929,-0.10815907482725451,-0.10785307593336602,-0.0992278004763828,-0.10738714453450937,-0.11248952408899604
4197,-0.1056617400943981,-0.10530660301690697,-0.10507126400862554,-0.10552957259300633,-0.10541209565482612
3839,-0.1277555305432877,-0.09455251935494713,-0.09343931685087536,-0.11777867409347287,-0.10848495339969633
311,-0.10575763546341888,-0.10561323264679623,-0.10477225240940902,-0.10554153158207924,-0.10608418580521528
4126,-0.09846568291921032,-0.10824883487185522,-0.111216486708544,-0.09937623181108257,-0.10146622154859519
4608,-0.10619775033539369,-0.10573795720576218,-0.10429037439943367,-0.10566768590100328,-0.10623124309984733
3279,-0.10549641914630425,-0.10534507001523974,-0.10516101571740999,-0.10543449610983036,-0.10548349587217232
4382,-0.10538198819780187,-0.10520539490991965,-0.10540146966918051,-0.10542827480923844,-0.10524142724857843
4633,-0.10716965360212394,-0.09465048804805387,-0.10827448920572469,-0.11380995046822695,-0.09899508374932142
3575,-0.10518456966814893,-0.10613761464904292,-0.10503232162178677,-0.10456934737468682,-0.10613665262644811
2202,-0.10543465921337658,-0.1053249012659836,-0.10526150645590993,-0.10537832336029151,-0.10543017646317865
4083,-0.10501231109698683,-0.10525308359302343,-0.105704128039393,-0.10537374745826711,-0.10506591584713643
3872,-0.09884431361124346,-0.1084269222044213,-0.11051251399451334,-0.09766551598689066,-0.1030616069344984
2295,-0.11335437334066911,-0.1048957355071719,-0.09875605472583993,-0.10865024117399902,-0.10988198762110768
1551,-0.10552458756738947,-0.10555043274866371,-0.10501425682991794,-0.10518415060089303,-0.10574039326178475
4827,-0.10525470075240662,-0.10488309269454577,-0.10566622713504492,-0.10564859013645478,-0.10487526128097513
2572,-0.10530232998716427,-0.10533578912896902,-0.10538470574741421,-0.10531236390298326,-0.105320919838929
4060,-0.10556772323227492,-0.10536417244071827,-0.10511295995667902,-0.10543130760637054,-0.10554372977023674
4783,-0.10424321849414608,-0.10653893451332863,-0.10587070452989866,-0.10389408126508715,-0.10548678063405104
2893,-0.10539774645299638,-0.1053272351666984,-0.1052791675567335,-0.10537940791541411,-0.10534447237007316
2065,-0.09168179397168419,-0.08225535520533955,-0.12871198417114638,-0.11812350128554938,-0.0764482015945448
3644,-0.10536205569224999,-0.10527149473026864,-0.1053897434226514,-0.10536139882954576,-0.10530101299842098
2028,-0.06910982087760598,-0.11666319744064557,-0.1415097272394089,-0.07423266691594888,-0.0801254100417299
1807,-0.10538266215708592,-0.10523296277787264,-0.1053131979402161,-0.10546170993217974,-0.10530659165476519
1789,-0.10566838435589243,-0.10521487511776662,-0.10498582680345281,-0.10567166400870687,-0.10557434941326149
3401,-0.10386759831401493,-0.10691539798530691,-0.1059562080759987,-0.10377574592790473,-0.10545793456573638
2227,-0.10520052434457183,-0.10536347204757501,-0.10542166030749556,-0.10529920874190013,-0.10526460069767962
1099,-0.10543805952835139,-0.10544445288923276,-0.10514599765695887,-0.10532446265639905,-0.10550541778841405
4619,-0.10483753930986439,-0.10354566138662658,-0.10645771156770323,-0.10568226303545514,-0.10492194364684226
4598,-0.1060354668430813,-0.10574389088444047,-0.10461438597434525,-0.10537374753497641,-0.105884956396187
966,-0.13480988429826457,-0.10838095920365376,-0.06838322360964832,-0.12169986589216186,-0.1399738740765556
1629,-0.08985746459425215,-0.09126734204932618,-0.12257550578623433,-0.10654000078914405,-0.09394225055723149
2915,-0.10521688003737018,-0.10537603482595093,-0.105436859159594,-0.10526651121541608,-0.10525817749348454
3081,-0.10799438223946911,-0.09816341418984431,-0.10593379788760282,-0.11111669495444987,-0.10270394190266452
2025,-0.07423266691594888,-0.0801254100417299,-0.1462370787024574,-0.11028759242512098,-0.0663306197568545
1535,-0.10478048951784169,-0.10426999865348174,-0.10641715996516166,-0.10584771262085702,-0.10407338044101555
1325,-0.10257341459711111,-0.10968980861671074,-0.1056852280645002,-0.10225370269503675,-0.10621307941416336
1343,-0.09578572039869548,-0.11231221766613986,-0.11264993733028794,-0.0960957819888959,-0.10149255722987438
4326,-0.10473160159721118,-0.10546470438704836,-0.10587645709606253,-0.10484445452194091,-0.10502995856673181
175,-0.09675319117965231,-0.11169450109724466,-0.10931277669806116,-0.09856271284467688,-0.10472894651187425
4447,-0.11056451454708283,-0.102834961757723,-0.10211207980666337,-0.1090730322966168,-0.1064799518281685
3745,-0.10628059218514097,-0.1053719061255799,-0.10428925777016729,-0.10588597329241412,-0.1061659096381039
4721,-0.10540010907614417,-0.1053741775493442,-0.10537596687334627,-0.10537875477515457,-0.10519576561787214
1047,-0.10540777917100508,-0.10498482591770675,-0.10535915163397602,-0.10580218028068855,-0.10521682633463159
2072,-0.08724142905648158,-0.08668687253550855,-0.13076299505399935,-0.11458522808670268,-0.07735392620880832
2725,-0.1026792935216908,-0.11450496726382331,-0.10465384380348852,-0.09604776201529697,-0.11013683666317553
2756,-0.12885740893344788,-0.17402184478794558,-0.049266492543409424,-0.06660342211884174,-0.17953138686854409
3485,-0.11221007323088283,-0.10237233931602518,-0.0982267531999379,-0.11238476511921336,-0.11035080813935028
2289,-0.10317679364558219,-0.10981921142648843,-0.10545929716063451,-0.10153933297326823,-0.10653191060200595
1363,-0.17761851992639788,-0.10210383696603742,-0.03267900463851514,-0.14202241498737556,-0.15453157029774978
3347,-0.10503946922970253,-0.10598550041326416,-0.10534371500576589,-0.10490180721071762,-0.1054902207479993
1572,-0.105680472210262,-0.10502847510806723,-0.10519302170876288,-0.1055932383536815,-0.10539701238750276
986,-0.11554903087852386,-0.11148540747092295,-0.09653902597080533,-0.10951588076492824,-0.10825946945282183
1292,-0.10059625620171697,-0.10719693099498773,-0.10884623641539459,-0.10183481283511753,-0.10403480895620065
2075,-0.07420378532191896,-0.11328321962053012,-0.1324727143504162,-0.08724142905648158,-0.08668687253550855
1884,-0.10485648974924211,-0.10623166007954676,-0.10523040882313506,-0.10465703371101487,-0.10600394223621712
1764,-0.10676337316126572,-0.10455237277771445,-0.10454211446623363,-0.10654483913543522,-0.10526077771884845
4849,-0.10944239618781282,-0.10650442631527457,-0.1011159398994057,-0.10610045132413981,-0.10873932879444481
3764,-0.10846679991817132,-0.1032573110355145,-0.10391055898958057,-0.10697328072055545,-0.10574486115228454
4237,-0.10471678075022439,-0.10831402073774066,-0.10387009848273587,-0.10362048919206435,-0.10756413786544228
4375,-0.10528576736928619,-0.10521081406996191,-0.10544813486043847,-0.10544936429686447,-0.1051632710667697
47,-0.1055220875019025,-0.10538313733739091,-0.10510259997802429,-0.10539526890464024,-0.10548621408538583
880,-0.09773553906032661,-0.10553647735759664,-0.11295748701749708,-0.09953093374522692,-0.1013640615669541
4656,-0.10515226862877225,-0.1049358680905026,-0.10600273945734529,-0.10546819195115997,-0.10465823306785926
4198,-0.105182543427631,-0.1056617400943981,-0.10530660301690697,-0.10507126400862554,-0.10552957259300633
3992,-0.10535000966315378,-0.10535418439603461,-0.10533405375615823,-0.10532022526551899,-0.1054094024372052
2189,-0.10535809358325943,-0.10543354770028146,-0.10523947010318502,-0.10532168866550284,-0.10543538420435461
3040,-0.10625395538132976,-0.10713587973853822,-0.10385407146650716,-0.10486676758359814,-0.10725919308652698
2553,-0.10525562600292204,-0.10549515963382661,-0.10534741613564957,-0.1051954744893544,-0.1053800135558467
1684,-0.04965545399645277,-0.15139978511151275,-0.14939790746757364,-0.02989928706904177,-0.09316759968937538
2515,-0.1057814102360426,-0.10544258044922827,-0.10461902965674252,-0.10572322230193487,-0.10601408885971941
3946,-0.10547605781757685,-0.10517100796972267,-0.10534923433703858,-0.10551940722944664,-0.10521905545363275
3152,-0.127529373511852,-0.10709881248329456,-0.08910801278996938,-0.11910483354294965,-0.10935333663486335
3200,-0.12059947756911582,-0.07620228911724625,-0.10619967002862063,-0.1367653141554933,-0.0833037738522554
991,-0.08001985018617852,-0.08916769410981673,-0.13219231874864956,-0.10525584086886175,-0.087178197235666
1417,0.08737565209610487,0.340270128031511,-0.5826418584826621,-0.38385865872615665,0.6136944659947017
2978,-0.10528112621364516,-0.105527382382541,-0.10528634557566718,-0.1051900973995129,-0.10548452545405507
3094,-0.07414305113419628,-0.1104965139910633,-0.12957349651570993,-0.09147854896657115,-0.09090814430345884
628,-0.08210752391478349,-0.09027327935490781,-0.1357178694638791,-0.10601648320972534,-0.07540806520458576
3497,-0.10357031805040451,-0.10048547878865144,-0.10819354390799751,-0.10745392330667547,-0.10290754217324494
553,-0.10394946190950882,-0.10403610887325032,-0.10765761798014928,-0.10565730360198045,-0.10266384218333402
2713,-0.11762641326888879,-0.09183517401354113,-0.09811282519543618,-0.12174988286924482,-0.10427040510272512
2731,-0.11913843050463224,-0.10135687772648938,-0.09579241946688011,-0.11342571960787251,-0.11113176124654256
2469,-0.10926012075336022,-0.09779877388922198,-0.10425460542889642,-0.11663186731706265,-0.10326909612509105
37,-0.10534665721177017,-0.10541393848028091,-0.1053079685735765,-0.1053220189791062,-0.10534723267398494
1378,-0.05486413369114718,-0.16575082776630734,-0.12328903146507897,-0.042589707679662414,-0.11863993059231526
4416,-0.10566303835247581,-0.10524675550096707,-0.10512569744189482,-0.10547882700965305,-0.10546852709023002
3479,-0.10483585856725885,-0.11769279947800693,-0.09983020360613404,-0.09426704091428395,-0.11661343205055641
1374,-0.11863993059231526,-0.15404691624660927,-0.07033302155080612,-0.07399739202868394,-0.1566387172906103
3042,-0.10542516869117657,-0.10210534320944031,-0.10625395538132976,-0.10713587973853822,-0.10385407146650716
3897,-0.10480335444635458,-0.10398695270084479,-0.10632528288196419,-0.10662499365816525,-0.10365867633027626
1763,-0.10455237277771445,-0.10454211446623363,-0.10654483913543522,-0.10526077771884845,-0.10351626680971326
1295,-0.10189310236398297,-0.1100570768036856,-0.10605246504828103,-0.10059625620171697,-0.10719693099498773
1521,-0.10488069953429346,-0.10531998873925841,-0.10571453174646306,-0.10515066531506478,-0.10515160644430321
4248,-0.09588730831540804,-0.10566894127619897,-0.11157225831736783,-0.10285358101735842,-0.10326882340207222
264,-0.0009709335619741966,-0.18639449730216662,-0.18070522202113548,0.030738245681012355,-0.09757672279272944
2067,-0.10736513427067407,-0.13281532805956797,-0.09168179397168419,-0.08225535520533955,-0.12871198417114638
1602,-0.10502042242434262,-0.10402985060793646,-0.10629063775508751,-0.1057898558479915,-0.10415284633145017
4172,-0.10439254220190664,-0.10474683336711132,-0.10698408124857461,-0.10527584424045211,-0.10354824895824188
1453,-0.11001518835041757,-0.10832956957243078,-0.0975560909604547,-0.1059097590560748,-0.11500606402545954
1505,-0.10543874374489326,-0.10520609714832163,-0.10530654049309718,-0.10547910017697659,-0.10527551435697169
2143,-0.10577688907940619,-0.10464005655806874,-0.10538897900401667,-0.10640955400557517,-0.10494791459097486
4339,-0.1053532818915639,-0.10570627450860104,-0.10517525109097281,-0.10505560142562631,-0.10561259390820954
3244,-0.10638123387666176,-0.10502506921916288,-0.1033832500269608,-0.10681137622077108,-0.10779147235566344
958,-0.10038087714014354,-0.049650753711959705,-0.13524907166118738,-0.14272661348553917,-0.06120681897380165
3835,-0.10848495339969633,-0.0964591914264249,-0.10675798302396544,-0.10988755177497223,-0.10144957179528835
1371,-0.07399739202868394,-0.1566387172906103,-0.11276508675769226,-0.045638827456719766,-0.12877803186336545
2571,-0.10533578912896902,-0.10538470574741421,-0.10531236390298326,-0.105320919838929,-0.10533632730183429
65,-0.10490256637322892,-0.10728372028870603,-0.10509720091705554,-0.10389409596287325,-0.10623211510296982
1405,-0.3764492488803334,-0.9994508409399726,0.5542246398987583,0.3815850145552797,-0.9111949965398556
3425,-0.10106559678166038,-0.11489851234430948,-0.10493395440823472,-0.09681429458002289,-0.10979660180209572
3416,-0.10379764386905876,-0.09994236812282342,-0.1090032925258797,-0.10823555309727584,-0.10102936753779868
570,-0.10674917751617952,-0.1099089414065858,-0.1020746398171789,-0.10314392805240924,-0.10870975061840238
4763,-0.10462501389034995,-0.1050434125721188,-0.10605902407813639,-0.10526894293561129,-0.1047895596290177
2846,-0.10453321503083601,-0.10496359185093618,-0.10634444990188585,-0.10512227514075612,-0.10443707356317444
2566,-0.10538634713308959,-0.10531027906294688,-0.10530855369923753,-0.10535703499383953,-0.10539627392157203
1364,-0.07279293434781897,-0.17761851992639788,-0.10210383696603742,-0.03267900463851514,-0.14202241498737556
3934,-0.10530870019197525,-0.10575434369722425,-0.1052285331624283,-0.10495233223879441,-0.10568223112598474
4226,-0.10623396819881492,-0.10507890459837566,-0.10452475421942387,-0.10562983434106687,-0.10591099681253191
3859,-0.09462357611536198,-0.0721243647629789,-0.1347398938057386,-0.12898537758716122,-0.059978544029312464
3736,-0.10422929353584054,-0.10580414971434171,-0.10618527264819122,-0.10455555195158162,-0.10493176795015557
2946,-0.10529434125534332,-0.10528234062425412,-0.10542419849522933,-0.1053283162773393,-0.10529858297756334
100,-0.10101977666621098,-0.11266377035806119,-0.10811113142670437,-0.09548823890287872,-0.1062451918283277
3732,-0.10493176795015557,-0.10616412326983304,-0.10541605249339381,-0.10457580563878033,-0.10551926092965513
2221,-0.10533799153434387,-0.10529482958164327,-0.10534364572451338,-0.1053854478793681,-0.10529810945468177
988,-0.10525584086886175,-0.087178197235666,-0.11554903087852386,-0.11148540747092295,-0.09653902597080533
4694,-0.10626151348911472,-0.10307425790940095,-0.10550218221026941,-0.10751651023016517,-0.10392808214178395
284,-0.10593341096484432,-0.11880063921965245,-0.09820738351237346,-0.09313048898393728,-0.11990464142421675
2153,-0.10544327389759,-0.1051170410200225,-0.10533325790800774,-0.10561871022525882,-0.10505142068837114
1796,-0.10547941177071085,-0.10522193093779098,-0.10521746804718302,-0.10552066197643717,-0.10546147974366282
2992,-0.10501476141389021,-0.10558909586270893,-0.10544188311399072,-0.10501875922149662,-0.10547983701574071
3202,-0.08490336134171517,-0.1272881849851255,-0.12059947756911582,-0.07620228911724625,-0.10619967002862063
1398,-0.38621810437458215,-0.5812541870129839,0.3425248527693563,0.08435183966428372,-0.5430433970831405
1766,-0.10419273942997653,-0.10585068564806543,-0.10676337316126572,-0.10455237277771445,-0.10454211446623363
3986,-0.10530413671294359,-0.10539721431986482,-0.10538306820888144,-0.10523286475930926,-0.10537864080335801
299,-0.10358407171353057,-0.10426356324101427,-0.10799778625980994,-0.10557814560863132,-0.10299653914361095
1474,-0.10554252673628095,-0.10563224248999803,-0.10489674562023976,-0.10509976296573298,-0.1060546771784252
4458,-0.11909912089922603,-0.11741185801428444,-0.09069379172038738,-0.10229401207715738,-0.11660849067918078
4835,-0.10648619986279784,-0.10538887038934519,-0.10460318801481971,-0.10555027096028657,-0.10567152297630278
924,-0.09640949043569091,-0.10226392903126469,-0.11923151081512118,-0.10057654223928492,-0.09078563381569627
3343,-0.1054902207479993,-0.10560795914591914,-0.1051097273690641,-0.10531914514140717,-0.1055733773717078
1509,-0.10556586715471505,-0.10532781922892653,-0.10513597594161561,-0.10543920790504469,-0.10543874374489326
3321,-0.10530598458565599,-0.10535899800759474,-0.10534049212293473,-0.10532278331042133,-0.1053301655867982
1018,-0.10509381823232411,-0.10964856752826846,-0.10659696820305242,-0.09752561635360857,-0.10380716076954499
304,-0.10654202061938678,-0.1055404180432451,-0.10376488759691749,-0.10606467249403584,-0.10699705680625704
3421,-0.10979660180209572,-0.11111401719485958,-0.09864298396588589,-0.10329294867138816,-0.11208597455046665
2829,-0.10176817706412422,-0.10209966026081163,-0.11152002513801307,-0.10668661514645439,-0.09892713978404954
4110,-0.10820080917548747,-0.10540173042986278,-0.10357055223702893,-0.10479224248977226,-0.1070133913567275
2967,-0.10543093137998072,-0.10530130280190353,-0.10527697221695409,-0.10544371724471413,-0.10530034501310437
4625,-0.0989001421665413,-0.10794045847578926,-0.10931070489238415,-0.1015560180175823,-0.1039465191964245
4035,-0.10539836301625471,-0.1053014546014096,-0.10529094567796238,-0.10541251250821282,-0.10534657603833852
615,-0.11289140500362982,-0.09782093670566794,-0.10377850416966672,-0.11135539144469753,-0.1038104007673124
3834,-0.0964591914264249,-0.10675798302396544,-0.10988755177497223,-0.10144957179528835,-0.10503882486406102
938,-0.10924878778666436,-0.09955216775597064,-0.10573516287420404,-0.11194646934446273,-0.1028887616422155
61,-0.10623211510296982,-0.10621885776223683,-0.10428163656771405,-0.10520038664368436,-0.10628984662363705
161,-0.10431556007024956,-0.10735587576119887,-0.105069256568044,-0.10396018633245907,-0.10600979695443602
1859,-0.10540798712441679,-0.10535512548037318,-0.10525984571510683,-0.10538523577494352,-0.1053690086798561
4624,-0.10794045847578926,-0.10931070489238415,-0.1015560180175823,-0.1039465191964245,-0.10867733843725846
