,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
1770,-0.10192713501692985,-0.10164645466146027,-0.10034106250644514,-0.09875528716412085,-0.09803169353954766,-0.09878855876279269,-0.10080712528728386,-0.1029208257912928,-0.10375888089179197,-0.10252117394977833,-0.09982497609164287
2170,-0.10025362142122152,-0.10028412283649157,-0.10034901807859375,-0.10034030929023818,-0.1002830265339868,-0.10020813863796929,-0.10024470146090825,-0.1003730721227798,-0.10055061625148776,-0.10060501931318488,-0.10049669263401895
3879,-0.10523860110320737,-0.10283706240769919,-0.09887769932296575,-0.09568991221724732,-0.09523142701597709,-0.09801551786216678,-0.10254255457912054,-0.10622495845393654,-0.10677021615221582,-0.10354941612908286,-0.09810863926064806
881,-0.10753253712012201,-0.1061389884820747,-0.10008395780204327,-0.09394217968777041,-0.09319072685413243,-0.09907977679346636,-0.10588449529639543,-0.10686610538294727,-0.10073843240527047,-0.09359523323935481,-0.09211046766241704
1651,0.06660620805275164,0.009068523299920583,-0.13072794847618086,-0.24986693837434293,-0.26573324176644,-0.16973187786727728,-0.02932547596130164,0.059159822589267996,0.03717321822246289,-0.07808638204289386,-0.20687385793165292
2343,-0.10270278206938943,-0.11862571482086937,-0.12361353169127487,-0.11172050661947608,-0.08972081613990801,-0.07311710253620751,-0.07552120194900946,-0.09859060435095757,-0.128338476497862,-0.14298973331758413,-0.12805156623261893
3968,-0.10057405957706156,-0.1005750243660063,-0.10043876500859705,-0.10027629670991034,-0.1002552454280351,-0.10033175446331066,-0.10043518605337787,-0.10042271875475217,-0.10031959473350738,-0.10018862877232848,-0.10019391811476774
698,-0.10187716152954329,-0.10344512348056001,-0.10305968545778832,-0.10073621668257438,-0.09792210864480244,-0.09647063909614761,-0.09748409920282686,-0.1002781686831049,-0.10297093195002538,-0.10384842964575725,-0.10253601285878622
3905,-0.09603768039800409,-0.09770237996696385,-0.10117448920272976,-0.1039824803553191,-0.10423014975440892,-0.10183862543532529,-0.09845660812775803,-0.09650729342187492,-0.09721854265282504,-0.10003246848774261,-0.10297415449561242
4277,-0.159520885289808,-0.10301188606784051,-0.03336131686850041,-0.0055544906546707296,-0.04680723112274088,-0.13556371978840598,-0.2115507374774911,-0.2165362350443072,-0.13737967980962684,-0.021512511099115006,0.05059284620704485
1776,-0.1008111397681003,-0.10004120068333322,-0.09932389739761549,-0.0991799177316488,-0.09989728603728176,-0.10108625305736785,-0.10192713501692985,-0.10164645466146027,-0.10034106250644514,-0.09875528716412085,-0.09803169353954766
3745,-0.10054723466539173,-0.10080005152053029,-0.10085987298118604,-0.10075503545921316,-0.10044406919567173,-0.10013047155248578,-0.09987487220684521,-0.09986149974242597,-0.10015349203256885,-0.10060803597452528,-0.10088918812957481
1185,-0.10493718203017965,-0.1082012967937177,-0.10625226107748587,-0.10033570478417464,-0.09431120430851525,-0.09224056849383533,-0.09554730756537688,-0.10193460592349501,-0.1067435434479801,-0.107081842469117,-0.1032355331980358
1990,-0.09135214030564776,-0.09554521984431374,-0.10352552321899977,-0.10917751875636839,-0.108095611835487,-0.10070743223725642,-0.09218957616848467,-0.08905358506553296,-0.09426858328045795,-0.1035607478362286,-0.11006973932171704
3730,-0.09954377367544631,-0.09984233740280046,-0.10038903427456203,-0.1008296943436936,-0.10102999187042505,-0.1008836263102687,-0.10051042762540974,-0.10003754760959083,-0.09969293663736556,-0.0995720944801346,-0.09976616662302618
3582,-0.1005652941043812,-0.10081941306915065,-0.1008304498243584,-0.10065329861885597,-0.10046094956296525,-0.10022948730105186,-0.09996765606575142,-0.09975211208538493,-0.09986976934945813,-0.10034385823889169,-0.10088844876596603
4682,-0.10304931990983379,-0.1077333000551427,-0.10719764469976112,-0.10244734167950931,-0.09715914240872958,-0.09479234116335689,-0.09644459495435542,-0.10032315326117502,-0.1034278502723478,-0.10372731695560233,-0.10155969712657908
3985,-0.10011526156507788,-0.10032415702156272,-0.1005656633332086,-0.10069787027091193,-0.10057945777012389,-0.10031159731396444,-0.10004454467956225,-0.1000029711425453,-0.10019727153039404,-0.10052855415799733,-0.1007333431520756
1989,-0.09554521984431374,-0.10352552321899977,-0.10917751875636839,-0.108095611835487,-0.10070743223725642,-0.09218957616848467,-0.08905358506553296,-0.09426858328045795,-0.1035607478362286,-0.11006973932171704,-0.10957135914123073
393,-0.10013473579292043,-0.1000483424847336,-0.10015215557876589,-0.10037704023207805,-0.10052135484817448,-0.10051205378090622,-0.10036372756874845,-0.10024225204786141,-0.10019555099360922,-0.10026680983307146,-0.10035569793584576
1354,-0.08351563382627902,-0.14975091086573566,-0.17906534559770582,-0.15728132107903048,-0.10286079116889879,-0.053319068111931656,-0.03854211933034335,-0.06323006201891235,-0.10751095763342411,-0.14190123816050615,-0.1462738472272488
1572,-0.1023988527758305,-0.1023699802747996,-0.1010925932573421,-0.09961106252799257,-0.0989642226057541,-0.09937612442048449,-0.10033777027772706,-0.10100229165604879,-0.10093617785973474,-0.10042953218217032,-0.10007904991707572
2135,-0.09859244352360996,-0.09819850406456176,-0.09967251269675914,-0.10255575176274379,-0.10491405723805525,-0.10458833748436525,-0.10052553830943312,-0.09448660140679987,-0.09109570693910374,-0.09372587572745184,-0.10166753273200224
1474,-0.10019554149244869,-0.10036296994890725,-0.10048126879624053,-0.10055448744185436,-0.10058973017085027,-0.10048558110818573,-0.10012302606004941,-0.09968760662886011,-0.0995075085135122,-0.09979441162108849,-0.10053988132213476
3616,-0.10044050750887401,-0.10035290033780797,-0.1002279537959917,-0.10011320419832781,-0.10013413548032812,-0.1002466470444221,-0.10042973077841189,-0.10054123340343157,-0.10054161745298407,-0.10038529670809804,-0.10019220936598405
4067,-0.09978353783854554,-0.09988087873363583,-0.10023117062739884,-0.1006061915745583,-0.10073260492457692,-0.10058082665782753,-0.10028602561861766,-0.10011358917857816,-0.10011345614501277,-0.10028297430628796,-0.1004486605175905
2626,-0.0961301875651579,-0.103149129290669,-0.1083660380412017,-0.10843816312176235,-0.10324236179997448,-0.09625533863573432,-0.09210703414100618,-0.09324365174215354,-0.09872734311140052,-0.10465032856747403,-0.10726141538083844
4269,-0.13737967980962684,-0.021512511099115006,0.05059284620704485,0.020793796627069927,-0.09858929531202554,-0.22464545333599306,-0.2613770470549368,-0.17738839402729034,-0.03554815189247573,0.0634783778976944,0.05045373509563511
4679,-0.10244734167950931,-0.09715914240872958,-0.09479234116335689,-0.09644459495435542,-0.10032315326117502,-0.1034278502723478,-0.10372731695560233,-0.10155969712657908,-0.09897996454279967,-0.09801306007904065,-0.09895307147573396
3231,-0.09993704340540455,-0.1000978506985275,-0.10024661602897311,-0.10004841759748895,-0.09951195121327128,-0.09920608299603151,-0.09957393046973462,-0.10060486005620184,-0.10178881026818842,-0.10250461169189351,-0.10180642198652712
4506,-0.1162881106687983,-0.12313575911740515,-0.11416159962646732,-0.09343884217661813,-0.07460199209185081,-0.07174352420895735,-0.08910605984584619,-0.11640944962971367,-0.1348956677725568,-0.130801275732632,-0.1054264125550507
595,-0.06670014285822845,-0.09386319086612849,-0.12296996447874076,-0.1355895319068151,-0.12604480602154877,-0.10311465555347299,-0.08211832503107763,-0.07444860031533629,-0.08174572849938455,-0.09698688812191292,-0.11012772301622831
2597,-0.0998771476815753,-0.10048245654339383,-0.10091117941618777,-0.1009354299736821,-0.1005636256751965,-0.10011160065918168,-0.0998394528783525,-0.09990341581991324,-0.10017982658886815,-0.1004984340203352,-0.10064114059976448
1251,-0.10666664189197705,-0.10218251663607147,-0.09441276242901886,-0.08843037092047201,-0.08932218679665505,-0.09838350077482483,-0.11112654127571286,-0.1189923464040955,-0.11522475973889412,-0.10043802172576466,-0.08331551961141115
1084,-0.10018776646265426,-0.10032087288592173,-0.1004503630312128,-0.10045091837714304,-0.1003569302798113,-0.100226650667259,-0.10019693448066336,-0.1002624491245675,-0.10039976895254676,-0.10046494766962544,-0.10042300075460042
2716,-0.10181045426861035,-0.08369546190095523,-0.07493938671420364,-0.0819159108508074,-0.10140440574025988,-0.12159779889299227,-0.12931050382735654,-0.11836534767054929,-0.09463474668239169,-0.07293674909193004,-0.06812326707971028
4234,-0.11435468878568866,-0.1137567818961257,-0.10478691150208619,-0.09371561836594766,-0.08783656466590295,-0.09037151731243043,-0.09902395694747024,-0.1072828777439252,-0.10982293603564885,-0.10609649497974061,-0.0993840056954306
1327,-0.10362046850955808,-0.0965732489138057,-0.0924098474665912,-0.09354795518973025,-0.09871291057694154,-0.1041986886872186,-0.10635414227638673,-0.10388664025802896,-0.0992883413304898,-0.09638217947941496,-0.09693503789217572
4112,-0.10152825001053711,-0.08472795685826728,-0.07865196188598267,-0.08701401625232552,-0.10362526248610526,-0.11621646617423809,-0.11654679818641811,-0.10597230998794116,-0.09330304553048663,-0.08758294107169873,-0.0919043757744119
2381,-0.07953754370759358,-0.09679319691743316,-0.11205774822629733,-0.11504684041913882,-0.10768431058669636,-0.09783734162690816,-0.09216126954223403,-0.09319024669437692,-0.098945743659416,-0.10510503882222555,-0.10773021635649305
802,-0.10126800941745662,-0.10287217435185048,-0.10263737757878821,-0.10075130827200218,-0.09861625160322163,-0.0977270109939864,-0.09872247015806745,-0.10084786185952843,-0.10260451441235985,-0.10272389873804,-0.10121707800923996
4676,-0.09644459495435542,-0.10032315326117502,-0.1034278502723478,-0.10372731695560233,-0.10155969712657908,-0.09897996454279967,-0.09801306007904065,-0.09895307147573396,-0.10080859537575082,-0.1020723738993009,-0.1019585694689551
3020,-0.09937241321097623,-0.09901596215824837,-0.09930015460283359,-0.10027817843714071,-0.10162430563195413,-0.10243855429079618,-0.1018824947812782,-0.09988858802424538,-0.09767032449007129,-0.09694321142547357,-0.09863237132677705
2857,-0.10035325515166726,-0.10030821628514519,-0.1001216330428234,-0.10001213618557303,-0.10009030782356387,-0.10038792160652721,-0.10063932731493319,-0.1005730727766857,-0.1000805567904246,-0.09959614599175992,-0.09960665393722812
4236,-0.0920832340639014,-0.10553261657825519,-0.11435468878568866,-0.1137567818961257,-0.10478691150208619,-0.09371561836594766,-0.08783656466590295,-0.09037151731243043,-0.09902395694747024,-0.1072828777439252,-0.10982293603564885
1347,-0.06323006201891235,-0.10751095763342411,-0.14190123816050615,-0.1462738472272488,-0.1221625429051858,-0.08868235768423272,-0.0678100935541861,-0.06999968072120732,-0.09021958925928675,-0.11213909168664848,-0.1205081368423836
2325,-0.10745235458639302,-0.06414872810573014,-0.047124154024500764,-0.0656714892282686,-0.1045575916902789,-0.13774485617427168,-0.1451429957464082,-0.12468744254517261,-0.09207360520611452,-0.0693630782810053,-0.06918805624065594
2627,-0.09153781076893175,-0.0961301875651579,-0.103149129290669,-0.1083660380412017,-0.10843816312176235,-0.10324236179997448,-0.09625533863573432,-0.09210703414100618,-0.09324365174215354,-0.09872734311140052,-0.10465032856747403
649,-0.100029049005803,-0.10302331928263297,-0.10485287335765536,-0.10257240943527979,-0.09608205343576548,-0.09073566456054127,-0.09254788363043476,-0.10179001884435435,-0.11252906300945353,-0.11651549661380267,-0.10939535823062174
259,0.11467524083793701,0.05262948463040762,-0.13716289294848316,-0.3180618901582428,-0.34382577123325975,-0.17975281149103217,0.05388097921536361,0.18049190820225602,0.09214897822319812,-0.1476288629419804,-0.33711774536241
1983,-0.08905358506553296,-0.09426858328045795,-0.1035607478362286,-0.11006973932171704,-0.10957135914123073,-0.10307182761144373,-0.09540441374998343,-0.09171278298798369,-0.09399327888246245,-0.10008801672522782,-0.10550557096976432
3542,-0.10890770920865223,-0.12300610835889447,-0.12799371879639676,-0.11233245650016754,-0.07504547858841992,-0.04083894878260097,-0.04540734591192974,-0.0955578263094089,-0.16305667125268453,-0.19938714814668412,-0.1703090107247075
2401,-0.1452589162209288,-0.16099233851063077,-0.1350513839173062,-0.08093520534269938,-0.03560733574045716,-0.03457764347159753,-0.0791070045125507,-0.13308623092417282,-0.16084011093174178,-0.14769390327422727,-0.10641105141529061
1804,-0.10014383376470681,-0.09987850865602477,-0.09993904533203035,-0.10026680994955517,-0.10066962192851492,-0.10082079437937197,-0.10062202639027795,-0.100175033759213,-0.09984679313928568,-0.09984421031944557,-0.10019888919998166
835,-0.09790372503672573,-0.0988776330022404,-0.10052511093332517,-0.10207119565357381,-0.10279708668738108,-0.10233896318464886,-0.10074425618768224,-0.09877225546688673,-0.09750356005599714,-0.0978655009643864,-0.09979802683132777
290,-0.09858042130105305,-0.09142465046424497,-0.09145383243869887,-0.10083634540308872,-0.114321005020802,-0.12161045557638106,-0.11515275077968046,-0.0956672421255147,-0.07230651811145694,-0.060570135392504,-0.07353453370449825
1951,-0.10348871999060671,-0.1014480505013956,-0.09852260946010327,-0.09681537380322391,-0.09767162095932436,-0.10073933211044472,-0.10383368205843369,-0.1044561551322486,-0.10150400617015176,-0.0968696052751784,-0.09446757347905343
794,-0.10260451441235985,-0.10272389873804,-0.10121707800923996,-0.09917860566399106,-0.09810160710304106,-0.0986458043526034,-0.10032749287192344,-0.10188033390342133,-0.10233945532902533,-0.1014968030133262,-0.10006567951582723
4651,-0.10531982655993943,-0.10544516436115392,-0.1018120374257151,-0.0968065623663672,-0.0941642917819776,-0.09633061754788019,-0.10203759538533208,-0.10682057443761095,-0.10590506320902116,-0.0992514421883981,-0.09251816231507759
1595,-0.09936049494221455,-0.10007156656802096,-0.1010038111711068,-0.10108356235416083,-0.10004754411632621,-0.09887421607525737,-0.09882798950324767,-0.10034371915417417,-0.10240402541505245,-0.10329467075641818,-0.10189080819727825
3307,-0.1002858069793503,-0.10031414548943496,-0.10033628572273112,-0.10036751578768577,-0.10035691667614832,-0.10035016315003586,-0.10033094694865918,-0.10032903158061457,-0.1002848130802576,-0.10024049602956886,-0.10021394566205721
935,-0.0830765952464757,-0.11208705222213089,-0.1256634267213268,-0.12099326687872558,-0.106815487976473,-0.09346927110422432,-0.0878259384720822,-0.09146475642544216,-0.1011524531312954,-0.110898800128019,-0.11459856042724081
2687,-0.10295393653606255,-0.09873583898648708,-0.09788626744584827,-0.10026744281620648,-0.10286383190595783,-0.10279711558471805,-0.0998236863691333,-0.09706074564972889,-0.0974479852553124,-0.10159597911526941,-0.10720530081905622
3403,-0.0991088611973654,-0.10208731819644945,-0.10287687157429681,-0.1020660832945981,-0.10089375906296227,-0.1002709991413393,-0.10029452458801136,-0.10055476490733417,-0.10047493407420705,-0.09997880401720127,-0.09944023437188743
3481,-0.09458536677652729,-0.11148201198260987,-0.12094721753898419,-0.11542262571721673,-0.09830202175843339,-0.08152261063216282,-0.07747694585135889,-0.09010936971940675,-0.1113117812642479,-0.1261109042037324,-0.12321817366553434
335,-0.10006262868626681,-0.10011173158131081,-0.10030909068354177,-0.10056363697076864,-0.10061455097508976,-0.10038122264945237,-0.09996383203939407,-0.09970136068116198,-0.09978638052182665,-0.10025492593492313,-0.10078466378356843
1748,-0.1183475972302429,-0.11974380748434332,-0.10788139036320121,-0.0889610036974885,-0.0754616144101089,-0.07802505530208592,-0.09730978380983035,-0.12180110866469429,-0.13433506752636615,-0.12361527226308466,-0.0937891837933239
2730,-0.051063294160010875,-0.06338375651931605,-0.09737045458680316,-0.12740196859334785,-0.13547293934413418,-0.12230267301406816,-0.10026474303802035,-0.08240701820815632,-0.07656876361240628,-0.08404277666773752,-0.10018086742538546
3584,-0.09972667076454145,-0.10009403732484035,-0.1005652941043812,-0.10081941306915065,-0.1008304498243584,-0.10065329861885597,-0.10046094956296525,-0.10022948730105186,-0.09996765606575142,-0.09975211208538493,-0.09986976934945813
851,-0.08936843134024741,-0.0813092892722691,-0.08625293896699726,-0.09936832085986247,-0.11116480232326631,-0.11435806142490412,-0.1082688818684977,-0.09839074644476054,-0.09161662435410611,-0.09175035610788951,-0.09736047100467571
1938,-0.10712628699282678,-0.10740873742444623,-0.10226198358616401,-0.09495085277396309,-0.09080371324283554,-0.0932958187537487,-0.10116462969052109,-0.10913948243097982,-0.11153314437619843,-0.10611121930279532,-0.09607110512539518
1500,-0.10031266012480589,-0.10026710626906044,-0.10025713240962231,-0.1002961636969879,-0.10039007478498618,-0.10046153105930955,-0.10044146304533774,-0.10028244680173215,-0.10009835662917,-0.1000278398821588,-0.10015241757310478
1172,-0.09571303614292326,-0.09906829618952906,-0.10264518380611432,-0.1041576004118453,-0.1030994902687895,-0.10064990142719143,-0.09865392301035047,-0.09818240957842828,-0.09912100482589947,-0.10040328381916719,-0.10108933994355662
1823,-0.10034444855632374,-0.10025010623153086,-0.10024141506567508,-0.10032497650869088,-0.10037946533086617,-0.10038057499352016,-0.10031090942306753,-0.1002939033965311,-0.10033658780498,-0.10043487959244646,-0.10045220127673238
865,-0.08497548276274658,-0.08450561624715558,-0.09614817366395811,-0.11280394768061353,-0.12247873810374332,-0.11691669284547357,-0.09811985601554218,-0.07886283511180969,-0.07376954043557182,-0.08777370012922048,-0.10936668739381705
4685,-0.0925884664329002,-0.09141633858283982,-0.09592384611703952,-0.10304931990983379,-0.1077333000551427,-0.10719764469976112,-0.10244734167950931,-0.09715914240872958,-0.09479234116335689,-0.09644459495435542,-0.10032315326117502
3014,-0.1018824947812782,-0.09988858802424538,-0.09767032449007129,-0.09694321142547357,-0.09863237132677705,-0.10184555914359994,-0.10445737605503835,-0.1044311248208949,-0.10149021314918283,-0.09739288408193181,-0.0950193623640535
889,-0.09400974732519707,-0.1013168396970352,-0.10598456785601884,-0.10430309587719777,-0.09956645445577628,-0.0968962210484553,-0.09894767323456088,-0.10401896036746805,-0.10753253712012201,-0.1061389884820747,-0.10008395780204327
