,Y,X1,X2,X3,X4,X5,X6
4629,-0.9901593999430061,-0.9959110790411428,-0.9976182819734534,-0.9977490019529565,-0.9975424643853416,-0.9974091300062484,-0.9976182819734534
2194,-0.9984235170471926,-0.9984235170471926,-0.9984235170471926,-0.9984235170471926,-0.9984235170471926,-0.9984235170471926,-0.9984235170471926
488,-0.991414311746236,-0.9878587283037514,-0.981113577361391,-0.9746821543698382,-0.9781854498205215,-0.9872835603939377,-0.9891659280987825
3898,-0.999328099305354,-0.999328099305354,-0.999328099305354,-0.999328099305354,-0.999328099305354,-0.9991764641291304,-0.9989960705574161
3963,-0.9989960705574161,-0.9991764641291304,-0.999328099305354,-0.999328099305354,-0.999328099305354,-0.999328099305354,-0.999328099305354
90,-0.9946300232420123,-0.9935842634059875,-0.9924600715822608,-0.9903946959061117,-0.9818194652507078,-0.9613225724646206,-0.9519107339403969
3488,-0.9948391752092173,-0.9941855753117018,-0.9919633356601489,-0.9901332559471054,-0.9912051597790309,-0.9959372230370435,-0.9958849350452422
75,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993882304959255,-0.9993620865000248,-0.9993359425041242,-0.9993359425041242
976,-0.9980758019017143,-0.9980758019017143,-0.9979137091271304,-0.9976365827705839,-0.9975006339919006,-0.9972182788361739,-0.9968784068894658
4042,-0.9997725472356646,-0.9998091488299254,-0.9998091488299254,-0.9998091488299254,-0.9998091488299254,-0.9997960768319751,-0.9998065344303354
1445,-0.998779075391441,-0.998779075391441,-0.998779075391441,-0.998779075391441,-0.998779075391441,-0.998779075391441,-0.99873985939759
233,-0.99368883938959,-0.9918587596765465,-0.9880678802709564,-0.9755187622386581,-0.9911528717872297,-0.9965646789386583,-0.9962509509878509
1356,-0.9916757517052421,-0.9972182788361739,-0.9982666530717887,-0.998279725069739,-0.998279725069739,-0.998279725069739,-0.998279725069739
4236,-0.9988862657746336,-0.9987503169959503,-0.9974954051927205,-0.995205191151826,-0.9978405059386086,-0.9994143744918261,-0.9995555520696895
4683,-0.9946823112338136,-0.9946823112338136,-0.9941332873199006,-0.9933489674428819,-0.9930352394920744,-0.9924600715822608,-0.9924339275863602
2870,-0.996799974901764,-0.996799974901764,-0.996799974901764,-0.996799974901764,-0.9967476869099627,-0.9963555269714534,-0.9963293829755527
1982,-0.9986483554119379,-0.9986483554119379,-0.9986483554119379,-0.9986483554119379,-0.9986483554119379,-0.9986483554119379,-0.9986091394180869
4193,-0.9998823520184472,-0.9997254880430435,-0.9996365984569814,-0.9998039200307454,-0.9998352928258261,-0.9996836576496024,-0.9997437888401739
1788,-0.9974143588054285,-0.997348998815677,-0.997139846848472,-0.9969829828730683,-0.9974509603996894,-0.997139846848472,-0.997139846848472
861,-0.9560937732844963,-0.9917018957011428,-0.9971137028525714,-0.9973228548197763,-0.9975790659796024,-0.9978927939304099,-0.9977490019529565
2290,-0.994107143324,-0.9934273994305838,-0.99368883938959,-0.9939502793485961,-0.9938457033649937,-0.9955712070944347,-0.9956234950862359
1901,-0.9850090327505837,-0.9712572909068568,-0.9901071119512048,-0.994447015270708,-0.9942901512953043,-0.9942901512953043,-0.9942901512953043
4412,-0.9988313633832422,-0.9986875714057888,-0.9986797282070187,-0.9985882242213664,-0.9985124066332547,-0.9985124066332547,-0.9984941058361242
4776,-0.9983476994590808,-0.998274496270559,-0.998149005090236,-0.9988287489836521,-0.9980261283095031,-0.9979842979160621,-0.9977490019529565
273,-0.9628912122186579,-0.9424988954161732,-0.9121718601714524,-0.8896880236969179,-0.859360988452197,-0.9011913818931914,-0.9367472163180365
2977,-0.9983607714570311,-0.9982431234754783,-0.9982431234754783,-0.9982431234754783,-0.9983869154529317,-0.9985071778340745,-0.9985071778340745
3875,-0.9989960705574161,-0.9988967233729937,-0.9985202498320248,-0.9985202498320248,-0.9983895298525217,-0.99789802272959,-0.9984862626373541
180,-0.9961202310083478,-0.9944731592666086,-0.9931921034674782,-0.9912835917667329,-0.9866038165005215,-0.9980287427090931,-0.9978718787336894
158,-0.9988130625861118,-0.9988130625861118,-0.9987607745943106,-0.9985777666230062,-0.998865350577913,-0.9989960705574161,-0.9989960705574161
612,-0.994786887217416,-0.9923554955986583,-0.9875450003529439,-0.9778455778738134,-0.9730873706199002,-0.9626297722596517,-0.9844077208448694
3016,-0.9948914632010186,-0.9951790471559254,-0.9957019270739378,-0.9959372230370435,-0.9959372230370435,-0.9956757830780372,-0.9952574791436273
4292,-0.9951006151682236,-0.9948391752092173,-0.9946823112338136,-0.993819559369093,-0.9923032076068571,-0.9900025359676023,-0.9860809365825092
3591,-0.9977542307521367,-0.9970614148607702,-0.9968261188976646,-0.9970875588566708,-0.9972967108238757,-0.9972967108238757,-0.9972967108238757
3654,-0.9980365859078634,-0.9982117506803975,-0.9984235170471926,-0.9980418147070435,-0.9983503138586708,-0.9980810307008944,-0.9981882210840869
1695,-0.9932182474633788,-0.995832647053441,-0.995832647053441,-0.995832647053441,-0.995832647053441,-0.995754215065739,-0.9953620551272298
3921,-0.999328099305354,-0.999328099305354,-0.9990928033422485,-0.9989960705574161,-0.998779075391441,-0.9985124066332547,-0.9979241667254907
4432,-0.9984209026476024,-0.9986431266127578,-0.9985829954221863,-0.9989594689631552,-0.998611753817677,-0.9983110978648199,-0.9984888770369441
901,-0.9972182788361739,-0.9977307011558261,-0.998692800204969,-0.9983006402664596,-0.9982823394693292,-0.9982823394693292,-0.9979947555144223
2753,-0.9893750800659874,-0.9876234323406458,-0.9772442659680991,-0.9668128116037511,-0.9492963343503348,-0.9273353777938128,-0.9920417676478508
1677,-0.9500806542273534,-0.8708643466484705,-0.7587066042348045,-0.9771919779762979,-0.956878093161515,-0.9951529031600248,-0.9953620551272298
2670,-0.9926953675453664,-0.9920417676478508,-0.9910744397995278,-0.9891136401069812,-0.986708392484124,-0.9832835290211427,-0.9787606177303352
1258,-0.998279725069739,-0.9982535810738384,-0.9980758019017143,-0.9975450787849316,-0.9964078149632546,-0.9962248069919503,-0.9964339589591552
3911,-0.9978823363320497,-0.9968784068894658,-0.9932966794510807,-0.9969568388771677,-0.9995607808688696,-0.9995607808688696,-0.9994248320901863
1906,-0.9946038792461117,-0.9912574477708322,-0.9932705354551801,-0.9921463436314533,-0.9895580880372918,-0.9850090327505837,-0.9712572909068568
1247,-0.9916757517052421,-0.9886691921766707,-0.9808782813982855,-0.9628912122186579,-0.9877280083242483,-0.9965123909468571,-0.9954666311108322
998,-0.5372669589565409,-0.7472032460385309,-0.7746544417341835,-0.9589696128335647,-0.9649827318907076,-0.9841462808858632,-0.9935842634059875
4183,-0.9997542464385342,-0.9997202592438633,-0.9998483648237764,-0.9996836576496024,-0.9996365984569814,-0.9996758144508323,-0.9995633952684596
3871,-0.9983895298525217,-0.99789802272959,-0.9984862626373541,-0.9985202498320248,-0.9979215523259006,-0.9978666499345092,-0.9984862626373541
3566,-0.9952836231395279,-0.9952574791436273,-0.9949176071969192,-0.9946823112338136,-0.9946823112338136,-0.9946823112338136,-0.9940548553321987
1737,-0.9723030507428816,-0.9745252903944345,-0.9778978658656147,-0.985061320742385,-0.9869959764390309,-0.9849567447587825,-0.9888260561520744
2005,-0.9972444228320745,-0.9971659908443726,-0.9962770949837515,-0.9958849350452422,-0.9965646789386583,-0.9959372230370435,-0.9943162952912049
4100,-0.9958587910493416,-0.9948914632010186,-0.9961986629960496,-0.9992313665205217,-0.9994901920799378,-0.9996287552582112,-0.9997176448442733
328,-0.9960156550247453,-0.9960156550247453,-0.9958065030575404,-0.9954927751067328,-0.9953359111313291,-0.995074471172323,-0.9953881991231304
2967,-0.9985071778340745,-0.9985307074303851,-0.9987294017992298,-0.9987424737971801,-0.9987424737971801,-0.9987189442008696,-0.9985202498320248
154,-0.998865350577913,-0.9989960705574161,-0.9989960705574161,-0.9988914945738137,-0.9986823426066087,-0.9985777666230062,-0.9985777666230062
2039,-0.9975424643853416,-0.9971137028525714,-0.9970614148607702,-0.9966692549222609,-0.996381670967354,-0.9958849350452422,-0.9953359111313291
4773,-0.9988287489836521,-0.9980261283095031,-0.9979842979160621,-0.9977490019529565,-0.9976130531742733,-0.9967476869099627,-0.9968522628935652
422,-0.9980548867049938,-0.99789802272959,-0.9976104387746833,-0.9974012868074782,-0.9974274308033788,-0.9976627267664845,-0.9980287427090931
772,-0.9989359393668447,-0.9989359393668447,-0.9989359393668447,-0.9989359393668447,-0.9989359393668447,-0.9989359393668447,-0.9989019521721739
3404,-0.996381670967354,-0.9965385349427577,-0.9965646789386583,-0.996381670967354,-0.9963293829755527,-0.9959372230370435,-0.9958849350452422
2298,-0.9901071119512048,-0.989401224061888,-0.9858979286112048,-0.97517889029195,-0.9736102505379127,-0.9914665997380372,-0.9949176071969192
3298,-0.9978640355349192,-0.9978640355349192,-0.9978352771394285,-0.9975738371804224,-0.9975581507828819,-0.9975581507828819,-0.9975581507828819
3461,-0.9956757830780372,-0.9969829828730683,-0.9972182788361739,-0.9974588035984596,-0.9979293955246707,-0.9981333186926956,-0.9981333186926956
4017,-0.9998222208278758,-0.9998562080225466,-0.9999032672151676,-0.9998797376188572,-0.9996993440471429,-0.9997856192336149,-0.9998509792233664
4235,-0.9987503169959503,-0.9974954051927205,-0.995205191151826,-0.9978405059386086,-0.9994143744918261,-0.9995555520696895,-0.9997437888401739
3522,-0.9962770949837515,-0.9955712070944347,-0.9946038792461117,-0.9943162952912049,-0.9934535434264844,-0.9918849036724471,-0.9890874961110806
2108,-0.9917018957011428,-0.9904992718897142,-0.988433896213565,-0.9863946645333166,-0.9844077208448694,-0.978839049718037,-0.9634140921366704
3712,-0.9979947555144223,-0.9981986786824472,-0.9982117506803975,-0.9982117506803975,-0.9981646914877764,-0.9978378915390186,-0.9981986786824472
287,-0.9891920720946831,-0.9877802963160496,-0.986708392484124,-0.985061320742385,-0.9829175130785339,-0.9778455778738134,-0.9728259306608941
1210,-0.9939502793485961,-0.9934535434264844,-0.9916496077093415,-0.9898456719921986,-0.9923816395945589,-0.9929045195125713,-0.9959633670329441
934,-0.9977594595513167,-0.9977594595513167,-0.9977176291578758,-0.997599981176323,-0.9977359299550062,-0.997599981176323,-0.9973228548197763
3667,-0.9983921442521118,-0.9982483522746584,-0.9985829954221863,-0.9986039106189069,-0.9984287458463726,-0.9985829954221863,-0.9984287458463726
735,-0.9980392003074534,-0.9980392003074534,-0.9980810307008944,-0.9982823394693292,-0.9982431234754783,-0.9980392003074534,-0.9979058659283602
2758,-0.9683814513577884,-0.9464204948012664,-0.9001456220571664,-0.8261581136584077,-0.9328256169329433,-0.9893750800659874,-0.9876234323406458
2555,-0.9987973761885715,-0.9987973761885715,-0.9987633889939006,-0.9984575042418633,-0.9984392034447329,-0.9984235170471926,-0.9984235170471926
1923,-0.9943947272789068,-0.9943424392871055,-0.9946823112338136,-0.9948914632010186,-0.9946823112338136,-0.9952574791436273,-0.9955189191026335
3614,-0.9972967108238757,-0.9972967108238757,-0.9972967108238757,-0.9972967108238757,-0.9975712227808323,-0.9975267779878012,-0.9972967108238757
1334,-0.9730873706199002,-0.991754183692944,-0.9959110790411428,-0.9954927751067328,-0.9954927751067328,-0.9955712070944347,-0.9963032389796521
2166,-0.9979947555144223,-0.9979529251209813,-0.9975686083812422,-0.9975450787849316,-0.9975450787849316,-0.9975450787849316,-0.9975450787849316
2750,-0.9668128116037511,-0.9492963343503348,-0.9273353777938128,-0.9920417676478508,-0.9943162952912049,-0.9946300232420123,-0.9929045195125713
121,-0.9826560731195277,-0.9689043312758009,-0.9626297722596517,-0.995754215065739,-0.997348998815677,-0.9972967108238757,-0.9970352708648695
3308,-0.9981333186926956,-0.998107174696795,-0.9978771075328695,-0.9978640355349192,-0.9978640355349192,-0.9978640355349192,-0.9978640355349192
1894,-0.9942901512953043,-0.9942901512953043,-0.9947607432215154,-0.996172519000149,-0.9976130531742733,-0.9980025987131925,-0.9980130563115528
4396,-0.9983293986619503,-0.9984287458463726,-0.9984130594488323,-0.9983293986619503,-0.9983293986619503,-0.9983293986619503,-0.9983293986619503
3185,-0.9858979286112048,-0.9845907288161737,-0.9813488733244967,-0.9767998180377885,-0.9720416107838754,-0.9628912122186579,-0.9466819347602726
263,-0.9849828887546831,-0.9838586969309563,-0.9810612893695898,-0.9762246501279749,-0.9686428913167946,-0.9524336138584093,-0.9140019398844959
1733,-0.9869959764390309,-0.9849567447587825,-0.9888260561520744,-0.9883554642258632,-0.9852181847177887,-0.9808782813982855,-0.9709958509478506
2330,-0.9841724248817638,-0.9762769381197761,-0.9576624130385336,-0.9694272111938133,-0.9895842320331925,-0.987466568365242,-0.9852966167054905
1922,-0.9943424392871055,-0.9946823112338136,-0.9948914632010186,-0.9946823112338136,-0.9952574791436273,-0.9955189191026335,-0.9955189191026335
1892,-0.9947607432215154,-0.996172519000149,-0.9976130531742733,-0.9980025987131925,-0.9980130563115528,-0.9980130563115528,-0.9980130563115528
3987,-0.9995607808688696,-0.9995607808688696,-0.9995607808688696,-0.9995607808688696,-0.9995607808688696,-0.9995607808688696,-0.9995607808688696
1873,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888
216,-0.9858717846153042,-0.9954927751067328,-0.9949437511928199,-0.990786855844621,-0.9869175444513291,-0.996172519000149,-0.9954404871149316
2388,-0.9980392003074534,-0.9983633858566211,-0.9980052131127826,-0.9979921411148323,-0.9979424675226211,-0.9975581507828819,-0.9975450787849316
3929,-0.9995607808688696,-0.9995607808688696,-0.9996705856516521,-0.9995686240676398,-0.9995607808688696,-0.9995607808688696,-0.9993960736946956
2212,-0.9988287489836521,-0.9990849601434783,-0.9991006465410186,-0.9991006465410186,-0.9989385537664348,-0.9987999905881615,-0.9987999905881615
3715,-0.9968522628935652,-0.9980025987131925,-0.9980078275123726,-0.9979947555144223,-0.9981986786824472,-0.9982117506803975,-0.9982117506803975
3611,-0.9972967108238757,-0.9975712227808323,-0.9975267779878012,-0.9972967108238757,-0.9972967108238757,-0.997348998815677,-0.9977751459488571
1204,-0.9959633670329441,-0.9969568388771677,-0.9969568388771677,-0.9966953989181615,-0.9962770949837515,-0.9965908229345589,-0.9965908229345589
1339,-0.9907607118487204,-0.9862116565620123,-0.9774272739394034,-0.9866299604964222,-0.9850874647382856,-0.9730873706199002,-0.991754183692944
1904,-0.9932705354551801,-0.9921463436314533,-0.9895580880372918,-0.9850090327505837,-0.9712572909068568,-0.9901071119512048,-0.994447015270708
895,-0.9979947555144223,-0.9977908323463975,-0.997641811569764,-0.9973751428115776,-0.9972182788361739,-0.9968522628935652,-0.9963293829755527
4384,-0.9983476994590808,-0.998397373051292,-0.9982509666742484,-0.9984104450492423,-0.9983398562603105,-0.9983293986619503,-0.9983293986619503
1264,-0.9932182474633788,-0.9898979599839999,-0.9895319440413912,-0.9971921348402732,-0.9983816866537515,-0.9983241698627702,-0.998279725069739
2837,-0.995414343119031,-0.9951006151682236,-0.9952313351477267,-0.9954404871149316,-0.995832647053441,-0.9958065030575404,-0.9953359111313291
3632,-0.9982143650799875,-0.9982143650799875,-0.9982143650799875,-0.9982143650799875,-0.9982143650799875,-0.9982143650799875,-0.9982143650799875
3784,-0.9865515285087203,-0.995832647053441,-0.9962509509878509,-0.9961986629960496,-0.9956496390821366,-0.9951790471559254,-0.9938718473608943
1871,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888
1652,-0.9937672713772918,-0.9929306635084719,-0.9937934153731924,-0.9903424079143104,-0.9913097357626335,-0.9933228234469813,-0.9912574477708322
4380,-0.9983398562603105,-0.9983293986619503,-0.9983293986619503,-0.9983293986619503,-0.9983372418607205,-0.9983372418607205,-0.9983189410635901
1819,-0.998402601850472,-0.998402601850472,-0.998402601850472,-0.998402601850472,-0.998402601850472,-0.998402601850472,-0.998402601850472
2959,-0.9985071778340745,-0.9985071778340745,-0.9985307074303851,-0.9987294017992298,-0.9987424737971801,-0.9987424737971801,-0.9987424737971801
3894,-0.999328099305354,-0.9991764641291304,-0.9989960705574161,-0.9989882273586459,-0.9985463938279254,-0.9986405122131676,-0.997644425969354
4643,-0.9950483271764223,-0.9954927751067328,-0.9954927751067328,-0.9952836231395279,-0.9943947272789068,-0.992721511541267,-0.9910744397995278
1287,-0.998279725069739,-0.9981856066844969,-0.9979607683197516,-0.9978457347377888,-0.9975450787849316,-0.9966169669304595,-0.9952313351477267
3859,-0.9935319754141863,-0.9921201996355526,-0.9889044881397763,-0.9906299918692173,-0.991545031725739,-0.9895842320331925,-0.9876757203324471
196,-0.9958065030575404,-0.9947607432215154,-0.9924077835904596,-0.9892443600864843,-0.9791004896770432,-0.953217933735428,-0.9328256169329433
4600,-0.9967738309058634,-0.997641811569764,-0.9977437731537764,-0.9978744931332795,-0.9980705731025341,-0.9978039043443478,-0.9978378915390186
1347,-0.9977829891476273,-0.9974718755964099,-0.9974012868074782,-0.9969045508853664,-0.9961986629960496,-0.9956234950862359,-0.9946038792461117
3197,-0.9901332559471054,-0.9893489360700868,-0.9878064403119502,-0.9864992405169191,-0.9856103446562979,-0.9860547925866086,-0.9857672086317016
953,-0.9877280083242483,-0.9947345992256148,-0.9955973510903353,-0.9965646789386583,-0.9959110790411428,-0.9948914632010186,-0.9940809993280993
139,-0.9976104387746833,-0.9976104387746833,-0.9972967108238757,-0.9968522628935652,-0.9965385349427577,-0.9964078149632546,-0.9961463750042484
1234,-0.9799893855376643,-0.992094055639652,-0.9939764233444969,-0.9930352394920744,-0.9953359111313291,-0.9967215429140621,-0.9963032389796521
1536,-0.9885646161930682,-0.9910221518077266,-0.9974012868074782,-0.9977516163525466,-0.9977516163525466,-0.9977045571599255,-0.9975320067869813
2150,-0.9970614148607702,-0.9966692549222609,-0.9966431109263602,-0.9966431109263602,-0.9966431109263602,-0.9966431109263602,-0.9965908229345589
4294,-0.9960156550247453,-0.9955450630985341,-0.9951006151682236,-0.9948391752092173,-0.9946823112338136,-0.993819559369093,-0.9923032076068571
3303,-0.9978640355349192,-0.9978640355349192,-0.9978640355349192,-0.9978640355349192,-0.9978640355349192,-0.9978640355349192,-0.9978640355349192
3815,-0.9972967108238757,-0.9969829828730683,-0.9965908229345589,-0.9960156550247453,-0.9953881991231304,-0.99368883938959,-0.9927476555371676
504,-0.9980810307008944,-0.9980548867049938,-0.99747971879518,-0.9971659908443726,-0.9971137028525714,-0.9969306948812671,-0.9968784068894658
1336,-0.9866299604964222,-0.9850874647382856,-0.9730873706199002,-0.991754183692944,-0.9959110790411428,-0.9954927751067328,-0.9954927751067328
1980,-0.9986483554119379,-0.9986483554119379,-0.9986483554119379,-0.9986483554119379,-0.9986091394180869,-0.9983163266639999,-0.9983058690656398
2882,-0.9976287395718136,-0.9976287395718136,-0.9976287395718136,-0.9976287395718136,-0.9974195876046087,-0.9972444228320745,-0.9972444228320745
2362,-0.9970614148607702,-0.9965646789386583,-0.9961463750042484,-0.9955450630985341,-0.9948914632010186,-0.9938979913567949,-0.9934273994305838
340,-0.9968784068894658,-0.9968784068894658,-0.9968261188976646,-0.9966169669304595,-0.9966169669304595,-0.9965646789386583,-0.9963293829755527
3862,-0.9977934467459876,-0.9962509509878509,-0.9945777352502111,-0.9935319754141863,-0.9921201996355526,-0.9889044881397763,-0.9906299918692173
4135,-0.9987294017992298,-0.9987450881967702,-0.9982222082787577,-0.9975503075841118,-0.9972444228320745,-0.9967738309058634,-0.9959633670329441
4076,-0.999707187245913,-0.9997385600409938,-0.9997673184364845,-0.9997934624323851,-0.9997673184364845,-0.9997934624323851,-0.9997673184364845
3884,-0.999328099305354,-0.999328099305354,-0.999328099305354,-0.999328099305354,-0.999328099305354,-0.999328099305354,-0.999328099305354
2366,-0.9970614148607702,-0.9966953989181615,-0.9972967108238757,-0.9972967108238757,-0.9970614148607702,-0.9965646789386583,-0.9961463750042484
535,-0.9986039106189069,-0.9985777666230062,-0.9984731906394038,-0.9984731906394038,-0.9984731906394038,-0.9983947586517018,-0.9982117506803975
4567,-0.9951790471559254,-0.9943947272789068,-0.993819559369093,-0.9937934153731924,-0.9930352394920744,-0.9917280396970434,-0.9906299918692173
1392,-0.9963032389796521,-0.9963032389796521,-0.9962248069919503,-0.9956496390821366,-0.9951267591641242,-0.9942640072994037,-0.9934273994305838
262,-0.9838586969309563,-0.9810612893695898,-0.9762246501279749,-0.9686428913167946,-0.9524336138584093,-0.9140019398844959,-0.7822362005453638
945,-0.9941855753117018,-0.9951529031600248,-0.9951267591641242,-0.9951006151682236,-0.9956496390821366,-0.994447015270708,-0.9910221518077266
4855,-0.9947084552297142,-0.9944208712748074,-0.9936104074018881,-0.9932966794510807,-0.991126727791329,-0.9890352081192794,-0.9861332245743104
4271,-0.8802761851726941,-0.837400031895675,-0.8379229118136875,-0.8993613021801479,-0.9443289751292167,-0.8418445111987807,-0.8441974708298365
2415,-0.9819501852302109,-0.974002410476422,-0.9892966480782855,-0.9972967108238757,-0.9970614148607702,-0.9965123909468571,-0.9955973510903353
496,-0.9963293829755527,-0.9961463750042484,-0.9959633670329441,-0.9956496390821366,-0.9955973510903353,-0.9952574791436273,-0.9947084552297142
177,-0.9912835917667329,-0.9866038165005215,-0.9980287427090931,-0.9978718787336894,-0.9978195907418882,-0.9975581507828819,-0.997348998815677
4777,-0.9984941058361242,-0.9983476994590808,-0.998274496270559,-0.998149005090236,-0.9988287489836521,-0.9980261283095031,-0.9979842979160621
2551,-0.9984392034447329,-0.9984235170471926,-0.9984235170471926,-0.9984235170471926,-0.9984235170471926,-0.9984235170471926,-0.9984235170471926
2817,-0.9929045195125713,-0.9928260875248694,-0.9927476555371676,-0.9922509196150558,-0.9922770636109565,-0.9920417676478508,-0.9911005837954284
2826,-0.9935581194100869,-0.9933489674428819,-0.9933489674428819,-0.9930352394920744,-0.9927999435289688,-0.9927476555371676,-0.9918326156806458
600,-0.9812965853326954,-0.9647212919317014,-0.9789174817057389,-0.9946038792461117,-0.9965385349427577,-0.9970352708648695,-0.9966169669304595
2527,-0.9966431109263602,-0.9966169669304595,-0.9966169669304595,-0.996381670967354,-0.9960679430165466,-0.9955973510903353,-0.9951529031600248
567,-0.9981856066844969,-0.9983163266639999,-0.9982117506803975,-0.9980810307008944,-0.9980287427090931,-0.9981594626885962,-0.9981333186926956
164,-0.9993097985082235,-0.9993097985082235,-0.9992313665205217,-0.9991790785287205,-0.9991529345328198,-0.9989699265615155,-0.9988130625861118
4201,-0.9999503264077888,-1.0,-0.9999843136024597,-0.9999686272049193,-0.9999764704036894,-0.9999241824118882,-0.9999215680122981
3103,-0.9108646603764212,-0.8881193839428806,-0.9918587596765465,-0.9968261188976646,-0.9967738309058634,-0.9964078149632546,-0.9963555269714534
3808,-0.9860809365825092,-0.9760154981607699,-0.9838848409268569,-0.994656167237913,-0.9927999435289688,-0.9922509196150558,-0.9922247756191552
2299,-0.9910221518077266,-0.9901071119512048,-0.989401224061888,-0.9858979286112048,-0.97517889029195,-0.9736102505379127,-0.9914665997380372
1851,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888,-0.9986875714057888
3141,-0.9949176071969192,-0.9945515912543105,-0.9942117193076024,-0.9929045195125713,-0.9912835917667329,-0.9889306321356769,-0.9850874647382856
3864,-0.9985202498320248,-0.9985202498320248,-0.9977934467459876,-0.9962509509878509,-0.9945777352502111,-0.9935319754141863,-0.9921201996355526
2281,-0.9948130312133167,-0.9945777352502111,-0.9945254472584099,-0.99368883938959,-0.993061383487975,-0.9927999435289688,-0.9931659594715776
1368,-0.9940809993280993,-0.9925907915617639,-0.990446983897913,-0.9872051284062359,-0.9802769694925711,-0.9655056118087201,-0.9469433747192788
947,-0.9940809993280993,-0.9939241353526955,-0.9941855753117018,-0.9951529031600248,-0.9951267591641242,-0.9951006151682236,-0.9956496390821366
1732,-0.9849567447587825,-0.9888260561520744,-0.9883554642258632,-0.9852181847177887,-0.9808782813982855,-0.9709958509478506,-0.9628912122186579
